"D_:0","D_:1","D_:2","F_D_:0","F_D_:1","F_D_:2","PedigreeNodeId","vtkValidPointMask","Time","Point Coordinates:0","Point Coordinates:1","Point Coordinates:2"
0,0,0,0.031702,-0.0023868,0,12,1,0.1,-10,1,0
0,0,0,0.017373,0.011677,0,12,1,0.2,-10,1,0
0,0,0,0.035859,-0.0066628,0,12,1,0.3,-10,1,0
0,0,0,0.018128,0.010794,0,12,1,0.4,-10,1,0
0,0,0,0.038321,-0.0092028,0,12,1,0.5,-10,1,0
0,0,0,0.017248,0.011632,0,12,1,0.6,-10,1,0
0,0,0,0.037326,-0.0082206,0,12,1,0.7,-10,1,0
0,0,0,0.018815,0.010077,0,12,1,0.8,-10,1,0
0,0,0,0.035538,-0.0064689,0,12,1,0.9,-10,1,0
0,0,0,0.020384,0.0084965,0,12,1,1,-10,1,0
0,0,0,0.035712,-0.0066581,0,12,1,1.1,-10,1,0
0,0,0,0.023155,0.0057367,0,12,1,1.2,-10,1,0
0,0,0,0.034219,-0.0051962,0,12,1,1.3,-10,1,0
0,0,0,0.027042,0.0018532,0,12,1,1.4,-10,1,0
0,0,0,0.031935,-0.002988,0,12,1,1.5,-10,1,0
0,0,0,0.026144,0.002681,0,12,1,1.6,-10,1,0
0,0,0,0.031647,-0.0027468,0,12,1,1.7,-10,1,0
0,0,0,0.027242,0.0015605,0,12,1,1.8,-10,1,0
0,0,0,0.026819,0.0020091,0,12,1,1.9,-10,1,0
0,0,0,0.028096,0.00069267,0,12,1,2,-10,1,0
0,0,0,0.028865,-3.9525e-05,0,12,1,2.1,-10,1,0
0,0,0,0.029106,-0.00033122,0,12,1,2.2,-10,1,0
0,0,0,0.030875,-0.0020483,0,12,1,2.3,-10,1,0
0,0,0,0.029295,-0.00052573,0,12,1,2.4,-10,1,0
0,0,0,0.025262,0.0034963,0,12,1,2.5,-10,1,0
0,0,0,0.029709,-0.00094504,0,12,1,2.6,-10,1,0
0,0,0,0.022316,0.0063963,0,12,1,2.7,-10,1,0
0,0,0,0.029928,-0.001165,0,12,1,2.8,-10,1,0
0,0,0,0.020304,0.0083889,0,12,1,2.9,-10,1,0
0,0,0,0.033822,-0.0050019,0,12,1,3,-10,1,0
0,0,0,0.023097,0.0056266,0,12,1,3.1,-10,1,0
0,0,0,0.033448,-0.004628,0,12,1,3.2,-10,1,0
0,0,0,0.022578,0.0061196,0,12,1,3.3,-10,1,0
0,0,0,0.035048,-0.0062239,0,12,1,3.4,-10,1,0
0,0,0,0.019029,0.0096226,0,12,1,3.5,-10,1,0
0,0,0,0.035091,-0.0062545,0,12,1,3.6,-10,1,0
0,0,0,0.017676,0.010966,0,12,1,3.7,-10,1,0
0,0,0,0.034918,-0.0060755,0,12,1,3.8,-10,1,0
0,0,0,0.016955,0.011668,0,12,1,3.9,-10,1,0
0,0,0,0.036562,-0.0077123,0,12,1,4,-10,1,0
0,0,0,0.018416,0.01021,0,12,1,4.1,-10,1,0
0,0,0,0.036602,-0.0077454,0,12,1,4.2,-10,1,0
0,0,0,0.022661,0.0060072,0,12,1,4.3,-10,1,0
0,0,0,0.034914,-0.0060695,0,12,1,4.4,-10,1,0
0,0,0,0.02023,0.0084099,0,12,1,4.5,-10,1,0
0,0,0,0.036868,-0.0080134,0,12,1,4.6,-10,1,0
0,0,0,0.020872,0.0077746,0,12,1,4.7,-10,1,0
0,0,0,0.039431,-0.010539,0,12,1,4.8,-10,1,0
0,0,0,0.023567,0.0051266,0,12,1,4.9,-10,1,0
0,0,0,0.040116,-0.01121,0,12,1,5,-10,1,0
0,0,0,0.024018,0.0046785,0,12,1,5.1,-10,1,0
0,0,0,0.039492,-0.010619,0,12,1,5.2,-10,1,0
0,0,0,0.019739,0.0089087,0,12,1,5.3,-10,1,0
