   6.2500000e-02   3.1415930e+00
   2.2348500e-01   3.5734120e+00
   3.8447000e-01   3.8999080e+00
   5.4545500e-01   4.1887900e+00
   7.0643900e-01   4.4227260e+00
   8.6742400e-01   4.6162180e+00
   1.0284090e+00   4.8126530e+00
   1.1893940e+00   4.9558030e+00
   1.3503790e+00   5.1407880e+00
   1.5113640e+00   5.2603410e+00
   1.6723480e+00   5.3855870e+00
   1.8333330e+00   5.5169430e+00
   1.9943180e+00   5.6548670e+00
   2.1553030e+00   5.7355420e+00
   2.3162880e+00   5.7998630e+00
   2.4772730e+00   5.9524910e+00
   2.6382580e+00   6.0161380e+00
   2.7992420e+00   6.1133690e+00
   2.9602270e+00   6.1995990e+00
   3.1212120e+00   6.2831850e+00
   3.2821970e+00   6.3466990e+00
   3.4431820e+00   6.4627050e+00
   3.6041670e+00   6.4627050e+00
   3.7651520e+00   6.6042360e+00
   3.9261360e+00   6.6527840e+00
   4.0871210e+00   6.6793380e+00
   4.2481060e+00   6.8100930e+00
   4.4090910e+00   6.8543840e+00
   4.5700760e+00   6.8543840e+00
   4.7310610e+00   6.9706450e+00
   4.8920450e+00   7.0685830e+00
   5.0530300e+00   7.0685830e+00
   5.2140150e+00   7.0908370e+00
   5.3750000e+00   7.2000330e+00
   5.5359850e+00   7.2966020e+00
   5.6969700e+00   7.2966020e+00
   5.8579550e+00   7.2966020e+00
   6.0189390e+00   7.3756490e+00
   6.1799240e+00   7.4741850e+00
   6.3409090e+00   7.5398220e+00
   6.5018940e+00   7.5398220e+00
   6.6628790e+00   7.5398220e+00
   6.8238640e+00   7.5943160e+00
   6.9848480e+00   7.6838860e+00
   7.1458330e+00   7.7724420e+00
   7.3068180e+00   7.7998160e+00
   7.4678030e+00   7.7998160e+00
   7.6287880e+00   7.7998160e+00
   7.7897730e+00   7.8372420e+00
   7.9507580e+00   7.9182730e+00
   8.1117420e+00   7.9984950e+00
   8.2727270e+00   8.0779320e+00
   8.4337120e+00   8.0783810e+00
   8.5946970e+00   8.0783810e+00
   8.7556820e+00   8.0783810e+00
   8.9166670e+00   8.0886670e+00
   9.0776520e+00   8.1617660e+00
   9.2386360e+00   8.2342240e+00
   9.3996210e+00   8.3060570e+00
   9.5606060e+00   8.3772810e+00
   9.7215910e+00   8.3775800e+00
   9.8825760e+00   8.3775800e+00
   1.0043561e+01   8.3775800e+00
   1.0204545e+01   8.3775800e+00
   1.0365530e+01   8.4016250e+00
   1.0526515e+01   8.4669650e+00
   1.0687500e+01   8.5318100e+00
   1.0848485e+01   8.5961700e+00
   1.1009470e+01   8.6600560e+00
   1.1170455e+01   8.6997950e+00
   1.1331439e+01   8.6997950e+00
   1.1492424e+01   8.6997950e+00
   1.1653409e+01   8.6997950e+00
   1.1814394e+01   8.6997950e+00
   1.1975379e+01   8.6997950e+00
   1.2136364e+01   8.7449950e+00
   1.2297348e+01   8.8030970e+00
   1.2458333e+01   8.8608200e+00
   1.2619318e+01   8.9181720e+00
   1.2780303e+01   8.9751610e+00
   1.2941288e+01   9.0317930e+00
   1.3102273e+01   9.0477870e+00
   1.3263258e+01   9.0477870e+00
   1.3424242e+01   9.0477870e+00
   1.3585227e+01   9.0477870e+00
   1.3746212e+01   9.0477870e+00
   1.3907197e+01   9.0477870e+00
   1.4068182e+01   9.0477870e+00
   1.4229167e+01   9.0938280e+00
   1.4390152e+01   9.1453660e+00
   1.4551136e+01   9.1966180e+00
   1.4712121e+01   9.2475870e+00
   1.4873106e+01   9.2982780e+00
   1.5034091e+01   9.3486960e+00
   1.5195076e+01   9.3988450e+00
   1.5356061e+01   9.4247780e+00
   1.5517045e+01   9.4247780e+00
   1.5678030e+01   9.4247780e+00
   1.5839015e+01   9.4247780e+00
   1.6000000e+01   9.4247780e+00
