"D_:0","D_:1","D_:2","F_D_:0","F_D_:1","F_D_:2","PedigreeNodeId","vtkValidPointMask","Time","Point Coordinates:0","Point Coordinates:1","Point Coordinates:2"
0,0,0,0.022871,-0.015542,0,6,1,1,-10,0.4,0
0,0,0,0.06294,-0.022853,0,6,1,2,-10,0.4,0
0,0,0,0.068358,-0.017792,0,6,1,3,-10,0.4,0
0,0,0,0.068004,0.0071014,0,6,1,4,-10,0.4,0
0,0,0,0.051264,0.030666,0,6,1,5,-10,0.4,0
0,0,0,0.053684,0.046705,0,6,1,6,-10,0.4,0
0,0,0,0.054367,0.036372,0,6,1,7,-10,0.4,0
0,0,0,0.089578,0.015421,0,6,1,8,-10,0.4,0
0,0,0,0.078439,-0.010107,0,6,1,9,-10,0.4,0
0,0,0,0.07297,-0.0085639,0,6,1,10,-10,0.4,0
0,0,0,0.032034,8.3418e-05,0,6,1,11,-10,0.4,0
0,0,0,0.01242,0.0053985,0,6,1,12,-10,0.4,0
0,0,0,0.0066517,-0.0070572,0,6,1,13,-10,0.4,0
0,0,0,0.034669,-0.02383,0,6,1,14,-10,0.4,0
0,0,0,0.042762,-0.040221,0,6,1,15,-10,0.4,0
0,0,0,0.061398,-0.035475,0,6,1,16,-10,0.4,0
0,0,0,0.0397,-0.013165,0,6,1,17,-10,0.4,0
0,0,0,0.042085,0.021111,0,6,1,18,-10,0.4,0
0,0,0,0.035482,0.033165,0,6,1,19,-10,0.4,0
0,0,0,0.056567,0.024729,0,6,1,20,-10,0.4,0
0,0,0,0.08233,0.0096093,0,6,1,21,-10,0.4,0
0,0,0,0.10558,0.0057934,0,6,1,22,-10,0.4,0
0,0,0,0.075873,0.010677,0,6,1,23,-10,0.4,0
0,0,0,0.066721,0.025492,0,6,1,24,-10,0.4,0
0,0,0,0.034099,0.029544,0,6,1,25,-10,0.4,0
0,0,0,0.036899,0.013545,0,6,1,26,-10,0.4,0
0,0,0,0.038003,-0.019902,0,6,1,27,-10,0.4,0
0,0,0,0.04065,-0.044074,0,6,1,28,-10,0.4,0
0,0,0,0.026407,-0.04108,0,6,1,29,-10,0.4,0
0,0,0,0.0296,-0.012486,0,6,1,30,-10,0.4,0
0,0,0,0.0056746,0.012613,0,6,1,31,-10,0.4,0
0,0,0,6.633e-05,0.014188,0,6,1,32,-10,0.4,0
0,0,0,0.023871,-0.010434,0,6,1,33,-10,0.4,0
0,0,0,0.03042,-0.035815,0,6,1,34,-10,0.4,0
