"D_:0","D_:1","D_:2","F_D_:0","F_D_:1","F_D_:2","PedigreeNodeId","vtkValidPointMask","Time","Point Coordinates:0","Point Coordinates:1","Point Coordinates:2"
0,0,0,0.054029,0.0010689,0,4,1,0.1,-10,0.2,0
0,0,0,0.065941,0.0066289,0,4,1,0.2,-10,0.2,0
0,0,0,0.017386,-0.0098399,0,4,1,0.3,-10,0.2,0
0,0,0,0.081318,0.012488,0,4,1,0.4,-10,0.2,0
0,0,0,0.029902,-0.0058607,0,4,1,0.5,-10,0.2,0
0,0,0,0.046435,-0.0023295,0,4,1,0.6,-10,0.2,0
0,0,0,0.071718,0.012154,0,4,1,0.7,-10,0.2,0
0,0,0,0.017256,-0.014888,0,4,1,0.8,-10,0.2,0
0,0,0,0.077401,0.0095221,0,4,1,0.9,-10,0.2,0
0,0,0,0.039057,-0.00032167,0,4,1,1,-10,0.2,0
0,0,0,0.040255,-0.0085109,0,4,1,1.1,-10,0.2,0
0,0,0,0.071435,0.015269,0,4,1,1.2,-10,0.2,0
0,0,0,0.025062,-0.0095364,0,4,1,1.3,-10,0.2,0
0,0,0,0.061641,0.0011897,0,4,1,1.4,-10,0.2,0
0,0,0,0.054323,0.011993,0,4,1,1.5,-10,0.2,0
0,0,0,0.028757,-0.016557,0,4,1,1.6,-10,0.2,0
0,0,0,0.073267,0.013745,0,4,1,1.7,-10,0.2,0
0,0,0,0.035445,-0.0029973,0,4,1,1.8,-10,0.2,0
0,0,0,0.049385,-0.011222,0,4,1,1.9,-10,0.2,0
0,0,0,0.065909,0.020039,0,4,1,2,-10,0.2,0
0,0,0,0.024727,-0.017164,0,4,1,2.1,-10,0.2,0
0,0,0,0.070131,0.0088241,0,4,1,2.2,-10,0.2,0
0,0,0,0.041583,0.0077272,0,4,1,2.3,-10,0.2,0
0,0,0,0.038434,-0.017578,0,4,1,2.4,-10,0.2,0
0,0,0,0.071699,0.023262,0,4,1,2.5,-10,0.2,0
0,0,0,0.025455,-0.015438,0,4,1,2.6,-10,0.2,0
0,0,0,0.066559,0.00030132,0,4,1,2.7,-10,0.2,0
0,0,0,0.049185,0.01376,0,4,1,2.8,-10,0.2,0
0,0,0,0.037345,-0.02125,0,4,1,2.9,-10,0.2,0
0,0,0,0.06772,0.018666,0,4,1,3,-10,0.2,0
0,0,0,0.035325,-0.004614,0,4,1,3.1,-10,0.2,0
0,0,0,0.047087,-0.011784,0,4,1,3.2,-10,0.2,0
0,0,0,0.06265,0.026139,0,4,1,3.3,-10,0.2,0
0,0,0,0.028024,-0.02395,0,4,1,3.4,-10,0.2,0
0,0,0,0.068767,0.013957,0,4,1,3.5,-10,0.2,0
0,0,0,0.042126,0.0030035,0,4,1,3.6,-10,0.2,0
0,0,0,0.045574,-0.019798,0,4,1,3.7,-10,0.2,0
0,0,0,0.063343,0.026972,0,4,1,3.8,-10,0.2,0
0,0,0,0.035561,-0.0211,0,4,1,3.9,-10,0.2,0
0,0,0,0.057967,0.003685,0,4,1,4,-10,0.2,0
0,0,0,0.049725,0.02023,0,4,1,4.1,-10,0.2,0
0,0,0,0.037388,-0.030148,0,4,1,4.2,-10,0.2,0
0,0,0,0.063566,0.030372,0,4,1,4.3,-10,0.2,0
0,0,0,0.038423,-0.013206,0,4,1,4.4,-10,0.2,0
0,0,0,0.052478,-0.0096494,0,4,1,4.5,-10,0.2,0
0,0,0,0.055637,0.02659,0,4,1,4.6,-10,0.2,0
0,0,0,0.037006,-0.033129,0,4,1,4.7,-10,0.2,0
0,0,0,0.061494,0.019177,0,4,1,4.8,-10,0.2,0
0,0,0,0.046085,0.0026038,0,4,1,4.9,-10,0.2,0
0,0,0,0.042034,-0.020104,0,4,1,5,-10,0.2,0
0,0,0,0.060479,0.03304,0,4,1,5.1,-10,0.2,0
0,0,0,0.037534,-0.024578,0,4,1,5.2,-10,0.2,0
0,0,0,0.052825,0.0069185,0,4,1,5.3,-10,0.2,0
0,0,0,0.056423,0.015822,0,4,1,5.4,-10,0.2,0
0,0,0,0.035483,-0.029824,0,4,1,5.5,-10,0.2,0
0,0,0,0.067414,0.028863,0,4,1,5.6,-10,0.2,0
0,0,0,0.039588,-0.017656,0,4,1,5.7,-10,0.2,0
0,0,0,0.04948,-0.0024456,0,4,1,5.8,-10,0.2,0
0,0,0,0.056818,0.022744,0,4,1,5.9,-10,0.2,0
0,0,0,0.036399,-0.027776,0,4,1,6,-10,0.2,0
0,0,0,0.056156,0.023154,0,4,1,6.1,-10,0.2,0
0,0,0,0.04955,-0.0040554,0,4,1,6.2,-10,0.2,0
0,0,0,0.03923,-0.013646,0,4,1,6.3,-10,0.2,0
0,0,0,0.065059,0.026589,0,4,1,6.4,-10,0.2,0
0,0,0,0.041224,-0.027206,0,4,1,6.5,-10,0.2,0
0,0,0,0.047495,0.010601,0,4,1,6.6,-10,0.2,0
0,0,0,0.065126,0.01062,0,4,1,6.7,-10,0.2,0
0,0,0,0.026364,-0.024665,0,4,1,6.8,-10,0.2,0
0,0,0,0.068593,0.031279,0,4,1,6.9,-10,0.2,0
0,0,0,0.039004,-0.01959,0,4,1,7,-10,0.2,0
0,0,0,0.043503,0.004502,0,4,1,7.1,-10,0.2,0
0,0,0,0.065271,0.016402,0,4,1,7.2,-10,0.2,0
0,0,0,0.032114,-0.027888,0,4,1,7.3,-10,0.2,0
0,0,0,0.062214,0.02378,0,4,1,7.4,-10,0.2,0
