"D_:0","D_:1","D_:2","F_D_:0","F_D_:1","F_D_:2","PedigreeNodeId","vtkValidPointMask","Time","Point Coordinates:0","Point Coordinates:1","Point Coordinates:2"
0,0,0,0.022977,0.016593,0,8,1,1,-10,0.6,0
0,0,0,0.063114,0.024293,0,8,1,2,-10,0.6,0
0,0,0,0.06854,0.019128,0,8,1,3,-10,0.6,0
0,0,0,0.06865,-0.0058473,0,8,1,4,-10,0.6,0
0,0,0,0.052225,-0.029598,0,8,1,5,-10,0.6,0
0,0,0,0.054894,-0.045703,0,8,1,6,-10,0.6,0
0,0,0,0.055342,-0.035349,0,8,1,7,-10,0.6,0
0,0,0,0.09048,-0.013973,0,8,1,8,-10,0.6,0
0,0,0,0.079034,0.011855,0,8,1,9,-10,0.6,0
0,0,0,0.073596,0.010387,0,8,1,10,-10,0.6,0
0,0,0,0.032454,0.0014208,0,8,1,11,-10,0.6,0
0,0,0,0.012669,-0.0040681,0,8,1,12,-10,0.6,0
0,0,0,0.0067951,0.008647,0,8,1,13,-10,0.6,0
0,0,0,0.034837,0.025881,0,8,1,14,-10,0.6,0
0,0,0,0.042765,0.042512,0,8,1,15,-10,0.6,0
0,0,0,0.061337,0.037766,0,8,1,16,-10,0.6,0
0,0,0,0.03964,0.015279,0,8,1,17,-10,0.6,0
0,0,0,0.042519,-0.018841,0,8,1,18,-10,0.6,0
0,0,0,0.035865,-0.031243,0,8,1,19,-10,0.6,0
0,0,0,0.056511,-0.022774,0,8,1,20,-10,0.6,0
0,0,0,0.081853,-0.0065417,0,8,1,21,-10,0.6,0
0,0,0,0.10457,-0.0033239,0,8,1,22,-10,0.6,0
0,0,0,0.074851,-0.0078268,0,8,1,23,-10,0.6,0
0,0,0,0.065272,-0.02274,0,8,1,24,-10,0.6,0
0,0,0,0.032103,-0.026991,0,8,1,25,-10,0.6,0
0,0,0,0.034181,-0.01115,0,8,1,26,-10,0.6,0
0,0,0,0.034598,0.02236,0,8,1,27,-10,0.6,0
0,0,0,0.036699,0.046693,0,8,1,28,-10,0.6,0
0,0,0,0.021842,0.043739,0,8,1,29,-10,0.6,0
0,0,0,0.023891,0.014725,0,8,1,30,-10,0.6,0
