"Psi","F_Psi","vtkValidPointMask","Time","Point Coordinates:0","Point Coordinates:1","Point Coordinates:2"
3.0675,41.072,1,306.75,0,1,0
3.07,41.15,1,307,0,1,0
3.0725,41.228,1,307.25,0,1,0
3.075,41.305,1,307.5,0,1,0
3.0775,41.384,1,307.75,0,1,0
3.08,41.461,1,308,0,1,0
3.0825,41.54,1,308.25,0,1,0
3.085,41.618,1,308.5,0,1,0
3.0875,41.696,1,308.75,0,1,0
3.09,41.775,1,309,0,1,0
3.0925,41.854,1,309.25,0,1,0
3.095,41.933,1,309.5,0,1,0
3.0975,42.012,1,309.75,0,1,0
3.1,42.091,1,310,0,1,0
3.1025,42.17,1,310.25,0,1,0
3.105,42.249,1,310.5,0,1,0
3.1075,42.329,1,310.75,0,1,0
3.11,42.408,1,311,0,1,0
3.1125,42.488,1,311.25,0,1,0
3.115,42.568,1,311.5,0,1,0
3.1175,42.648,1,311.75,0,1,0
3.12,42.729,1,312,0,1,0
3.1225,42.809,1,312.25,0,1,0
3.125,42.889,1,312.5,0,1,0
3.1275,42.97,1,312.75,0,1,0
3.13,43.051,1,313,0,1,0
3.1325,43.132,1,313.25,0,1,0
3.135,43.213,1,313.5,0,1,0
3.1375,43.294,1,313.75,0,1,0
3.14,43.375,1,314,0,1,0
3.1425,43.457,1,314.25,0,1,0
3.145,43.538,1,314.5,0,1,0
3.1475,43.62,1,314.75,0,1,0
3.15,43.702,1,315,0,1,0
3.1525,43.784,1,315.25,0,1,0
3.155,43.866,1,315.5,0,1,0
3.1575,43.948,1,315.75,0,1,0
3.16,44.031,1,316,0,1,0
3.1625,44.113,1,316.25,0,1,0
3.165,44.196,1,316.5,0,1,0
3.1675,44.279,1,316.75,0,1,0
3.17,44.362,1,317,0,1,0
3.1725,44.445,1,317.25,0,1,0
3.175,44.529,1,317.5,0,1,0
3.1775,44.612,1,317.75,0,1,0
3.18,44.696,1,318,0,1,0
3.1825,44.78,1,318.25,0,1,0
3.185,44.863,1,318.5,0,1,0
3.1875,44.948,1,318.75,0,1,0
3.19,45.032,1,319,0,1,0
3.1925,45.116,1,319.25,0,1,0
3.195,45.201,1,319.5,0,1,0
3.1975,45.285,1,319.75,0,1,0
3.2,45.371,1,320,0,1,0
3.2025,45.455,1,320.25,0,1,0
3.205,45.541,1,320.5,0,1,0
3.2075,45.626,1,320.75,0,1,0
3.21,45.711,1,321,0,1,0
3.2125,45.797,1,321.25,0,1,0
3.215,45.883,1,321.5,0,1,0
3.2175,45.969,1,321.75,0,1,0
3.22,46.055,1,322,0,1,0
3.2225,46.141,1,322.25,0,1,0
3.225,46.228,1,322.5,0,1,0
3.2275,46.314,1,322.75,0,1,0
3.23,46.401,1,323,0,1,0
3.2325,46.488,1,323.25,0,1,0
3.235,46.575,1,323.5,0,1,0
3.2375,46.662,1,323.75,0,1,0
3.24,46.75,1,324,0,1,0
3.2425,46.837,1,324.25,0,1,0
3.245,46.925,1,324.5,0,1,0
3.2475,47.013,1,324.75,0,1,0
3.25,47.101,1,325,0,1,0
3.2525,47.189,1,325.25,0,1,0
3.255,47.278,1,325.5,0,1,0
3.2575,47.366,1,325.75,0,1,0
3.26,47.455,1,326,0,1,0
3.2625,47.544,1,326.25,0,1,0
3.265,47.633,1,326.5,0,1,0
3.2675,47.722,1,326.75,0,1,0
3.27,47.811,1,327,0,1,0
3.2725,47.901,1,327.25,0,1,0
3.275,47.991,1,327.5,0,1,0
3.2775,48.081,1,327.75,0,1,0
3.28,48.171,1,328,0,1,0
3.2825,48.261,1,328.25,0,1,0
3.285,48.352,1,328.5,0,1,0
3.2875,48.442,1,328.75,0,1,0
3.29,48.533,1,329,0,1,0
3.2925,48.624,1,329.25,0,1,0
3.295,48.715,1,329.5,0,1,0
3.2975,48.807,1,329.75,0,1,0
3.3,48.898,1,330,0,1,0
3.3025,48.99,1,330.25,0,1,0
3.305,49.082,1,330.5,0,1,0
3.3075,49.174,1,330.75,0,1,0
3.31,49.266,1,331,0,1,0
3.3125,49.358,1,331.25,0,1,0
3.315,49.451,1,331.5,0,1,0
3.3175,49.544,1,331.75,0,1,0
3.32,49.637,1,332,0,1,0
3.3225,49.73,1,332.25,0,1,0
3.325,49.823,1,332.5,0,1,0
3.3275,49.917,1,332.75,0,1,0
3.33,50.011,1,333,0,1,0
3.3325,50.105,1,333.25,0,1,0
3.335,50.199,1,333.5,0,1,0
3.3375,50.293,1,333.75,0,1,0
3.34,50.387,1,334,0,1,0
3.3425,50.482,1,334.25,0,1,0
3.345,50.577,1,334.5,0,1,0
3.3475,50.672,1,334.75,0,1,0
3.35,50.767,1,335,0,1,0
3.3525,50.863,1,335.25,0,1,0
3.355,50.959,1,335.5,0,1,0
3.3575,51.054,1,335.75,0,1,0
3.36,51.15,1,336,0,1,0
3.3625,51.247,1,336.25,0,1,0
3.365,51.343,1,336.5,0,1,0
3.3675,51.44,1,336.75,0,1,0
3.37,51.537,1,337,0,1,0
3.3725,51.633,1,337.25,0,1,0
3.375,51.731,1,337.5,0,1,0
3.3775,51.828,1,337.75,0,1,0
3.38,51.926,1,338,0,1,0
3.3825,52.024,1,338.25,0,1,0
3.385,52.122,1,338.5,0,1,0
3.3875,52.22,1,338.75,0,1,0
3.39,52.319,1,339,0,1,0
3.3925,52.417,1,339.25,0,1,0
3.395,52.516,1,339.5,0,1,0
3.3975,52.615,1,339.75,0,1,0
3.4,52.715,1,340,0,1,0
3.4025,52.814,1,340.25,0,1,0
3.405,52.914,1,340.5,0,1,0
3.4075,53.014,1,340.75,0,1,0
3.41,53.114,1,341,0,1,0
3.4125,53.215,1,341.25,0,1,0
3.415,53.315,1,341.5,0,1,0
3.4175,53.416,1,341.75,0,1,0
3.42,53.517,1,342,0,1,0
3.4225,53.618,1,342.25,0,1,0
3.425,53.72,1,342.5,0,1,0
3.4275,53.822,1,342.75,0,1,0
3.43,53.923,1,343,0,1,0
3.4325,54.026,1,343.25,0,1,0
3.435,54.128,1,343.5,0,1,0
3.4375,54.231,1,343.75,0,1,0
3.44,54.333,1,344,0,1,0
3.4425,54.437,1,344.25,0,1,0
3.445,54.54,1,344.5,0,1,0
3.4475,54.644,1,344.75,0,1,0
3.45,54.747,1,345,0,1,0
3.4525,54.851,1,345.25,0,1,0
3.455,54.955,1,345.5,0,1,0
3.4575,55.06,1,345.75,0,1,0
3.46,55.164,1,346,0,1,0
3.4625,55.27,1,346.25,0,1,0
3.465,55.375,1,346.5,0,1,0
3.4675,55.48,1,346.75,0,1,0
3.47,55.586,1,347,0,1,0
3.4725,55.692,1,347.25,0,1,0
3.475,55.798,1,347.5,0,1,0
3.4775,55.904,1,347.75,0,1,0
3.48,56.011,1,348,0,1,0
3.4825,56.118,1,348.25,0,1,0
3.485,56.225,1,348.5,0,1,0
3.4875,56.332,1,348.75,0,1,0
3.49,56.44,1,349,0,1,0
3.4925,56.548,1,349.25,0,1,0
3.495,56.656,1,349.5,0,1,0
3.4975,56.764,1,349.75,0,1,0
3.5,56.873,1,350,0,1,0
3.5025,56.982,1,350.25,0,1,0
3.505,57.091,1,350.5,0,1,0
3.5075,57.2,1,350.75,0,1,0
3.51,57.31,1,351,0,1,0
3.5125,57.42,1,351.25,0,1,0
3.515,57.53,1,351.5,0,1,0
3.5175,57.64,1,351.75,0,1,0
3.52,57.751,1,352,0,1,0
3.5225,57.862,1,352.25,0,1,0
3.525,57.973,1,352.5,0,1,0
3.5275,58.085,1,352.75,0,1,0
3.53,58.196,1,353,0,1,0
3.5325,58.308,1,353.25,0,1,0
3.535,58.421,1,353.5,0,1,0
3.5375,58.533,1,353.75,0,1,0
3.54,58.646,1,354,0,1,0
3.5425,58.759,1,354.25,0,1,0
3.545,58.873,1,354.5,0,1,0
3.5475,58.986,1,354.75,0,1,0
3.55,59.1,1,355,0,1,0
3.5525,59.215,1,355.25,0,1,0
3.555,59.329,1,355.5,0,1,0
3.5575,59.444,1,355.75,0,1,0
3.56,59.559,1,356,0,1,0
3.5625,59.675,1,356.25,0,1,0
3.565,59.79,1,356.5,0,1,0
3.5675,59.906,1,356.75,0,1,0
3.57,60.022,1,357,0,1,0
3.5725,60.139,1,357.25,0,1,0
3.575,60.256,1,357.5,0,1,0
3.5775,60.373,1,357.75,0,1,0
3.58,60.49,1,358,0,1,0
3.5825,60.608,1,358.25,0,1,0
3.585,60.726,1,358.5,0,1,0
3.5875,60.845,1,358.75,0,1,0
3.59,60.963,1,359,0,1,0
3.5925,61.082,1,359.25,0,1,0
3.595,61.201,1,359.5,0,1,0
3.5975,61.321,1,359.75,0,1,0
3.6,61.441,1,360,0,1,0
3.6025,61.561,1,360.25,0,1,0
3.605,61.682,1,360.5,0,1,0
3.6075,61.803,1,360.75,0,1,0
3.61,61.924,1,361,0,1,0
3.6125,62.045,1,361.25,0,1,0
3.615,62.167,1,361.5,0,1,0
3.6175,62.289,1,361.75,0,1,0
3.62,62.412,1,362,0,1,0
3.6225,62.534,1,362.25,0,1,0
3.625,62.657,1,362.5,0,1,0
3.6275,62.781,1,362.75,0,1,0
3.63,62.905,1,363,0,1,0
3.6325,63.029,1,363.25,0,1,0
3.635,63.153,1,363.5,0,1,0
3.6375,63.278,1,363.75,0,1,0
3.64,63.403,1,364,0,1,0
3.6425,63.528,1,364.25,0,1,0
3.645,63.654,1,364.5,0,1,0
3.6475,63.78,1,364.75,0,1,0
3.65,63.907,1,365,0,1,0
3.6525,64.034,1,365.25,0,1,0
3.655,64.161,1,365.5,0,1,0
3.6575,64.289,1,365.75,0,1,0
3.66,64.416,1,366,0,1,0
3.6625,64.545,1,366.25,0,1,0
3.665,64.673,1,366.5,0,1,0
3.6675,64.802,1,366.75,0,1,0
3.67,64.932,1,367,0,1,0
3.6725,65.062,1,367.25,0,1,0
3.675,65.191,1,367.5,0,1,0
3.6775,65.322,1,367.75,0,1,0
3.68,65.453,1,368,0,1,0
3.6825,65.584,1,368.25,0,1,0
3.685,65.715,1,368.5,0,1,0
3.6875,65.848,1,368.75,0,1,0
3.69,65.98,1,369,0,1,0
3.6925,66.113,1,369.25,0,1,0
3.695,66.246,1,369.5,0,1,0
3.6975,66.379,1,369.75,0,1,0
3.7,66.513,1,370,0,1,0
3.7025,66.647,1,370.25,0,1,0
3.705,66.782,1,370.5,0,1,0
3.7075,66.917,1,370.75,0,1,0
3.71,67.053,1,371,0,1,0
3.7125,67.189,1,371.25,0,1,0
3.715,67.325,1,371.5,0,1,0
3.7175,67.462,1,371.75,0,1,0
3.72,67.599,1,372,0,1,0
3.7225,67.736,1,372.25,0,1,0
3.725,67.874,1,372.5,0,1,0
3.7275,68.013,1,372.75,0,1,0
3.73,68.151,1,373,0,1,0
3.7325,68.291,1,373.25,0,1,0
3.735,68.43,1,373.5,0,1,0
3.7375,68.571,1,373.75,0,1,0
3.74,68.711,1,374,0,1,0
3.7425,68.852,1,374.25,0,1,0
3.745,68.993,1,374.5,0,1,0
3.7475,69.135,1,374.75,0,1,0
3.75,69.277,1,375,0,1,0
3.7525,69.42,1,375.25,0,1,0
3.755,69.563,1,375.5,0,1,0
3.7575,69.707,1,375.75,0,1,0
3.76,69.851,1,376,0,1,0
3.7625,69.995,1,376.25,0,1,0
3.765,70.141,1,376.5,0,1,0
3.7675,70.286,1,376.75,0,1,0
3.77,70.432,1,377,0,1,0
3.7725,70.578,1,377.25,0,1,0
3.775,70.725,1,377.5,0,1,0
3.7775,70.873,1,377.75,0,1,0
3.78,71.02,1,378,0,1,0
3.7825,71.169,1,378.25,0,1,0
3.785,71.318,1,378.5,0,1,0
3.7875,71.467,1,378.75,0,1,0
3.79,71.617,1,379,0,1,0
3.7925,71.767,1,379.25,0,1,0
3.795,71.918,1,379.5,0,1,0
3.7975,72.069,1,379.75,0,1,0
3.8,72.221,1,380,0,1,0
3.8025,72.373,1,380.25,0,1,0
3.805,72.527,1,380.5,0,1,0
3.8075,72.68,1,380.75,0,1,0
3.81,72.834,1,381,0,1,0
3.8125,72.988,1,381.25,0,1,0
3.815,73.143,1,381.5,0,1,0
3.8175,73.299,1,381.75,0,1,0
3.82,73.455,1,382,0,1,0
3.8225,73.611,1,382.25,0,1,0
3.825,73.768,1,382.5,0,1,0
3.8275,73.926,1,382.75,0,1,0
3.83,74.084,1,383,0,1,0
3.8325,74.243,1,383.25,0,1,0
3.835,74.402,1,383.5,0,1,0
3.8375,74.562,1,383.75,0,1,0
3.84,74.723,1,384,0,1,0
3.8425,74.884,1,384.25,0,1,0
3.845,75.046,1,384.5,0,1,0
3.8475,75.208,1,384.75,0,1,0
3.85,75.371,1,385,0,1,0
3.8525,75.534,1,385.25,0,1,0
3.855,75.698,1,385.5,0,1,0
3.8575,75.863,1,385.75,0,1,0
3.86,76.028,1,386,0,1,0
3.8625,76.194,1,386.25,0,1,0
3.865,76.36,1,386.5,0,1,0
3.8675,76.528,1,386.75,0,1,0
3.87,76.695,1,387,0,1,0
3.8725,76.864,1,387.25,0,1,0
3.875,77.033,1,387.5,0,1,0
3.8775,77.202,1,387.75,0,1,0
3.88,77.373,1,388,0,1,0
3.8825,77.544,1,388.25,0,1,0
3.885,77.716,1,388.5,0,1,0
3.8875,77.888,1,388.75,0,1,0
3.89,78.061,1,389,0,1,0
3.8925,78.235,1,389.25,0,1,0
3.895,78.409,1,389.5,0,1,0
3.8975,78.584,1,389.75,0,1,0
3.9,78.759,1,390,0,1,0
3.9025,78.936,1,390.25,0,1,0
3.905,79.113,1,390.5,0,1,0
3.9075,79.291,1,390.75,0,1,0
3.91,79.47,1,391,0,1,0
3.9125,79.649,1,391.25,0,1,0
3.915,79.829,1,391.5,0,1,0
3.9175,80.009,1,391.75,0,1,0
3.92,80.191,1,392,0,1,0
3.9225,80.373,1,392.25,0,1,0
3.925,80.556,1,392.5,0,1,0
3.9275,80.74,1,392.75,0,1,0
3.93,80.924,1,393,0,1,0
3.9325,81.11,1,393.25,0,1,0
3.935,81.296,1,393.5,0,1,0
3.9375,81.483,1,393.75,0,1,0
3.94,81.671,1,394,0,1,0
3.9425,81.859,1,394.25,0,1,0
3.945,82.048,1,394.5,0,1,0
3.9475,82.238,1,394.75,0,1,0
3.95,82.429,1,395,0,1,0
3.9525,82.621,1,395.25,0,1,0
3.955,82.814,1,395.5,0,1,0
3.9575,83.007,1,395.75,0,1,0
3.96,83.202,1,396,0,1,0
3.9625,83.397,1,396.25,0,1,0
3.965,83.593,1,396.5,0,1,0
3.9675,83.79,1,396.75,0,1,0
3.97,83.988,1,397,0,1,0
3.9725,84.187,1,397.25,0,1,0
3.975,84.386,1,397.5,0,1,0
3.9775,84.587,1,397.75,0,1,0
3.98,84.788,1,398,0,1,0
3.9825,84.991,1,398.25,0,1,0
3.985,85.195,1,398.5,0,1,0
3.9875,85.399,1,398.75,0,1,0
3.99,85.604,1,399,0,1,0
3.9925,85.81,1,399.25,0,1,0
3.995,86.018,1,399.5,0,1,0
3.9975,86.226,1,399.75,0,1,0
4,86.436,1,400,0,1,0
4.0025,86.646,1,400.25,0,1,0
4.005,86.857,1,400.5,0,1,0
4.0075,87.07,1,400.75,0,1,0
4.01,87.284,1,401,0,1,0
4.0125,87.498,1,401.25,0,1,0
4.015,87.714,1,401.5,0,1,0
4.0175,87.93,1,401.75,0,1,0
4.02,88.148,1,402,0,1,0
4.0225,88.367,1,402.25,0,1,0
4.025,88.587,1,402.5,0,1,0
4.0275,88.809,1,402.75,0,1,0
4.03,89.031,1,403,0,1,0
4.0325,89.254,1,403.25,0,1,0
4.035,89.479,1,403.5,0,1,0
4.0375,89.705,1,403.75,0,1,0
4.04,89.932,1,404,0,1,0
4.0425,90.161,1,404.25,0,1,0
4.045,90.39,1,404.5,0,1,0
4.0475,90.621,1,404.75,0,1,0
4.05,90.853,1,405,0,1,0
4.0525,91.087,1,405.25,0,1,0
4.055,91.321,1,405.5,0,1,0
4.0575,91.557,1,405.75,0,1,0
4.06,91.795,1,406,0,1,0
4.0625,92.033,1,406.25,0,1,0
4.065,92.273,1,406.5,0,1,0
4.0675,92.515,1,406.75,0,1,0
4.07,92.757,1,407,0,1,0
4.0725,93.002,1,407.25,0,1,0
4.075,93.247,1,407.5,0,1,0
4.0775,93.494,1,407.75,0,1,0
4.08,93.743,1,408,0,1,0
4.0825,93.992,1,408.25,0,1,0
4.085,94.244,1,408.5,0,1,0
4.0875,94.497,1,408.75,0,1,0
4.09,94.752,1,409,0,1,0
4.0925,95.008,1,409.25,0,1,0
4.095,95.266,1,409.5,0,1,0
4.0975,95.525,1,409.75,0,1,0
4.1,95.786,1,410,0,1,0
