"D_:0","D_:1","D_:2","F_D_:0","F_D_:1","F_D_:2","PedigreeNodeId","vtkValidPointMask","Time","Point Coordinates:0","Point Coordinates:1","Point Coordinates:2"
0,0,0,0.050958,-0.034658,0,6,1,1,-10,0.4,0
0,0,0,0.14102,-0.051816,0,6,1,2,-10,0.4,0
0,0,0,0.15408,-0.04198,0,6,1,3,-10,0.4,0
0,0,0,0.15373,0.012375,0,6,1,4,-10,0.4,0
0,0,0,0.11406,0.065189,0,6,1,5,-10,0.4,0
0,0,0,0.11824,0.10413,0,6,1,6,-10,0.4,0
0,0,0,0.11758,0.08518,0,6,1,7,-10,0.4,0
0,0,0,0.2011,0.040045,0,6,1,8,-10,0.4,0
0,0,0,0.18206,-0.019102,0,6,1,9,-10,0.4,0
0,0,0,0.17606,-0.018538,0,6,1,10,-10,0.4,0
0,0,0,0.09085,0.0032418,0,6,1,11,-10,0.4,0
0,0,0,0.045784,0.020508,0,6,1,12,-10,0.4,0
0,0,0,0.01264,-0.0027209,0,6,1,13,-10,0.4,0
0,0,0,0.05593,-0.044618,0,6,1,14,-10,0.4,0
0,0,0,0.047837,-0.091654,0,6,1,15,-10,0.4,0
0,0,0,0.047373,-0.083858,0,6,1,16,-10,0.4,0
0,0,0,0.038237,0.022572,0,6,1,17,-10,0.4,0
0,0,0,0.17866,0.02385,0,6,1,18,-10,0.4,0
0,0,0,0.031997,-0.010411,0,6,1,19,-10,0.4,0
0,0,0,0.047728,-0.020685,0,6,1,20,-10,0.4,0
0,0,0,-0.020989,0.0037679,0,6,1,21,-10,0.4,0
0,0,0,-0.046004,-0.037776,0,6,1,22,-10,0.4,0
0,0,0,-0.02411,-0.043643,0,6,1,23,-10,0.4,0
0,0,0,0.10168,-0.033747,0,6,1,24,-10,0.4,0
0,0,0,0.036836,0.0039405,0,6,1,25,-10,0.4,0
0,0,0,-0.030232,-0.074995,0,6,1,26,-10,0.4,0
0,0,0,-0.076661,-0.051911,0,6,1,27,-10,0.4,0
0,0,0,0.054146,-0.018843,0,6,1,28,-10,0.4,0
0,0,0,0.056451,0.0028483,0,6,1,29,-10,0.4,0
0,0,0,-0.055041,0.0037487,0,6,1,30,-10,0.4,0
0,0,0,-0.11373,0.048447,0,6,1,31,-10,0.4,0
0,0,0,-0.12403,-0.077035,0,6,1,32,-10,0.4,0
0,0,0,-0.0010162,-0.089132,0,6,1,33,-10,0.4,0
0,0,0,-0.10576,-0.17877,0,6,1,34,-10,0.4,0
0,0,0,-0.11635,-0.089572,0,6,1,35,-10,0.4,0
0,0,0,-0.13053,-0.018037,0,6,1,36,-10,0.4,0
0,0,0,0.10238,0.063172,0,6,1,37,-10,0.4,0
0,0,0,-0.025922,0.016054,0,6,1,38,-10,0.4,0
0,0,0,0.059096,-0.031476,0,6,1,39,-10,0.4,0
0,0,0,-0.057157,-0.015362,0,6,1,40,-10,0.4,0
0,0,0,-0.078608,-0.056775,0,6,1,41,-10,0.4,0
0,0,0,0.10888,-0.023367,0,6,1,42,-10,0.4,0
0,0,0,-0.0040404,0.090285,0,6,1,43,-10,0.4,0
0,0,0,-0.027527,0.027267,0,6,1,44,-10,0.4,0
0,0,0,0.010434,0.012673,0,6,1,45,-10,0.4,0
0,0,0,0.11952,0.035523,0,6,1,46,-10,0.4,0
0,0,0,0.042634,-0.14014,0,6,1,47,-10,0.4,0
0,0,0,0.11854,0.064882,0,6,1,48,-10,0.4,0
0,0,0,-0.13658,-0.024367,0,6,1,49,-10,0.4,0
0,0,0,0.058653,0.01447,0,6,1,50,-10,0.4,0
0,0,0,0.04684,-0.1537,0,6,1,51,-10,0.4,0
0,0,0,-0.026492,-0.062391,0,6,1,52,-10,0.4,0
0,0,0,0.021964,0.017442,0,6,1,53,-10,0.4,0
0,0,0,0.20773,-0.046536,0,6,1,54,-10,0.4,0
0,0,0,-0.047706,-0.041585,0,6,1,55,-10,0.4,0
0,0,0,0.044032,-0.0052475,0,6,1,56,-10,0.4,0
0,0,0,0.14054,0.009999,0,6,1,57,-10,0.4,0
0,0,0,0.15352,-0.076043,0,6,1,58,-10,0.4,0
0,0,0,0.109,-0.092566,0,6,1,59,-10,0.4,0
0,0,0,0.15294,0.0097436,0,6,1,60,-10,0.4,0
0,0,0,0.095093,0.015171,0,6,1,61,-10,0.4,0
0,0,0,0.078945,0.060033,0,6,1,62,-10,0.4,0
0,0,0,0.11462,0.047635,0,6,1,63,-10,0.4,0
0,0,0,0.025688,-0.0048457,0,6,1,64,-10,0.4,0
0,0,0,0.0060877,-0.01337,0,6,1,65,-10,0.4,0
0,0,0,0.11309,-0.053445,0,6,1,66,-10,0.4,0
0,0,0,0.14656,0.011401,0,6,1,67,-10,0.4,0
0,0,0,0.082107,-0.058346,0,6,1,68,-10,0.4,0
0,0,0,-0.13728,0.052615,0,6,1,69,-10,0.4,0
0,0,0,0.0051213,0.030892,0,6,1,70,-10,0.4,0
0,0,0,-0.10171,-0.18789,0,6,1,71,-10,0.4,0
0,0,0,-0.1963,-0.13553,0,6,1,72,-10,0.4,0
0,0,0,0.013337,0.088739,0,6,1,73,-10,0.4,0
0,0,0,-0.0011732,0.003753,0,6,1,74,-10,0.4,0
0,0,0,-0.031368,0.050548,0,6,1,75,-10,0.4,0
0,0,0,0.00076069,-0.10137,0,6,1,76,-10,0.4,0
0,0,0,-0.067913,-0.0013371,0,6,1,77,-10,0.4,0
0,0,0,-0.022174,0.036968,0,6,1,78,-10,0.4,0
0,0,0,-0.036137,0.089795,0,6,1,79,-10,0.4,0
0,0,0,0.0035457,0.11674,0,6,1,80,-10,0.4,0
0,0,0,-0.017106,-0.050538,0,6,1,81,-10,0.4,0
0,0,0,-0.03174,0.13816,0,6,1,82,-10,0.4,0
0,0,0,0.036858,-0.050399,0,6,1,83,-10,0.4,0
0,0,0,0.06381,0.10205,0,6,1,84,-10,0.4,0
0,0,0,0.03165,-0.052461,0,6,1,85,-10,0.4,0
0,0,0,0.14621,0.025389,0,6,1,86,-10,0.4,0
0,0,0,-0.033508,0.03416,0,6,1,87,-10,0.4,0
0,0,0,-0.045312,-0.063587,0,6,1,88,-10,0.4,0
0,0,0,0.052987,0.1242,0,6,1,89,-10,0.4,0
