"D_:0","D_:1","D_:2","F_D_:0","F_D_:1","F_D_:2","PedigreeNodeId","vtkValidPointMask","Time","Point Coordinates:0","Point Coordinates:1","Point Coordinates:2"
0,0,0,0.036975,0.0013697,0,6,1,0.1,-10,0.4,0
0,0,0,0.044941,-0.0018574,0,6,1,0.2,-10,0.4,0
0,0,0,0.0037002,-0.0011075,0,6,1,0.3,-10,0.4,0
0,0,0,0.063781,0.0036877,0,6,1,0.4,-10,0.4,0
0,0,0,0.0090164,-0.0062544,0,6,1,0.5,-10,0.4,0
0,0,0,0.034023,0.0061268,0,6,1,0.6,-10,0.4,0
0,0,0,0.051023,-0.0025932,0,6,1,0.7,-10,0.4,0
0,0,0,-0.00015725,-0.001278,0,6,1,0.8,-10,0.4,0
0,0,0,0.063962,0.0086244,0,6,1,0.9,-10,0.4,0
0,0,0,0.014675,-0.0099694,0,6,1,1,-10,0.4,0
0,0,0,0.029125,0.00933,0,6,1,1.1,-10,0.4,0
0,0,0,0.051663,-0.0036819,0,6,1,1.2,-10,0.4,0
0,0,0,0.0050095,-0.0045625,0,6,1,1.3,-10,0.4,0
0,0,0,0.050643,0.010968,0,6,1,1.4,-10,0.4,0
0,0,0,0.029375,-0.012941,0,6,1,1.5,-10,0.4,0
0,0,0,0.016705,0.0095693,0,6,1,1.6,-10,0.4,0
0,0,0,0.055229,-9.1938e-05,0,6,1,1.7,-10,0.4,0
0,0,0,0.012445,-0.0080589,0,6,1,1.8,-10,0.4,0
0,0,0,0.040429,0.016801,0,6,1,1.9,-10,0.4,0
0,0,0,0.040322,-0.01459,0,6,1,2,-10,0.4,0
0,0,0,0.010838,0.0065981,0,6,1,2.1,-10,0.4,0
0,0,0,0.055324,0.005359,0,6,1,2.2,-10,0.4,0
0,0,0,0.015,-0.01648,0,6,1,2.3,-10,0.4,0
0,0,0,0.032038,0.019582,0,6,1,2.4,-10,0.4,0
0,0,0,0.046726,-0.013927,0,6,1,2.5,-10,0.4,0
0,0,0,0.0079333,0.0020161,0,6,1,2.6,-10,0.4,0
0,0,0,0.055934,0.013882,0,6,1,2.7,-10,0.4,0
0,0,0,0.019486,-0.020772,0,6,1,2.8,-10,0.4,0
0,0,0,0.031649,0.022196,0,6,1,2.9,-10,0.4,0
0,0,0,0.043723,-0.011226,0,6,1,3,-10,0.4,0
0,0,0,0.014363,-0.0050744,0,6,1,3.1,-10,0.4,0
0,0,0,0.039264,0.017586,0,6,1,3.2,-10,0.4,0
0,0,0,0.03239,-0.024528,0,6,1,3.3,-10,0.4,0
0,0,0,0.021177,0.01933,0,6,1,3.4,-10,0.4,0
0,0,0,0.049002,-0.0033855,0,6,1,3.5,-10,0.4,0
0,0,0,0.015582,-0.013279,0,6,1,3.6,-10,0.4,0
0,0,0,0.04236,0.026916,0,6,1,3.7,-10,0.4,0
0,0,0,0.033812,-0.023934,0,6,1,3.8,-10,0.4,0
0,0,0,0.022124,0.013372,0,6,1,3.9,-10,0.4,0
0,0,0,0.04348,0.0048422,0,6,1,4,-10,0.4,0
0,0,0,0.023798,-0.021147,0,6,1,4.1,-10,0.4,0
0,0,0,0.029944,0.026322,0,6,1,4.2,-10,0.4,0
