"D_:0","D_:1","D_:2","F_D_:0","F_D_:1","F_D_:2","PedigreeNodeId","vtkValidPointMask","Time","Point Coordinates:0","Point Coordinates:1","Point Coordinates:2"
0,0,0,0.017532,-0.0007054,0,12,1,0.1,-10,1,0
0,0,0,0.019867,-0.0030452,0,12,1,0.2,-10,1,0
0,0,0,0.009624,0.0070097,0,12,1,0.3,-10,1,0
0,0,0,0.022785,-0.0059986,0,12,1,0.4,-10,1,0
0,0,0,0.011333,0.0052914,0,12,1,0.5,-10,1,0
0,0,0,0.016243,0.00045367,0,12,1,0.6,-10,1,0
0,0,0,0.020154,-0.0034094,0,12,1,0.7,-10,1,0
0,0,0,0.010675,0.0059437,0,12,1,0.8,-10,1,0
0,0,0,0.022196,-0.0054362,0,12,1,0.9,-10,1,0
0,0,0,0.012717,0.0039099,0,12,1,1,-10,1,0
0,0,0,0.016519,0.00016528,0,12,1,1.1,-10,1,0
0,0,0,0.018908,-0.0022019,0,12,1,1.2,-10,1,0
0,0,0,0.010969,0.0056347,0,12,1,1.3,-10,1,0
0,0,0,0.019675,-0.0029666,0,12,1,1.4,-10,1,0
0,0,0,0.014106,0.0025069,0,12,1,1.5,-10,1,0
0,0,0,0.015202,0.0014221,0,12,1,1.6,-10,1,0
0,0,0,0.019533,-0.0028741,0,12,1,1.7,-10,1,0
0,0,0,0.011986,0.0045759,0,12,1,1.8,-10,1,0
0,0,0,0.019907,-0.0032408,0,12,1,1.9,-10,1,0
0,0,0,0.015557,0.0010361,0,12,1,2,-10,1,0
0,0,0,0.013627,0.0029504,0,12,1,2.1,-10,1,0
0,0,0,0.019649,-0.0030103,0,12,1,2.2,-10,1,0
0,0,0,0.01066,0.0058629,0,12,1,2.3,-10,1,0
0,0,0,0.018711,-0.0020762,0,12,1,2.4,-10,1,0
0,0,0,0.016157,0.00042576,0,12,1,2.5,-10,1,0
0,0,0,0.012731,0.0038196,0,12,1,2.6,-10,1,0
0,0,0,0.021452,-0.0047968,0,12,1,2.7,-10,1,0
0,0,0,0.011761,0.0047657,0,12,1,2.8,-10,1,0
0,0,0,0.01956,-0.0029103,0,12,1,2.9,-10,1,0
0,0,0,0.01587,0.00071862,0,12,1,3,-10,1,0
0,0,0,0.012348,0.0042042,0,12,1,3.1,-10,1,0
0,0,0,0.019401,-0.0027571,0,12,1,3.2,-10,1,0
0,0,0,0.012381,0.0041507,0,12,1,3.3,-10,1,0
0,0,0,0.016781,-0.00017339,0,12,1,3.4,-10,1,0
0,0,0,0.017412,-0.00080945,0,12,1,3.5,-10,1,0
0,0,0,0.012516,0.0040321,0,12,1,3.6,-10,1,0
0,0,0,0.022167,-0.0054769,0,12,1,3.7,-10,1,0
0,0,0,0.012094,0.0044424,0,12,1,3.8,-10,1,0
