302850,302850,388.35,388.35,1,11.3,0.029125
302850,302850,388.35,388.35,1,11.4,0.029125
302850,302850,388.35,388.35,1,11.5,0.029125
302850,302850,388.35,388.35,1,11.6,0.029125
302850,302850,388.35,388.35,1,11.7,0.029125
302850,302850,388.35,388.35,1,11.8,0.029125
302850,302850,388.35,388.35,1,11.9,0.029125
302850,302850,388.34,388.34,1,12,0.02915
302840,302840,388.34,388.34,1,12.1,0.02915
302840,302840,388.33,388.33,1,12.2,0.029175
302830,302830,388.32,388.32,1,12.3,0.0292
302820,302820,388.31,388.31,1,12.4,0.029225
302810,302810,388.3,388.3,1,12.5,0.02925
302800,302800,388.28,388.28,1,12.6,0.0293
302790,302790,388.27,388.27,1,12.7,0.029325
302780,302780,388.26,388.26,1,12.8,0.02935
302770,302770,388.25,388.25,1,12.9,0.029375
302770,302770,388.24,388.24,1,13,0.0294
302760,302760,388.24,388.24,1,13.1,0.0294
302760,302760,388.24,388.24,1,13.2,0.0294
302760,302760,388.23,388.23,1,13.3,0.029425
302760,302760,388.23,388.23,1,13.4,0.029425
302760,302760,388.23,388.23,1,13.5,0.029425
302760,302760,388.23,388.23,1,13.6,0.029425
302750,302750,388.22,388.22,1,13.7,0.02945
302750,302750,388.22,388.22,1,13.8,0.02945
302740,302740,388.21,388.21,1,13.9,0.029475
302730,302730,388.19,388.19,1,14,0.029525
302720,302720,388.18,388.18,1,14.1,0.02955
302710,302710,388.17,388.17,1,14.2,0.029575
302700,302700,388.15,388.15,1,14.3,0.029625
302690,302690,388.14,388.14,1,14.4,0.02965
302680,302680,388.12,388.12,1,14.5,0.0297
302670,302670,388.11,388.11,1,14.6,0.029725
302660,302660,388.1,388.1,1,14.7,0.02975
302650,302650,388.1,388.1,1,14.8,0.02975
302650,302650,388.09,388.09,1,14.9,0.029775
302650,302650,388.09,388.09,1,15,0.029775
302640,302640,388.08,388.08,1,15.1,0.0298
302640,302640,388.08,388.08,1,15.2,0.0298
302640,302640,388.07,388.07,1,15.3,0.029825
302630,302630,388.07,388.07,1,15.4,0.029825
