"Psi","F_Psi","PedigreeNodeId","vtkValidPointMask","Time","Point Coordinates:0","Point Coordinates:1","Point Coordinates:2"
0.05,0.012165,189,1,0.5,7.1695,19.282,0
0.1,0.024331,189,1,1,7.1695,19.282,0
0.15,0.036496,189,1,1.5,7.1695,19.282,0
0.2,0.048661,189,1,2,7.1695,19.282,0
0.25,0.060827,189,1,2.5,7.1695,19.282,0
0.3,0.072992,189,1,3,7.1695,19.282,0
0.35,0.085158,189,1,3.5,7.1695,19.282,0
0.4,0.097323,189,1,4,7.1695,19.282,0
0.45,0.10949,189,1,4.5,7.1695,19.282,0
0.5,0.12165,189,1,5,7.1695,19.282,0
0.55,0.13382,189,1,5.5,7.1695,19.282,0
0.6,0.14599,189,1,6,7.1695,19.282,0
0.65,0.15815,189,1,6.5,7.1695,19.282,0
0.7,0.17032,189,1,7,7.1695,19.282,0
0.75,0.18249,189,1,7.5,7.1695,19.282,0
0.8,0.19465,189,1,8,7.1695,19.282,0
0.85,0.20682,189,1,8.5,7.1695,19.282,0
0.9,0.21899,189,1,9,7.1695,19.282,0
0.95,0.23116,189,1,9.5,7.1695,19.282,0
1,0.24333,189,1,10,7.1695,19.282,0
1.05,0.25549,189,1,10.5,7.1695,19.282,0
1.1,0.26766,189,1,11,7.1695,19.282,0
1.15,0.27983,189,1,11.5,7.1695,19.282,0
1.2,0.292,189,1,12,7.1695,19.282,0
1.25,0.30416,189,1,12.5,7.1695,19.282,0
1.3,0.31632,189,1,13,7.1695,19.282,0
1.35,0.32849,189,1,13.5,7.1695,19.282,0
1.4,0.34065,189,1,14,7.1695,19.282,0
1.45,0.3528,189,1,14.5,7.1695,19.282,0
1.5,0.36496,189,1,15,7.1695,19.282,0
1.55,0.37712,189,1,15.5,7.1695,19.282,0
1.6,0.38927,189,1,16,7.1695,19.282,0
1.65,0.40143,189,1,16.5,7.1695,19.282,0
1.7,0.41359,189,1,17,7.1695,19.282,0
1.75,0.42575,189,1,17.5,7.1695,19.282,0
1.8,0.43792,189,1,18,7.1695,19.282,0
1.85,0.45009,189,1,18.5,7.1695,19.282,0
1.9,0.46226,189,1,19,7.1695,19.282,0
1.95,0.47443,189,1,19.5,7.1695,19.282,0
2,0.48661,189,1,20,7.1695,19.282,0
2.05,0.49879,189,1,20.5,7.1695,19.282,0
2.1,0.51097,189,1,21,7.1695,19.282,0
2.15,0.52315,189,1,21.5,7.1695,19.282,0
2.2,0.53533,189,1,22,7.1695,19.282,0
2.25,0.54751,189,1,22.5,7.1695,19.282,0
2.3,0.55968,189,1,23,7.1695,19.282,0
2.35,0.57183,189,1,23.5,7.1695,19.282,0
2.4,0.58398,189,1,24,7.1695,19.282,0
2.45,0.59611,189,1,24.5,7.1695,19.282,0
2.5,0.60824,189,1,25,7.1695,19.282,0
2.55,0.62035,189,1,25.5,7.1695,19.282,0
2.6,0.63246,189,1,26,7.1695,19.282,0
2.65,0.64457,189,1,26.5,7.1695,19.282,0
2.7,0.65668,189,1,27,7.1695,19.282,0
2.75,0.66879,189,1,27.5,7.1695,19.282,0
2.8,0.6809,189,1,28,7.1695,19.282,0
2.85,0.69302,189,1,28.5,7.1695,19.282,0
2.9,0.70512,189,1,29,7.1695,19.282,0
2.95,0.71723,189,1,29.5,7.1695,19.282,0
3,0.72934,189,1,30,7.1695,19.282,0
3.05,0.74145,189,1,30.5,7.1695,19.282,0
3.1,0.75357,189,1,31,7.1695,19.282,0
3.15,0.76571,189,1,31.5,7.1695,19.282,0
3.2,0.77787,189,1,32,7.1695,19.282,0
3.25,0.79006,189,1,32.5,7.1695,19.282,0
3.3,0.80226,189,1,33,7.1695,19.282,0
3.35,0.8145,189,1,33.5,7.1695,19.282,0
3.4,0.82676,189,1,34,7.1695,19.282,0
3.45,0.83904,189,1,34.5,7.1695,19.282,0
3.5,0.85136,189,1,35,7.1695,19.282,0
3.55,0.86372,189,1,35.5,7.1695,19.282,0
3.6,0.87612,189,1,36,7.1695,19.282,0
3.65,0.88857,189,1,36.5,7.1695,19.282,0
3.7,0.90107,189,1,37,7.1695,19.282,0
3.75,0.91359,189,1,37.5,7.1695,19.282,0
3.8,0.92612,189,1,38,7.1695,19.282,0
3.85,0.93863,189,1,38.5,7.1695,19.282,0
3.9,0.95111,189,1,39,7.1695,19.282,0
3.95,0.96352,189,1,39.5,7.1695,19.282,0
4,0.97585,189,1,40,7.1695,19.282,0
4.05,0.9881,189,1,40.5,7.1695,19.282,0
4.1,1.0003,189,1,41,7.1695,19.282,0
4.15,1.0123,189,1,41.5,7.1695,19.282,0
4.2,1.0242,189,1,42,7.1695,19.282,0
4.25,1.0361,189,1,42.5,7.1695,19.282,0
4.3,1.0478,189,1,43,7.1695,19.282,0
4.35,1.0594,189,1,43.5,7.1695,19.282,0
4.4,1.071,189,1,44,7.1695,19.282,0
4.45,1.0825,189,1,44.5,7.1695,19.282,0
4.5,1.094,189,1,45,7.1695,19.282,0
4.55,1.1056,189,1,45.5,7.1695,19.282,0
4.6,1.1173,189,1,46,7.1695,19.282,0
4.65,1.129,189,1,46.5,7.1695,19.282,0
4.7,1.1409,189,1,47,7.1695,19.282,0
4.75,1.1528,189,1,47.5,7.1695,19.282,0
4.8,1.1647,189,1,48,7.1695,19.282,0
4.85,1.1765,189,1,48.5,7.1695,19.282,0
4.9,1.1877,189,1,49,7.1695,19.282,0
4.95,1.1981,189,1,49.5,7.1695,19.282,0
5,1.207,189,1,50,7.1695,19.282,0
5.05,1.2134,189,1,50.5,7.1695,19.282,0
5.1,1.2157,189,1,51,7.1695,19.282,0
5.15,1.2109,189,1,51.5,7.1695,19.282,0
5.2,1.1942,189,1,52,7.1695,19.282,0
5.25,1.1575,189,1,52.5,7.1695,19.282,0
5.3,1.0871,189,1,53,7.1695,19.282,0
5.35,0.96224,189,1,53.5,7.1695,19.282,0
5.4,0.76163,189,1,54,7.1695,19.282,0
5.45,0.49735,189,1,54.5,7.1695,19.282,0
5.5,0.2705,189,1,55,7.1695,19.282,0
5.55,0.18616,189,1,55.5,7.1695,19.282,0
5.6,0.24087,189,1,56,7.1695,19.282,0
5.65,0.43119,189,1,56.5,7.1695,19.282,0
5.7,0.62328,189,1,57,7.1695,19.282,0
5.75,0.66961,189,1,57.5,7.1695,19.282,0
5.8,0.55683,189,1,58,7.1695,19.282,0
5.85,0.37276,189,1,58.5,7.1695,19.282,0
5.9,0.24479,189,1,59,7.1695,19.282,0
5.95,0.23173,189,1,59.5,7.1695,19.282,0
6,0.35486,189,1,60,7.1695,19.282,0
6.05,0.52637,189,1,60.5,7.1695,19.282,0
6.1,0.59698,189,1,61,7.1695,19.282,0
6.15,0.5496,189,1,61.5,7.1695,19.282,0
6.2,0.47843,189,1,62,7.1695,19.282,0
6.25,0.46282,189,1,62.5,7.1695,19.282,0
6.3,0.54774,189,1,63,7.1695,19.282,0
6.35,0.78704,189,1,63.5,7.1695,19.282,0
6.4,1.0056,189,1,64,7.1695,19.282,0
6.45,1.0747,189,1,64.5,7.1695,19.282,0
6.5,1.1423,189,1,65,7.1695,19.282,0
6.55,1.4191,189,1,65.5,7.1695,19.282,0
6.6,1.5339,189,1,66,7.1695,19.282,0
6.65,1.334,189,1,66.5,7.1695,19.282,0
6.7,1.1386,189,1,67,7.1695,19.282,0
6.75,1.1874,189,1,67.5,7.1695,19.282,0
6.8,1.6838,189,1,68,7.1695,19.282,0
6.85,2.1427,189,1,68.5,7.1695,19.282,0
6.9,2.1243,189,1,69,7.1695,19.282,0
6.95,1.9067,189,1,69.5,7.1695,19.282,0
7,1.5154,189,1,70,7.1695,19.282,0
7.05,0.77612,189,1,70.5,7.1695,19.282,0
7.1,0.45387,189,1,71,7.1695,19.282,0
7.15,0.77336,189,1,71.5,7.1695,19.282,0
7.2,1.6235,189,1,72,7.1695,19.282,0
7.25,2.6971,189,1,72.5,7.1695,19.282,0
7.3,3.3169,189,1,73,7.1695,19.282,0
7.35,2.8146,189,1,73.5,7.1695,19.282,0
7.4,2.4193,189,1,74,7.1695,19.282,0
7.45,1.1061,189,1,74.5,7.1695,19.282,0
7.5,0.41936,189,1,75,7.1695,19.282,0
7.55,0.34071,189,1,75.5,7.1695,19.282,0
7.6,0.79822,189,1,76,7.1695,19.282,0
7.65,1.5386,189,1,76.5,7.1695,19.282,0
7.7,1.8667,189,1,77,7.1695,19.282,0
7.75,3.3489,189,1,77.5,7.1695,19.282,0
7.8,4.1956,189,1,78,7.1695,19.282,0
7.85,3.8118,189,1,78.5,7.1695,19.282,0
7.9,3.0963,189,1,79,7.1695,19.282,0
7.95,1.6295,189,1,79.5,7.1695,19.282,0
8,1.1474,189,1,80,7.1695,19.282,0
8.05,1.2594,189,1,80.5,7.1695,19.282,0
8.1,1.3742,189,1,81,7.1695,19.282,0
8.15,1.3016,189,1,81.5,7.1695,19.282,0
8.2,0.86453,189,1,82,7.1695,19.282,0
8.25,0.64407,189,1,82.5,7.1695,19.282,0
8.3,1.2346,189,1,83,7.1695,19.282,0
8.35,1.4448,189,1,83.5,7.1695,19.282,0
8.4,1.4448,189,1,84,7.1695,19.282,0
8.45,0.6253,189,1,84.5,7.1695,19.282,0
8.5,1.7665,189,1,85,7.1695,19.282,0
8.55,1.3927,189,1,85.5,7.1695,19.282,0
8.6,1.4956,189,1,86,7.1695,19.282,0
8.65,1.3458,189,1,86.5,7.1695,19.282,0
8.7,1.3836,189,1,87,7.1695,19.282,0
8.75,2.3289,189,1,87.5,7.1695,19.282,0
8.8,1.9659,189,1,88,7.1695,19.282,0
8.85,1.1002,189,1,88.5,7.1695,19.282,0
8.9,0.43667,189,1,89,7.1695,19.282,0
8.95,1.2231,189,1,89.5,7.1695,19.282,0
9,1.8366,189,1,90,7.1695,19.282,0
9.05,2.4747,189,1,90.5,7.1695,19.282,0
9.1,1.3648,189,1,91,7.1695,19.282,0
9.15,1.6574,189,1,91.5,7.1695,19.282,0
9.2,2.1721,189,1,92,7.1695,19.282,0
9.25,1.8946,189,1,92.5,7.1695,19.282,0
9.3,1.7631,189,1,93,7.1695,19.282,0
9.35,0.93925,189,1,93.5,7.1695,19.282,0
9.4,0.0065152,189,1,94,7.1695,19.282,0
9.45,0.26682,189,1,94.5,7.1695,19.282,0
9.5,1.6017,189,1,95,7.1695,19.282,0
9.55,2.447,189,1,95.5,7.1695,19.282,0
9.6,1.9507,189,1,96,7.1695,19.282,0
9.65,2.0347,189,1,96.5,7.1695,19.282,0
9.7,3.8456,189,1,97,7.1695,19.282,0
9.75,3.9952,189,1,97.5,7.1695,19.282,0
9.8,3.5291,189,1,98,7.1695,19.282,0
9.85,5.8773,189,1,98.5,7.1695,19.282,0
