"Psi","F_Psi","PedigreeNodeId","vtkValidPointMask","Time","Point Coordinates:0","Point Coordinates:1","Point Coordinates:2"
0.05,0.012104,233,1,0.5,-14.962,16.648,0
0.1,0.024208,233,1,1,-14.962,16.648,0
0.15,0.036313,233,1,1.5,-14.962,16.648,0
0.2,0.048417,233,1,2,-14.962,16.648,0
0.25,0.060521,233,1,2.5,-14.962,16.648,0
0.3,0.072626,233,1,3,-14.962,16.648,0
0.35,0.08473,233,1,3.5,-14.962,16.648,0
0.4,0.096835,233,1,4,-14.962,16.648,0
0.45,0.10894,233,1,4.5,-14.962,16.648,0
0.5,0.12104,233,1,5,-14.962,16.648,0
0.55,0.13315,233,1,5.5,-14.962,16.648,0
0.6,0.14526,233,1,6,-14.962,16.648,0
0.65,0.15736,233,1,6.5,-14.962,16.648,0
0.7,0.16947,233,1,7,-14.962,16.648,0
0.75,0.18157,233,1,7.5,-14.962,16.648,0
0.8,0.19368,233,1,8,-14.962,16.648,0
0.85,0.20578,233,1,8.5,-14.962,16.648,0
0.9,0.21788,233,1,9,-14.962,16.648,0
0.95,0.22998,233,1,9.5,-14.962,16.648,0
1,0.24207,233,1,10,-14.962,16.648,0
1.05,0.25416,233,1,10.5,-14.962,16.648,0
1.1,0.26625,233,1,11,-14.962,16.648,0
1.15,0.27833,233,1,11.5,-14.962,16.648,0
1.2,0.29041,233,1,12,-14.962,16.648,0
1.25,0.30249,233,1,12.5,-14.962,16.648,0
1.3,0.31456,233,1,13,-14.962,16.648,0
1.35,0.32664,233,1,13.5,-14.962,16.648,0
1.4,0.33872,233,1,14,-14.962,16.648,0
1.45,0.35081,233,1,14.5,-14.962,16.648,0
1.5,0.36289,233,1,15,-14.962,16.648,0
1.55,0.37498,233,1,15.5,-14.962,16.648,0
1.6,0.38707,233,1,16,-14.962,16.648,0
1.65,0.39916,233,1,16.5,-14.962,16.648,0
1.7,0.41126,233,1,17,-14.962,16.648,0
1.75,0.42335,233,1,17.5,-14.962,16.648,0
1.8,0.43545,233,1,18,-14.962,16.648,0
1.85,0.44755,233,1,18.5,-14.962,16.648,0
1.9,0.45964,233,1,19,-14.962,16.648,0
1.95,0.47171,233,1,19.5,-14.962,16.648,0
2,0.48376,233,1,20,-14.962,16.648,0
2.05,0.49579,233,1,20.5,-14.962,16.648,0
2.1,0.5078,233,1,21,-14.962,16.648,0
2.15,0.51979,233,1,21.5,-14.962,16.648,0
2.2,0.53177,233,1,22,-14.962,16.648,0
2.25,0.54373,233,1,22.5,-14.962,16.648,0
2.3,0.55568,233,1,23,-14.962,16.648,0
2.35,0.56764,233,1,23.5,-14.962,16.648,0
2.4,0.57959,233,1,24,-14.962,16.648,0
2.45,0.59155,233,1,24.5,-14.962,16.648,0
2.5,0.60349,233,1,25,-14.962,16.648,0
2.55,0.61542,233,1,25.5,-14.962,16.648,0
2.6,0.62735,233,1,26,-14.962,16.648,0
2.65,0.63926,233,1,26.5,-14.962,16.648,0
2.7,0.65118,233,1,27,-14.962,16.648,0
2.75,0.6631,233,1,27.5,-14.962,16.648,0
2.8,0.67504,233,1,28,-14.962,16.648,0
2.85,0.687,233,1,28.5,-14.962,16.648,0
2.9,0.69898,233,1,29,-14.962,16.648,0
2.95,0.71098,233,1,29.5,-14.962,16.648,0
3,0.72301,233,1,30,-14.962,16.648,0
3.05,0.73509,233,1,30.5,-14.962,16.648,0
3.1,0.74723,233,1,31,-14.962,16.648,0
3.15,0.75943,233,1,31.5,-14.962,16.648,0
3.2,0.77171,233,1,32,-14.962,16.648,0
3.25,0.78406,233,1,32.5,-14.962,16.648,0
3.3,0.79647,233,1,33,-14.962,16.648,0
3.35,0.80892,233,1,33.5,-14.962,16.648,0
3.4,0.82141,233,1,34,-14.962,16.648,0
3.45,0.83391,233,1,34.5,-14.962,16.648,0
3.5,0.84642,233,1,35,-14.962,16.648,0
3.55,0.85892,233,1,35.5,-14.962,16.648,0
3.6,0.87139,233,1,36,-14.962,16.648,0
3.65,0.88384,233,1,36.5,-14.962,16.648,0
3.7,0.89623,233,1,37,-14.962,16.648,0
3.75,0.90856,233,1,37.5,-14.962,16.648,0
3.8,0.92081,233,1,38,-14.962,16.648,0
3.85,0.93294,233,1,38.5,-14.962,16.648,0
3.9,0.94493,233,1,39,-14.962,16.648,0
3.95,0.95679,233,1,39.5,-14.962,16.648,0
4,0.96852,233,1,40,-14.962,16.648,0
4.05,0.98016,233,1,40.5,-14.962,16.648,0
4.1,0.99176,233,1,41,-14.962,16.648,0
4.15,1.0034,233,1,41.5,-14.962,16.648,0
4.2,1.0151,233,1,42,-14.962,16.648,0
4.25,1.0271,233,1,42.5,-14.962,16.648,0
4.3,1.0392,233,1,43,-14.962,16.648,0
4.35,1.0516,233,1,43.5,-14.962,16.648,0
4.4,1.0642,233,1,44,-14.962,16.648,0
4.45,1.0771,233,1,44.5,-14.962,16.648,0
4.5,1.0901,233,1,45,-14.962,16.648,0
4.55,1.1033,233,1,45.5,-14.962,16.648,0
4.6,1.1167,233,1,46,-14.962,16.648,0
4.65,1.1302,233,1,46.5,-14.962,16.648,0
4.7,1.1438,233,1,47,-14.962,16.648,0
4.75,1.1576,233,1,47.5,-14.962,16.648,0
4.8,1.1718,233,1,48,-14.962,16.648,0
4.85,1.1863,233,1,48.5,-14.962,16.648,0
4.9,1.2015,233,1,49,-14.962,16.648,0
4.95,1.2175,233,1,49.5,-14.962,16.648,0
5,1.2347,233,1,50,-14.962,16.648,0
5.05,1.2539,233,1,50.5,-14.962,16.648,0
5.1,1.2763,233,1,51,-14.962,16.648,0
5.15,1.304,233,1,51.5,-14.962,16.648,0
5.2,1.341,233,1,52,-14.962,16.648,0
5.25,1.3936,233,1,52.5,-14.962,16.648,0
5.3,1.4734,233,1,53,-14.962,16.648,0
5.35,1.5997,233,1,53.5,-14.962,16.648,0
5.4,1.804,233,1,54,-14.962,16.648,0
5.45,2.1244,233,1,54.5,-14.962,16.648,0
5.5,2.5574,233,1,55,-14.962,16.648,0
5.55,2.9434,233,1,55.5,-14.962,16.648,0
5.6,3.0344,233,1,56,-14.962,16.648,0
5.65,2.7991,233,1,56.5,-14.962,16.648,0
5.7,2.4754,233,1,57,-14.962,16.648,0
5.75,2.331,233,1,57.5,-14.962,16.648,0
5.8,2.4201,233,1,58,-14.962,16.648,0
5.85,2.6348,233,1,58.5,-14.962,16.648,0
5.9,2.7461,233,1,59,-14.962,16.648,0
5.95,2.6007,233,1,59.5,-14.962,16.648,0
6,2.2475,233,1,60,-14.962,16.648,0
6.05,1.7827,233,1,60.5,-14.962,16.648,0
6.1,1.3237,233,1,61,-14.962,16.648,0
6.15,1.0487,233,1,61.5,-14.962,16.648,0
6.2,0.94582,233,1,62,-14.962,16.648,0
6.25,1.0146,233,1,62.5,-14.962,16.648,0
6.3,1.3098,233,1,63,-14.962,16.648,0
6.35,1.9742,233,1,63.5,-14.962,16.648,0
6.4,2.6134,233,1,64,-14.962,16.648,0
6.45,3.3747,233,1,64.5,-14.962,16.648,0
6.5,3.5969,233,1,65,-14.962,16.648,0
