"Psi","F_Psi","PedigreeNodeId","vtkValidPointMask","Time","Point Coordinates:0","Point Coordinates:1","Point Coordinates:2"
0.05,0.012483,267,1,0.5,-26.434,4.0723,0
0.1,0.024966,267,1,1,-26.434,4.0723,0
0.15,0.037448,267,1,1.5,-26.434,4.0723,0
0.2,0.049925,267,1,2,-26.434,4.0723,0
0.25,0.062391,267,1,2.5,-26.434,4.0723,0
0.3,0.07484,267,1,3,-26.434,4.0723,0
0.35,0.087268,267,1,3.5,-26.434,4.0723,0
0.4,0.099678,267,1,4,-26.434,4.0723,0
0.45,0.11207,267,1,4.5,-26.434,4.0723,0
0.5,0.12445,267,1,5,-26.434,4.0723,0
0.55,0.13681,267,1,5.5,-26.434,4.0723,0
0.6,0.14915,267,1,6,-26.434,4.0723,0
0.65,0.16147,267,1,6.5,-26.434,4.0723,0
0.7,0.17376,267,1,7,-26.434,4.0723,0
0.75,0.18603,267,1,7.5,-26.434,4.0723,0
0.8,0.19826,267,1,8,-26.434,4.0723,0
0.85,0.21045,267,1,8.5,-26.434,4.0723,0
0.9,0.22257,267,1,9,-26.434,4.0723,0
0.95,0.23464,267,1,9.5,-26.434,4.0723,0
1,0.24667,267,1,10,-26.434,4.0723,0
1.05,0.25865,267,1,10.5,-26.434,4.0723,0
1.1,0.27057,267,1,11,-26.434,4.0723,0
1.15,0.28241,267,1,11.5,-26.434,4.0723,0
1.2,0.29415,267,1,12,-26.434,4.0723,0
1.25,0.30578,267,1,12.5,-26.434,4.0723,0
1.3,0.31732,267,1,13,-26.434,4.0723,0
1.35,0.32877,267,1,13.5,-26.434,4.0723,0
1.4,0.34011,267,1,14,-26.434,4.0723,0
1.45,0.35133,267,1,14.5,-26.434,4.0723,0
1.5,0.3624,267,1,15,-26.434,4.0723,0
1.55,0.3733,267,1,15.5,-26.434,4.0723,0
1.6,0.384,267,1,16,-26.434,4.0723,0
1.65,0.39451,267,1,16.5,-26.434,4.0723,0
1.7,0.4048,267,1,17,-26.434,4.0723,0
1.75,0.41483,267,1,17.5,-26.434,4.0723,0
1.8,0.42457,267,1,18,-26.434,4.0723,0
1.85,0.43399,267,1,18.5,-26.434,4.0723,0
1.9,0.44306,267,1,19,-26.434,4.0723,0
1.95,0.45173,267,1,19.5,-26.434,4.0723,0
2,0.45994,267,1,20,-26.434,4.0723,0
2.05,0.46765,267,1,20.5,-26.434,4.0723,0
2.1,0.47481,267,1,21,-26.434,4.0723,0
2.15,0.48144,267,1,21.5,-26.434,4.0723,0
2.2,0.48751,267,1,22,-26.434,4.0723,0
2.25,0.49304,267,1,22.5,-26.434,4.0723,0
2.3,0.49802,267,1,23,-26.434,4.0723,0
2.35,0.50249,267,1,23.5,-26.434,4.0723,0
2.4,0.50653,267,1,24,-26.434,4.0723,0
2.45,0.51026,267,1,24.5,-26.434,4.0723,0
2.5,0.51383,267,1,25,-26.434,4.0723,0
2.55,0.51737,267,1,25.5,-26.434,4.0723,0
2.6,0.521,267,1,26,-26.434,4.0723,0
2.65,0.5248,267,1,26.5,-26.434,4.0723,0
2.7,0.5288,267,1,27,-26.434,4.0723,0
2.75,0.53299,267,1,27.5,-26.434,4.0723,0
2.8,0.53727,267,1,28,-26.434,4.0723,0
2.85,0.54151,267,1,28.5,-26.434,4.0723,0
2.9,0.54558,267,1,29,-26.434,4.0723,0
2.95,0.54936,267,1,29.5,-26.434,4.0723,0
3,0.55284,267,1,30,-26.434,4.0723,0
