"Psi","F_Psi","PedigreeNodeId","vtkValidPointMask","Time","Point Coordinates:0","Point Coordinates:1","Point Coordinates:2"
0.05,0.029586,10,1,0.5,26.964,1.0302,0
0.1,0.059178,10,1,1,26.964,1.0302,0
0.15,0.088801,10,1,1.5,26.964,1.0302,0
0.2,0.1185,10,1,2,26.964,1.0302,0
0.25,0.14832,10,1,2.5,26.964,1.0302,0
0.3,0.17831,10,1,3,26.964,1.0302,0
0.35,0.20849,10,1,3.5,26.964,1.0302,0
0.4,0.23888,10,1,4,26.964,1.0302,0
0.45,0.26954,10,1,4.5,26.964,1.0302,0
0.5,0.3005,10,1,5,26.964,1.0302,0
0.55,0.33184,10,1,5.5,26.964,1.0302,0
0.6,0.36357,10,1,6,26.964,1.0302,0
0.65,0.39575,10,1,6.5,26.964,1.0302,0
0.7,0.4284,10,1,7,26.964,1.0302,0
0.75,0.46158,10,1,7.5,26.964,1.0302,0
0.8,0.49538,10,1,8,26.964,1.0302,0
0.85,0.52986,10,1,8.5,26.964,1.0302,0
0.9,0.5651,10,1,9,26.964,1.0302,0
0.95,0.60116,10,1,9.5,26.964,1.0302,0
1,0.63811,10,1,10,26.964,1.0302,0
1.05,0.67606,10,1,10.5,26.964,1.0302,0
1.1,0.71513,10,1,11,26.964,1.0302,0
1.15,0.75549,10,1,11.5,26.964,1.0302,0
1.2,0.79729,10,1,12,26.964,1.0302,0
1.25,0.84071,10,1,12.5,26.964,1.0302,0
1.3,0.88593,10,1,13,26.964,1.0302,0
1.35,0.93314,10,1,13.5,26.964,1.0302,0
1.4,0.98261,10,1,14,26.964,1.0302,0
1.45,1.0346,10,1,14.5,26.964,1.0302,0
1.5,1.0895,10,1,15,26.964,1.0302,0
1.55,1.1478,10,1,15.5,26.964,1.0302,0
1.6,1.2098,10,1,16,26.964,1.0302,0
1.65,1.2761,10,1,16.5,26.964,1.0302,0
1.7,1.3474,10,1,17,26.964,1.0302,0
1.75,1.4243,10,1,17.5,26.964,1.0302,0
1.8,1.5076,10,1,18,26.964,1.0302,0
1.85,1.5984,10,1,18.5,26.964,1.0302,0
1.9,1.6977,10,1,19,26.964,1.0302,0
1.95,1.8066,10,1,19.5,26.964,1.0302,0
2,1.9263,10,1,20,26.964,1.0302,0
2.05,2.0581,10,1,20.5,26.964,1.0302,0
2.1,2.203,10,1,21,26.964,1.0302,0
2.15,2.362,10,1,21.5,26.964,1.0302,0
2.2,2.5359,10,1,22,26.964,1.0302,0
2.25,2.7251,10,1,22.5,26.964,1.0302,0
2.3,2.9295,10,1,23,26.964,1.0302,0
2.35,3.149,10,1,23.5,26.964,1.0302,0
2.4,3.3829,10,1,24,26.964,1.0302,0
2.45,3.6307,10,1,24.5,26.964,1.0302,0
2.5,3.8916,10,1,25,26.964,1.0302,0
2.55,4.1643,10,1,25.5,26.964,1.0302,0
2.6,4.4466,10,1,26,26.964,1.0302,0
2.65,4.7353,10,1,26.5,26.964,1.0302,0
2.7,5.0269,10,1,27,26.964,1.0302,0
2.75,5.3179,10,1,27.5,26.964,1.0302,0
2.8,5.6055,10,1,28,26.964,1.0302,0
2.85,5.8883,10,1,28.5,26.964,1.0302,0
2.9,6.1662,10,1,29,26.964,1.0302,0
2.95,6.4413,10,1,29.5,26.964,1.0302,0
3,6.7174,10,1,30,26.964,1.0302,0
3.05,6.9982,10,1,30.5,26.964,1.0302,0
3.1,7.286,10,1,31,26.964,1.0302,0
3.15,7.582,10,1,31.5,26.964,1.0302,0
3.2,7.8849,10,1,32,26.964,1.0302,0
3.25,8.1912,10,1,32.5,26.964,1.0302,0
3.3,8.4958,10,1,33,26.964,1.0302,0
3.35,8.7952,10,1,33.5,26.964,1.0302,0
3.4,9.0893,10,1,34,26.964,1.0302,0
3.45,9.3799,10,1,34.5,26.964,1.0302,0
3.5,9.6706,10,1,35,26.964,1.0302,0
3.55,9.9651,10,1,35.5,26.964,1.0302,0
3.6,10.265,10,1,36,26.964,1.0302,0
3.65,10.571,10,1,36.5,26.964,1.0302,0
3.7,10.881,10,1,37,26.964,1.0302,0
3.75,11.194,10,1,37.5,26.964,1.0302,0
3.8,11.506,10,1,38,26.964,1.0302,0
3.85,11.819,10,1,38.5,26.964,1.0302,0
3.9,12.135,10,1,39,26.964,1.0302,0
3.95,12.455,10,1,39.5,26.964,1.0302,0
4,12.777,10,1,40,26.964,1.0302,0
