"Psi","F_Psi","PedigreeNodeId","vtkValidPointMask","Time","Point Coordinates:0","Point Coordinates:1","Point Coordinates:2"
0.05,0.012548,139,1,0.5,26.434,4.0723,0
0.1,0.025095,139,1,1,26.434,4.0723,0
0.15,0.037642,139,1,1.5,26.434,4.0723,0
0.2,0.050183,139,1,2,26.434,4.0723,0
0.25,0.062714,139,1,2.5,26.434,4.0723,0
0.3,0.075228,139,1,3,26.434,4.0723,0
0.35,0.087721,139,1,3.5,26.434,4.0723,0
0.4,0.10019,139,1,4,26.434,4.0723,0
0.45,0.11265,139,1,4.5,26.434,4.0723,0
0.5,0.1251,139,1,5,26.434,4.0723,0
0.55,0.13753,139,1,5.5,26.434,4.0723,0
0.6,0.14994,139,1,6,26.434,4.0723,0
0.65,0.16233,139,1,6.5,26.434,4.0723,0
0.7,0.17468,139,1,7,26.434,4.0723,0
0.75,0.18701,139,1,7.5,26.434,4.0723,0
0.8,0.19931,139,1,8,26.434,4.0723,0
0.85,0.21157,139,1,8.5,26.434,4.0723,0
0.9,0.22378,139,1,9,26.434,4.0723,0
0.95,0.23593,139,1,9.5,26.434,4.0723,0
1,0.24802,139,1,10,26.434,4.0723,0
1.05,0.26006,139,1,10.5,26.434,4.0723,0
1.1,0.27204,139,1,11,26.434,4.0723,0
1.15,0.28395,139,1,11.5,26.434,4.0723,0
1.2,0.29576,139,1,12,26.434,4.0723,0
1.25,0.30748,139,1,12.5,26.434,4.0723,0
1.3,0.31909,139,1,13,26.434,4.0723,0
1.35,0.33059,139,1,13.5,26.434,4.0723,0
1.4,0.34199,139,1,14,26.434,4.0723,0
1.45,0.35326,139,1,14.5,26.434,4.0723,0
1.5,0.36437,139,1,15,26.434,4.0723,0
1.55,0.37531,139,1,15.5,26.434,4.0723,0
1.6,0.38604,139,1,16,26.434,4.0723,0
1.65,0.39658,139,1,16.5,26.434,4.0723,0
1.7,0.40689,139,1,17,26.434,4.0723,0
1.75,0.41692,139,1,17.5,26.434,4.0723,0
1.8,0.42664,139,1,18,26.434,4.0723,0
1.85,0.43598,139,1,18.5,26.434,4.0723,0
1.9,0.4449,139,1,19,26.434,4.0723,0
1.95,0.45338,139,1,19.5,26.434,4.0723,0
2,0.4614,139,1,20,26.434,4.0723,0
2.05,0.4689,139,1,20.5,26.434,4.0723,0
2.1,0.47582,139,1,21,26.434,4.0723,0
2.15,0.4821,139,1,21.5,26.434,4.0723,0
2.2,0.48773,139,1,22,26.434,4.0723,0
2.25,0.49275,139,1,22.5,26.434,4.0723,0
2.3,0.49723,139,1,23,26.434,4.0723,0
2.35,0.50128,139,1,23.5,26.434,4.0723,0
2.4,0.50499,139,1,24,26.434,4.0723,0
2.45,0.50846,139,1,24.5,26.434,4.0723,0
2.5,0.51178,139,1,25,26.434,4.0723,0
2.55,0.51504,139,1,25.5,26.434,4.0723,0
2.6,0.51836,139,1,26,26.434,4.0723,0
2.65,0.52184,139,1,26.5,26.434,4.0723,0
2.7,0.52555,139,1,27,26.434,4.0723,0
2.75,0.5295,139,1,27.5,26.434,4.0723,0
2.8,0.53363,139,1,28,26.434,4.0723,0
2.85,0.53784,139,1,28.5,26.434,4.0723,0
2.9,0.54202,139,1,29,26.434,4.0723,0
2.95,0.54602,139,1,29.5,26.434,4.0723,0
3,0.54975,139,1,30,26.434,4.0723,0
3.05,0.55318,139,1,30.5,26.434,4.0723,0
3.1,0.55643,139,1,31,26.434,4.0723,0
3.15,0.55971,139,1,31.5,26.434,4.0723,0
3.2,0.56329,139,1,32,26.434,4.0723,0
3.25,0.56742,139,1,32.5,26.434,4.0723,0
3.3,0.57224,139,1,33,26.434,4.0723,0
3.35,0.57764,139,1,33.5,26.434,4.0723,0
3.4,0.58325,139,1,34,26.434,4.0723,0
3.45,0.58875,139,1,34.5,26.434,4.0723,0
3.5,0.59394,139,1,35,26.434,4.0723,0
3.55,0.59893,139,1,35.5,26.434,4.0723,0
3.6,0.60413,139,1,36,26.434,4.0723,0
3.65,0.61011,139,1,36.5,26.434,4.0723,0
3.7,0.6171,139,1,37,26.434,4.0723,0
3.75,0.62494,139,1,37.5,26.434,4.0723,0
3.8,0.63304,139,1,38,26.434,4.0723,0
3.85,0.64056,139,1,38.5,26.434,4.0723,0
