"Psi","F_Psi","PedigreeNodeId","vtkValidPointMask","Time","Point Coordinates:0","Point Coordinates:1","Point Coordinates:2"
0.05,0.01385,325,1,0.5,-25.715,8.2298,0
0.1,0.0277,325,1,1,-25.715,8.2298,0
0.15,0.04155,325,1,1.5,-25.715,8.2298,0
0.2,0.0554,325,1,2,-25.715,8.2298,0
0.25,0.069249,325,1,2.5,-25.715,8.2298,0
0.3,0.083096,325,1,3,-25.715,8.2298,0
0.35,0.096939,325,1,3.5,-25.715,8.2298,0
0.4,0.11078,325,1,4,-25.715,8.2298,0
0.45,0.1246,325,1,4.5,-25.715,8.2298,0
0.5,0.13842,325,1,5,-25.715,8.2298,0
0.55,0.15222,325,1,5.5,-25.715,8.2298,0
0.6,0.166,325,1,6,-25.715,8.2298,0
0.65,0.17978,325,1,6.5,-25.715,8.2298,0
0.7,0.19355,325,1,7,-25.715,8.2298,0
0.75,0.20731,325,1,7.5,-25.715,8.2298,0
0.8,0.22106,325,1,8,-25.715,8.2298,0
0.85,0.2348,325,1,8.5,-25.715,8.2298,0
0.9,0.24853,325,1,9,-25.715,8.2298,0
0.95,0.26224,325,1,9.5,-25.715,8.2298,0
1,0.27595,325,1,10,-25.715,8.2298,0
1.05,0.28965,325,1,10.5,-25.715,8.2298,0
1.1,0.30334,325,1,11,-25.715,8.2298,0
1.15,0.31703,325,1,11.5,-25.715,8.2298,0
1.2,0.33069,325,1,12,-25.715,8.2298,0
1.25,0.34433,325,1,12.5,-25.715,8.2298,0
1.3,0.35791,325,1,13,-25.715,8.2298,0
1.35,0.37145,325,1,13.5,-25.715,8.2298,0
1.4,0.38493,325,1,14,-25.715,8.2298,0
1.45,0.39835,325,1,14.5,-25.715,8.2298,0
1.5,0.41173,325,1,15,-25.715,8.2298,0
1.55,0.42508,325,1,15.5,-25.715,8.2298,0
1.6,0.43842,325,1,16,-25.715,8.2298,0
1.65,0.45175,325,1,16.5,-25.715,8.2298,0
1.7,0.46505,325,1,17,-25.715,8.2298,0
1.75,0.4783,325,1,17.5,-25.715,8.2298,0
1.8,0.49148,325,1,18,-25.715,8.2298,0
1.85,0.50457,325,1,18.5,-25.715,8.2298,0
1.9,0.51758,325,1,19,-25.715,8.2298,0
1.95,0.53051,325,1,19.5,-25.715,8.2298,0
2,0.54337,325,1,20,-25.715,8.2298,0
2.05,0.55616,325,1,20.5,-25.715,8.2298,0
2.1,0.56886,325,1,21,-25.715,8.2298,0
2.15,0.58146,325,1,21.5,-25.715,8.2298,0
2.2,0.59392,325,1,22,-25.715,8.2298,0
2.25,0.60624,325,1,22.5,-25.715,8.2298,0
2.3,0.61844,325,1,23,-25.715,8.2298,0
2.35,0.63052,325,1,23.5,-25.715,8.2298,0
2.4,0.64253,325,1,24,-25.715,8.2298,0
2.45,0.65448,325,1,24.5,-25.715,8.2298,0
2.5,0.66641,325,1,25,-25.715,8.2298,0
2.55,0.67832,325,1,25.5,-25.715,8.2298,0
2.6,0.69024,325,1,26,-25.715,8.2298,0
2.65,0.70219,325,1,26.5,-25.715,8.2298,0
2.7,0.71422,325,1,27,-25.715,8.2298,0
2.75,0.72637,325,1,27.5,-25.715,8.2298,0
2.8,0.73868,325,1,28,-25.715,8.2298,0
2.85,0.75119,325,1,28.5,-25.715,8.2298,0
2.9,0.76388,325,1,29,-25.715,8.2298,0
2.95,0.77672,325,1,29.5,-25.715,8.2298,0
3,0.78966,325,1,30,-25.715,8.2298,0
3.05,0.80266,325,1,30.5,-25.715,8.2298,0
3.1,0.81567,325,1,31,-25.715,8.2298,0
3.15,0.82867,325,1,31.5,-25.715,8.2298,0
3.2,0.84163,325,1,32,-25.715,8.2298,0
3.25,0.85456,325,1,32.5,-25.715,8.2298,0
3.3,0.86745,325,1,33,-25.715,8.2298,0
3.35,0.88032,325,1,33.5,-25.715,8.2298,0
3.4,0.89316,325,1,34,-25.715,8.2298,0
3.45,0.90596,325,1,34.5,-25.715,8.2298,0
3.5,0.91867,325,1,35,-25.715,8.2298,0
3.55,0.93127,325,1,35.5,-25.715,8.2298,0
3.6,0.9437,325,1,36,-25.715,8.2298,0
3.65,0.95594,325,1,36.5,-25.715,8.2298,0
3.7,0.96794,325,1,37,-25.715,8.2298,0
3.75,0.97967,325,1,37.5,-25.715,8.2298,0
3.8,0.99114,325,1,38,-25.715,8.2298,0
3.85,1.0024,325,1,38.5,-25.715,8.2298,0
3.9,1.0136,325,1,39,-25.715,8.2298,0
3.95,1.0249,325,1,39.5,-25.715,8.2298,0
4,1.0365,325,1,40,-25.715,8.2298,0
4.05,1.0487,325,1,40.5,-25.715,8.2298,0
4.1,1.0613,325,1,41,-25.715,8.2298,0
4.15,1.0742,325,1,41.5,-25.715,8.2298,0
4.2,1.087,325,1,42,-25.715,8.2298,0
4.25,1.0988,325,1,42.5,-25.715,8.2298,0
4.3,1.109,325,1,43,-25.715,8.2298,0
