"Psi","F_Psi","PedigreeNodeId","vtkValidPointMask","Time","Point Coordinates:0","Point Coordinates:1","Point Coordinates:2"
0.05,0.013802,290,1,0.5,-21.983,15.676,0
0.1,0.027604,290,1,1,-21.983,15.676,0
0.15,0.041406,290,1,1.5,-21.983,15.676,0
0.2,0.055208,290,1,2,-21.983,15.676,0
0.25,0.06901,290,1,2.5,-21.983,15.676,0
0.3,0.082812,290,1,3,-21.983,15.676,0
0.35,0.096614,290,1,3.5,-21.983,15.676,0
0.4,0.11042,290,1,4,-21.983,15.676,0
0.45,0.12422,290,1,4.5,-21.983,15.676,0
0.5,0.13802,290,1,5,-21.983,15.676,0
0.55,0.15182,290,1,5.5,-21.983,15.676,0
0.6,0.16562,290,1,6,-21.983,15.676,0
0.65,0.17941,290,1,6.5,-21.983,15.676,0
0.7,0.19321,290,1,7,-21.983,15.676,0
0.75,0.20699,290,1,7.5,-21.983,15.676,0
0.8,0.22077,290,1,8,-21.983,15.676,0
0.85,0.23455,290,1,8.5,-21.983,15.676,0
0.9,0.24831,290,1,9,-21.983,15.676,0
0.95,0.26207,290,1,9.5,-21.983,15.676,0
1,0.27583,290,1,10,-21.983,15.676,0
1.05,0.28958,290,1,10.5,-21.983,15.676,0
1.1,0.30333,290,1,11,-21.983,15.676,0
1.15,0.31708,290,1,11.5,-21.983,15.676,0
1.2,0.33083,290,1,12,-21.983,15.676,0
1.25,0.34458,290,1,12.5,-21.983,15.676,0
1.3,0.35833,290,1,13,-21.983,15.676,0
1.35,0.37207,290,1,13.5,-21.983,15.676,0
1.4,0.38582,290,1,14,-21.983,15.676,0
1.45,0.39957,290,1,14.5,-21.983,15.676,0
1.5,0.41332,290,1,15,-21.983,15.676,0
1.55,0.42707,290,1,15.5,-21.983,15.676,0
1.6,0.44081,290,1,16,-21.983,15.676,0
1.65,0.45453,290,1,16.5,-21.983,15.676,0
1.7,0.46824,290,1,17,-21.983,15.676,0
1.75,0.48193,290,1,17.5,-21.983,15.676,0
1.8,0.49559,290,1,18,-21.983,15.676,0
1.85,0.50922,290,1,18.5,-21.983,15.676,0
1.9,0.52284,290,1,19,-21.983,15.676,0
1.95,0.53643,290,1,19.5,-21.983,15.676,0
2,0.55001,290,1,20,-21.983,15.676,0
2.05,0.56359,290,1,20.5,-21.983,15.676,0
2.1,0.57716,290,1,21,-21.983,15.676,0
2.15,0.59072,290,1,21.5,-21.983,15.676,0
2.2,0.60425,290,1,22,-21.983,15.676,0
2.25,0.61776,290,1,22.5,-21.983,15.676,0
2.3,0.63123,290,1,23,-21.983,15.676,0
2.35,0.64468,290,1,23.5,-21.983,15.676,0
2.4,0.65812,290,1,24,-21.983,15.676,0
2.45,0.67158,290,1,24.5,-21.983,15.676,0
2.5,0.68505,290,1,25,-21.983,15.676,0
2.55,0.69852,290,1,25.5,-21.983,15.676,0
2.6,0.71197,290,1,26,-21.983,15.676,0
2.65,0.72538,290,1,26.5,-21.983,15.676,0
2.7,0.73871,290,1,27,-21.983,15.676,0
2.75,0.75199,290,1,27.5,-21.983,15.676,0
2.8,0.76521,290,1,28,-21.983,15.676,0
2.85,0.77842,290,1,28.5,-21.983,15.676,0
2.9,0.79165,290,1,29,-21.983,15.676,0
2.95,0.80496,290,1,29.5,-21.983,15.676,0
3,0.81836,290,1,30,-21.983,15.676,0
3.05,0.8319,290,1,30.5,-21.983,15.676,0
3.1,0.84557,290,1,31,-21.983,15.676,0
3.15,0.85937,290,1,31.5,-21.983,15.676,0
3.2,0.87328,290,1,32,-21.983,15.676,0
3.25,0.88728,290,1,32.5,-21.983,15.676,0
3.3,0.90134,290,1,33,-21.983,15.676,0
3.35,0.91545,290,1,33.5,-21.983,15.676,0
3.4,0.92959,290,1,34,-21.983,15.676,0
3.45,0.94374,290,1,34.5,-21.983,15.676,0
3.5,0.95785,290,1,35,-21.983,15.676,0
3.55,0.97191,290,1,35.5,-21.983,15.676,0
3.6,0.98587,290,1,36,-21.983,15.676,0
3.65,0.99971,290,1,36.5,-21.983,15.676,0
3.7,1.0134,290,1,37,-21.983,15.676,0
3.75,1.0271,290,1,37.5,-21.983,15.676,0
3.8,1.0406,290,1,38,-21.983,15.676,0
3.85,1.0541,290,1,38.5,-21.983,15.676,0
3.9,1.0676,290,1,39,-21.983,15.676,0
3.95,1.0811,290,1,39.5,-21.983,15.676,0
4,1.0947,290,1,40,-21.983,15.676,0
4.05,1.1083,290,1,40.5,-21.983,15.676,0
4.1,1.122,290,1,41,-21.983,15.676,0
4.15,1.1359,290,1,41.5,-21.983,15.676,0
