"Psi","F_Psi","PedigreeNodeId","vtkValidPointMask","Time","Point Coordinates:0","Point Coordinates:1","Point Coordinates:2"
0.05,0.013802,85,1,0.5,20.512,17.558,0
0.1,0.027604,85,1,1,20.512,17.558,0
0.15,0.041406,85,1,1.5,20.512,17.558,0
0.2,0.055208,85,1,2,20.512,17.558,0
0.25,0.06901,85,1,2.5,20.512,17.558,0
0.3,0.082813,85,1,3,20.512,17.558,0
0.35,0.096615,85,1,3.5,20.512,17.558,0
0.4,0.11042,85,1,4,20.512,17.558,0
0.45,0.12422,85,1,4.5,20.512,17.558,0
0.5,0.13802,85,1,5,20.512,17.558,0
0.55,0.15182,85,1,5.5,20.512,17.558,0
0.6,0.16562,85,1,6,20.512,17.558,0
0.65,0.17942,85,1,6.5,20.512,17.558,0
0.7,0.19322,85,1,7,20.512,17.558,0
0.75,0.20702,85,1,7.5,20.512,17.558,0
0.8,0.22081,85,1,8,20.512,17.558,0
0.85,0.2346,85,1,8.5,20.512,17.558,0
0.9,0.24838,85,1,9,20.512,17.558,0
0.95,0.26216,85,1,9.5,20.512,17.558,0
1,0.27593,85,1,10,20.512,17.558,0
1.05,0.28969,85,1,10.5,20.512,17.558,0
1.1,0.30345,85,1,11,20.512,17.558,0
1.15,0.31721,85,1,11.5,20.512,17.558,0
1.2,0.33097,85,1,12,20.512,17.558,0
1.25,0.34473,85,1,12.5,20.512,17.558,0
1.3,0.3585,85,1,13,20.512,17.558,0
1.35,0.37226,85,1,13.5,20.512,17.558,0
1.4,0.38602,85,1,14,20.512,17.558,0
1.45,0.39978,85,1,14.5,20.512,17.558,0
1.5,0.41355,85,1,15,20.512,17.558,0
1.55,0.42732,85,1,15.5,20.512,17.558,0
1.6,0.44109,85,1,16,20.512,17.558,0
1.65,0.45486,85,1,16.5,20.512,17.558,0
1.7,0.46862,85,1,17,20.512,17.558,0
1.75,0.48238,85,1,17.5,20.512,17.558,0
1.8,0.49612,85,1,18,20.512,17.558,0
1.85,0.50984,85,1,18.5,20.512,17.558,0
1.9,0.52353,85,1,19,20.512,17.558,0
1.95,0.5372,85,1,19.5,20.512,17.558,0
2,0.55084,85,1,20,20.512,17.558,0
2.05,0.56447,85,1,20.5,20.512,17.558,0
2.1,0.57809,85,1,21,20.512,17.558,0
2.15,0.59172,85,1,21.5,20.512,17.558,0
2.2,0.60534,85,1,22,20.512,17.558,0
2.25,0.61896,85,1,22.5,20.512,17.558,0
2.3,0.63257,85,1,23,20.512,17.558,0
2.35,0.64616,85,1,23.5,20.512,17.558,0
2.4,0.65972,85,1,24,20.512,17.558,0
2.45,0.67326,85,1,24.5,20.512,17.558,0
2.5,0.6868,85,1,25,20.512,17.558,0
2.55,0.70033,85,1,25.5,20.512,17.558,0
2.6,0.71386,85,1,26,20.512,17.558,0
2.65,0.7274,85,1,26.5,20.512,17.558,0
2.7,0.74093,85,1,27,20.512,17.558,0
2.75,0.75444,85,1,27.5,20.512,17.558,0
2.8,0.76795,85,1,28,20.512,17.558,0
2.85,0.78144,85,1,28.5,20.512,17.558,0
2.9,0.79492,85,1,29,20.512,17.558,0
2.95,0.80839,85,1,29.5,20.512,17.558,0
3,0.82187,85,1,30,20.512,17.558,0
3.05,0.83538,85,1,30.5,20.512,17.558,0
3.1,0.84893,85,1,31,20.512,17.558,0
3.15,0.86257,85,1,31.5,20.512,17.558,0
3.2,0.87629,85,1,32,20.512,17.558,0
3.25,0.89013,85,1,32.5,20.512,17.558,0
3.3,0.90409,85,1,33,20.512,17.558,0
3.35,0.91815,85,1,33.5,20.512,17.558,0
3.4,0.93231,85,1,34,20.512,17.558,0
3.45,0.94654,85,1,34.5,20.512,17.558,0
3.5,0.96081,85,1,35,20.512,17.558,0
3.55,0.97507,85,1,35.5,20.512,17.558,0
3.6,0.98928,85,1,36,20.512,17.558,0
3.65,1.0034,85,1,36.5,20.512,17.558,0
3.7,1.0173,85,1,37,20.512,17.558,0
3.75,1.0312,85,1,37.5,20.512,17.558,0
3.8,1.0449,85,1,38,20.512,17.558,0
3.85,1.0585,85,1,38.5,20.512,17.558,0
3.9,1.072,85,1,39,20.512,17.558,0
3.95,1.0856,85,1,39.5,20.512,17.558,0
4,1.0991,85,1,40,20.512,17.558,0
4.05,1.1126,85,1,40.5,20.512,17.558,0
4.1,1.1262,85,1,41,20.512,17.558,0
4.15,1.1398,85,1,41.5,20.512,17.558,0
4.2,1.1535,85,1,42,20.512,17.558,0
4.25,1.1672,85,1,42.5,20.512,17.558,0
4.3,1.1812,85,1,43,20.512,17.558,0
4.35,1.1953,85,1,43.5,20.512,17.558,0
4.4,1.2097,85,1,44,20.512,17.558,0
4.45,1.2245,85,1,44.5,20.512,17.558,0
4.5,1.2396,85,1,45,20.512,17.558,0
4.55,1.255,85,1,45.5,20.512,17.558,0
4.6,1.2709,85,1,46,20.512,17.558,0
4.65,1.287,85,1,46.5,20.512,17.558,0
4.7,1.3036,85,1,47,20.512,17.558,0
4.75,1.3207,85,1,47.5,20.512,17.558,0
4.8,1.3386,85,1,48,20.512,17.558,0
4.85,1.3578,85,1,48.5,20.512,17.558,0
4.9,1.3791,85,1,49,20.512,17.558,0
4.95,1.4037,85,1,49.5,20.512,17.558,0
5,1.4335,85,1,50,20.512,17.558,0
5.05,1.4714,85,1,50.5,20.512,17.558,0
5.1,1.5215,85,1,51,20.512,17.558,0
5.15,1.5905,85,1,51.5,20.512,17.558,0
5.2,1.6876,85,1,52,20.512,17.558,0
5.25,1.8235,85,1,52.5,20.512,17.558,0
5.3,2.0044,85,1,53,20.512,17.558,0
5.35,2.2148,85,1,53.5,20.512,17.558,0
5.4,2.4018,85,1,54,20.512,17.558,0
5.45,2.4953,85,1,54.5,20.512,17.558,0
5.5,2.468,85,1,55,20.512,17.558,0
5.55,2.3705,85,1,55.5,20.512,17.558,0
5.6,2.2947,85,1,56,20.512,17.558,0
5.65,2.2992,85,1,56.5,20.512,17.558,0
5.7,2.3885,85,1,57,20.512,17.558,0
5.75,2.5391,85,1,57.5,20.512,17.558,0
5.8,2.7081,85,1,58,20.512,17.558,0
5.85,2.8264,85,1,58.5,20.512,17.558,0
5.9,2.8335,85,1,59,20.512,17.558,0
5.95,2.7374,85,1,59.5,20.512,17.558,0
6,2.6069,85,1,60,20.512,17.558,0
6.05,2.4834,85,1,60.5,20.512,17.558,0
6.1,2.3348,85,1,61,20.512,17.558,0
6.15,2.1388,85,1,61.5,20.512,17.558,0
6.2,1.9408,85,1,62,20.512,17.558,0
6.25,1.8071,85,1,62.5,20.512,17.558,0
6.3,1.7123,85,1,63,20.512,17.558,0
6.35,1.5941,85,1,63.5,20.512,17.558,0
6.4,1.7928,85,1,64,20.512,17.558,0
6.45,1.8802,85,1,64.5,20.512,17.558,0
6.5,2.2815,85,1,65,20.512,17.558,0
6.55,2.6405,85,1,65.5,20.512,17.558,0
6.6,2.8049,85,1,66,20.512,17.558,0
6.65,2.5015,85,1,66.5,20.512,17.558,0
6.7,1.9531,85,1,67,20.512,17.558,0
6.75,1.8533,85,1,67.5,20.512,17.558,0
6.8,2.1375,85,1,68,20.512,17.558,0
6.85,2.2981,85,1,68.5,20.512,17.558,0
6.9,2.4406,85,1,69,20.512,17.558,0
6.95,2.8476,85,1,69.5,20.512,17.558,0
7,3.0628,85,1,70,20.512,17.558,0
7.05,3.3769,85,1,70.5,20.512,17.558,0
7.1,4.1459,85,1,71,20.512,17.558,0
7.15,5.835,85,1,71.5,20.512,17.558,0
7.2,6.3252,85,1,72,20.512,17.558,0
7.25,5.505,85,1,72.5,20.512,17.558,0
7.3,3.6909,85,1,73,20.512,17.558,0
7.35,2.1748,85,1,73.5,20.512,17.558,0
7.4,1.2804,85,1,74,20.512,17.558,0
7.45,1.0739,85,1,74.5,20.512,17.558,0
7.5,1.4789,85,1,75,20.512,17.558,0
7.55,2.515,85,1,75.5,20.512,17.558,0
7.6,3.788,85,1,76,20.512,17.558,0
7.65,5.241,85,1,76.5,20.512,17.558,0
7.7,6.1803,85,1,77,20.512,17.558,0
7.75,6.1583,85,1,77.5,20.512,17.558,0
7.8,4.4669,85,1,78,20.512,17.558,0
7.85,3.1137,85,1,78.5,20.512,17.558,0
7.9,2.5801,85,1,79,20.512,17.558,0
7.95,2.9308,85,1,79.5,20.512,17.558,0
8,2.6187,85,1,80,20.512,17.558,0
8.05,1.9725,85,1,80.5,20.512,17.558,0
8.1,1.5588,85,1,81,20.512,17.558,0
8.15,1.6722,85,1,81.5,20.512,17.558,0
8.2,2.4017,85,1,82,20.512,17.558,0
8.25,2.4568,85,1,82.5,20.512,17.558,0
8.3,3.032,85,1,83,20.512,17.558,0
8.35,4.7106,85,1,83.5,20.512,17.558,0
8.4,5.5958,85,1,84,20.512,17.558,0
8.45,5.1252,85,1,84.5,20.512,17.558,0
8.5,6.4131,85,1,85,20.512,17.558,0
8.55,8.2519,85,1,85.5,20.512,17.558,0
8.6,8.5321,85,1,86,20.512,17.558,0
8.65,6.0582,85,1,86.5,20.512,17.558,0
8.7,5.2639,85,1,87,20.512,17.558,0
8.75,6.6046,85,1,87.5,20.512,17.558,0
8.8,6.0168,85,1,88,20.512,17.558,0
8.85,5.8575,85,1,88.5,20.512,17.558,0
8.9,2.0332,85,1,89,20.512,17.558,0
