"Psi","F_Psi","PedigreeNodeId","vtkValidPointMask","Time","Point Coordinates:0","Point Coordinates:1","Point Coordinates:2"
0.05,0.018977,15,1,0.5,26.894,2.3863,0
0.1,0.037953,15,1,1,26.894,2.3863,0
0.15,0.056917,15,1,1.5,26.894,2.3863,0
0.2,0.075857,15,1,2,26.894,2.3863,0
0.25,0.094757,15,1,2.5,26.894,2.3863,0
0.3,0.11362,15,1,3,26.894,2.3863,0
0.35,0.13244,15,1,3.5,26.894,2.3863,0
0.4,0.15122,15,1,4,26.894,2.3863,0
0.45,0.16998,15,1,4.5,26.894,2.3863,0
0.5,0.18869,15,1,5,26.894,2.3863,0
0.55,0.20733,15,1,5.5,26.894,2.3863,0
0.6,0.2259,15,1,6,26.894,2.3863,0
0.65,0.24436,15,1,6.5,26.894,2.3863,0
0.7,0.26273,15,1,7,26.894,2.3863,0
0.75,0.281,15,1,7.5,26.894,2.3863,0
0.8,0.29915,15,1,8,26.894,2.3863,0
0.85,0.31718,15,1,8.5,26.894,2.3863,0
0.9,0.33507,15,1,9,26.894,2.3863,0
0.95,0.3528,15,1,9.5,26.894,2.3863,0
1,0.37035,15,1,10,26.894,2.3863,0
1.05,0.38768,15,1,10.5,26.894,2.3863,0
1.1,0.40479,15,1,11,26.894,2.3863,0
1.15,0.42166,15,1,11.5,26.894,2.3863,0
1.2,0.43827,15,1,12,26.894,2.3863,0
1.25,0.45461,15,1,12.5,26.894,2.3863,0
1.3,0.47063,15,1,13,26.894,2.3863,0
1.35,0.48628,15,1,13.5,26.894,2.3863,0
1.4,0.50153,15,1,14,26.894,2.3863,0
1.45,0.51633,15,1,14.5,26.894,2.3863,0
1.5,0.53064,15,1,15,26.894,2.3863,0
1.55,0.54443,15,1,15.5,26.894,2.3863,0
1.6,0.55764,15,1,16,26.894,2.3863,0
1.65,0.5702,15,1,16.5,26.894,2.3863,0
1.7,0.58204,15,1,17,26.894,2.3863,0
1.75,0.5931,15,1,17.5,26.894,2.3863,0
1.8,0.60331,15,1,18,26.894,2.3863,0
1.85,0.6126,15,1,18.5,26.894,2.3863,0
1.9,0.62088,15,1,19,26.894,2.3863,0
1.95,0.6281,15,1,19.5,26.894,2.3863,0
