"D_:0","D_:1","D_:2","s11","s22","s12","D1","D2","E1","E2","EMag","Psi","PedigreeNodeId","Result","Gradients:0","Gradients:1","Gradients:2","vtkValidPointMask","Time","Point Coordinates:0","Point Coordinates:1","Point Coordinates:2"
0.00012278,-2.3189e-05,0,0.047359,0.046718,-0.00012183,0,0,0,0,0,0,1424,-0,0,0,0,1,0.1,-2.6792,0.085365,0
0.00084322,-0.00017212,0,0.093582,0.089314,-0.00096288,0,0,0,0,0,0,1424,-0,0,0,0,1,0.2,-2.6785,0.085216,0
0.0022201,-0.00045592,0,0.12733,0.11419,-0.0029116,0,0,0,0,0,0,1424,-0,0,0,0,1,0.3,-2.6771,0.084932,0
0.0039782,-0.00076074,0,0.18223,0.15462,-0.0058219,0,0,0,0,0,0,1424,-0,0,0,0,1,0.4,-2.6753,0.084627,0
0.0063177,-0.0011442,0,0.26241,0.21527,-0.009478,0,0,0,0,0,0,1424,-0,0,0,0,1,0.5,-2.673,0.084244,0
0.0098042,-0.0017558,0,0.31287,0.24217,-0.01339,0,0,0,0,0,0,1424,-0,0,0,0,1,0.6,-2.6695,0.083632,0
0.013966,-0.0023714,0,0.35995,0.26513,-0.016273,0,0,0,0,0,0,1424,-0,0,0,0,1,0.7,-2.6654,0.083017,0
0.01829,-0.0027488,0,0.45828,0.34419,-0.016924,0,0,0,0,0,0,1424,-0,0,0,0,1,0.8,-2.661,0.082639,0
0.023233,-0.0029863,0,0.50284,0.37738,-0.015955,0,0,0,0,0,0,1424,-0,0,0,0,1,0.9,-2.6561,0.082402,0
0.027894,-0.0027482,0,0.54856,0.42278,-0.01423,1.0568e-16,-2.6501e-18,1.117e-16,-3.8814e-18,1.1191e-16,7.9777e-17,1424,-7.9777e-17,1.0856e-16,-2.6527e-18,0,1,1,-2.6514,0.08264,0
0.03184,-0.0021997,0,0.60877,0.492,-0.012571,0.015875,-0.00040085,0.016711,-0.00056381,0.016741,0.011978,1424,-0.011978,0.01628,-0.0003975,0,1,1.1,-2.6475,0.083188,0
0.03508,-0.0018023,0,0.57164,0.46763,-0.011759,0.031759,-0.00075889,0.033232,-0.0010648,0.033291,0.023974,1424,-0.023974,0.032489,-0.00078313,0,1,1.2,-2.6442,0.083586,0
0.036729,-0.0014813,0,0.60499,0.51236,-0.011651,0.047767,-0.0010493,0.049708,-0.0015049,0.049789,0.036017,1424,-0.036017,0.048686,-0.0011838,0,1,1.3,-2.6426,0.083907,0
0.037608,-0.0017599,0,0.59972,0.50949,-0.012575,0.063748,-0.0012736,0.066221,-0.0019283,0.066323,0.0481,1424,-0.0481,0.064866,-0.0015674,0,1,1.4,-2.6417,0.083628,0
0.037642,-0.0023381,0,0.58835,0.48956,-0.014201,0.079633,-0.0014824,0.082954,-0.0024003,0.083077,0.060195,1424,-0.060195,0.081081,-0.0019512,0,1,1.5,-2.6417,0.08305,0
0.037048,-0.002903,0,0.64005,0.52473,-0.015686,0.095419,-0.0017689,0.1,-0.0029731,0.10015,0.072254,1424,-0.072254,0.097401,-0.0023448,0,1,1.6,-2.6423,0.082485,0
0.036259,-0.0033336,0,0.60385,0.47035,-0.016247,0.11096,-0.0022184,0.11704,-0.0036585,0.11722,0.084222,1424,-0.084222,0.11373,-0.002712,0,1,1.7,-2.6431,0.082055,0
0.034517,-0.0030583,0,0.61226,0.46804,-0.015351,0.12673,-0.0028728,0.13406,-0.0044086,0.13427,0.096136,1424,-0.096136,0.13014,-0.0031625,0,1,1.8,-2.6448,0.08233,0
