"D_:0","D_:1","D_:2","s11","s22","s12","D1","D2","E1","E2","EMag","Psi","PedigreeNodeId","Result","Gradients:0","Gradients:1","Gradients:2","vtkValidPointMask","Time","Point Coordinates:0","Point Coordinates:1","Point Coordinates:2"
-5.6103e-07,-5.4142e-09,0,3.2117e-05,-0.00036107,-2.5162e-06,0.020987,-6.3682e-05,0.020987,-6.3682e-05,0.021941,0,27,-0,0.021468,-7.3e-05,0,1,0.1,-2.1,-5.4142e-09,0
-6.7206e-06,-7.5557e-08,0,4.5542e-05,-0.0015085,-1.0061e-05,0.041975,-0.00012736,0.041974,-0.00012736,0.043881,0,27,-0,0.042935,-0.00014601,0,1,0.2,-2.1,-7.5557e-08,0
-2.9951e-05,-3.5128e-07,0,3.4537e-05,-0.0033984,-2.2565e-05,0.062965,-0.00019101,0.062961,-0.00019104,0.065821,0,27,-0,0.064405,-0.00021907,0,1,0.3,-2.1,-3.5128e-07,0
-8.7144e-05,-1.0309e-06,0,-2.3084e-05,-0.0059808,-3.9874e-05,0.083963,-0.00025461,0.083945,-0.00025471,0.087759,0,27,-0,0.085879,-0.0002923,0,1,0.4,-2.1001,-1.0309e-06,0
-0.00019876,-2.3357e-06,0,-0.00016172,-0.0092066,-6.1762e-05,0.10498,-0.00031811,0.10493,-0.00031837,0.10969,0,27,-0,0.10736,-0.0003659,0,1,0.5,-2.1002,-2.3357e-06,0
-0.00038665,-4.474e-06,0,-0.00039705,-0.013009,-8.7938e-05,0.12602,-0.00038147,0.1259,-0.000382,0.13162,0,27,-0,0.12886,-0.00044015,0,1,0.6,-2.1004,-4.474e-06,0
-0.00067182,-7.6035e-06,0,-0.00077292,-0.017364,-0.00011806,0.1471,-0.00044466,0.14687,-0.0004456,0.15354,0,27,-0,0.15039,-0.00051542,0,1,0.7,-2.1007,-7.6035e-06,0
-0.0010721,-1.1801e-05,0,-0.0012975,-0.022232,-0.00015174,0.16824,-0.00050769,0.16782,-0.00050915,0.17545,0,27,-0,0.17195,-0.00059209,0,1,0.8,-2.1011,-1.1801e-05,0
-0.0016012,-1.7047e-05,0,-0.0019689,-0.027596,-0.00018856,0.18946,-0.00057064,0.18876,-0.00057265,0.19734,0,27,-0,0.19356,-0.00067057,0,1,0.9,-2.1016,-1.7047e-05,0
-0.0022678,-2.3233e-05,0,-0.0027826,-0.033462,-0.0002281,0.21076,-0.00063365,0.20969,-0.00063609,0.21921,0,27,-0,0.21521,-0.00075128,0,1,1,-2.1023,-2.3233e-05,0
-0.0030769,-3.0182e-05,0,-0.0037281,-0.039853,-0.00027001,0.23216,-0.00069692,0.23059,-0.00069946,0.24107,0,27,-0,0.23693,-0.00083457,0,1,1.1,-2.1031,-3.0182e-05,0
-0.0040292,-3.7674e-05,0,-0.0047911,-0.0468,-0.00031403,0.25366,-0.00076073,0.25148,-0.00076278,0.26291,0,27,-0,0.25871,-0.00092068,0,1,1.2,-2.104,-3.7674e-05,0
-0.0051233,-4.549e-05,0,-0.0059404,-0.054326,-0.00036001,0.27528,-0.00082539,0.27235,-0.00082604,0.28473,0,27,-0,0.28056,-0.00101,0,1,1.3,-2.1051,-4.549e-05,0
-0.0063576,-5.3452e-05,0,-0.0071466,-0.062446,-0.00040799,0.29702,-0.00089121,0.29321,-0.00088926,0.30653,0,27,-0,0.30248,-0.0011027,0,1,1.4,-2.1064,-5.3452e-05,0
-0.0077315,-6.1462e-05,0,-0.0084052,-0.071186,-0.00045825,0.31888,-0.00095843,0.31405,-0.00095244,0.32832,0,27,-0,0.32448,-0.001199,0,1,1.5,-2.1077,-6.1462e-05,0
-0.0092468,-6.9529e-05,0,-0.0097183,-0.080556,-0.00051127,0.34087,-0.0010272,0.33488,-0.0010156,0.3501,0,27,-0,0.34656,-0.0012992,0,1,1.6,-2.1092,-6.9529e-05,0
-0.010908,-7.7764e-05,0,-0.011105,-0.090566,-0.00056772,0.36301,-0.0010976,0.35569,-0.0010787,0.37185,0,27,-0,0.36872,-0.0014036,0,1,1.7,-2.1109,-7.7764e-05,0
-0.012722,-8.6371e-05,0,-0.012573,-0.1012,-0.00062837,0.3853,-0.0011696,0.37649,-0.0011417,0.39359,0,27,-0,0.39098,-0.0015126,0,1,1.8,-2.1127,-8.6371e-05,0
-0.014698,-9.5624e-05,0,-0.014119,-0.11242,-0.00069405,0.40778,-0.0012431,0.39726,-0.0012047,0.41531,0,27,-0,0.41334,-0.0016267,0,1,1.9,-2.1147,-9.5624e-05,0
-0.016846,-0.00010584,0,-0.015787,-0.12423,-0.00076563,0.43045,-0.0013177,0.41802,-0.0012676,0.43701,0,27,-0,0.43583,-0.0017465,0,1,2,-2.1168,-0.00010584,0
-0.019177,-0.00011733,0,-0.017586,-0.13661,-0.00084386,0.45335,-0.0013933,0.43876,-0.0013304,0.45868,0,27,-0,0.45846,-0.0018724,0,1,2.1,-2.1192,-0.00011733,0
-0.021703,-0.00013037,0,-0.019529,-0.14956,-0.00092937,0.4765,-0.0014697,0.45946,-0.0013931,0.48033,0,27,-0,0.48125,-0.0020054,0,1,2.2,-2.1217,-0.00013037,0
-0.024433,-0.00014516,0,-0.021628,-0.16308,-0.0010226,0.49992,-0.0015469,0.48015,-0.0014556,0.50195,0,27,-0,0.50421,-0.0021462,0,1,2.3,-2.1244,-0.00014516,0
