0,1
1,1
2,1
3,1
0,1
1,1
2,1
3,1
0,1
1,1
2,1
3,1
0,1
1,1
2,1
3,1
0,1
1,1
2,1
3,1
0,1
1,1
2,1
3,1
0,1
1,1
2,1
3,1
0,1
1,1
2,1
3,1
0,1
1,1
2,1
3,1
0,1
1,1
2,1
3,1
0,1
1,1
2,1
3,1
0,1
1,1
2,1
3,1
0,1
1,1
2,1
3,1
0,1
1,1
2,1
3,1
0,1
1,1
2,1
3,1
0,1
1,1
2,1
3,1
0,1
1,1
2,1
3,1
0,1
1,1
2,1
3,1
0,1
1,1
2,1
3,1
0,1
1,1
2,1
3,1
0,1
1,1
2,1
3,1
0,1
1,1
2,1
3,1
0,1
1,1
2,1
3,1
0,1
1,1
2,1
3,1
0,1
1,1
2,1
3,1
0,1
1,1
2,1
3,1
0,1
1,1
2,1
3,1
0,1
1,1
2,1
3,1
0,1
1,1
2,1
3,1
0,1
1,1
2,1
3,1
0,1
1,1
2,1
3,1
0,1
1,1
2,1
3,1
0,1
1,1
2,1
3,1
0,1
1,1
2,1
3,1
0,1
1,1
2,1
3,1
0,1
1,1
2,1
3,1
0,1
1,1
2,1
3,1
0,1
1,1
2,1
3,1
0,1
1,1
2,1
3,1
0,1
1,1
2,1
3,1
0,1
1,1
2,1
3,1
0,1
1,1
2,1
3,1
0,1
1,1
2,1
3,1
0,1
1,1
2,1
3,1
0,1
1,1
2,1
3,1
0,1
1,1
2,1
3,1
0,1
1,1
2,1
3,1
0,1
1,1
2,1
3,1
0,1
1,1
2,1
3,1
0,1
1,1
2,1
3,1
0,1
1,1
2,1
3,1
0,1
1,1
2,1
3,1
0,1
1,1
2,1
3,1
0,1
1,1
2,1
3,1
0,1
1,1
2,1
3,1
0,1
1,1
2,1
3,1
0,1
1,1
2,1
3,1
0,1
1,1
2,1
3,1
0,1
1,1
2,1
3,1
0,1
1,1
2,1
3,1
0,1
1,1
2,1
3,1
0,1
1,1
2,1
3,1
0,1
1,1
2,1
3,1
0,1
1,1
2,1
3,1
0,1
1,1
2,1
3,1
0,1
1,1
2,1
3,1
0,1
1,1
2,1
3,1
0,1
1,1
2,1
3,1
0,1
1,1
2,1
3,1
0,1
1,1
2,1
3,1
0,1
1,1
2,1
3,1
0,1
1,1
2,1
3,1
0,1
1,1
2,1
3,1
0,1
1,1
2,1
3,1
0,1
1,1
2,1
3,1
0,1
1,1
2,1
3,1
0,1
1,1
2,1
3,1
0,1
1,1
2,1
3,1
0,1
1,1
2,1
3,1
0,1
1,1
2,1
3,1
0,1
1,1
2,1
3,1
0,1
1,1
2,1
3,1
0,1
1,1
2,1
3,1
0,1
1,1
2,1
3,1
0,1
1,1
2,1
3,1
0,1
1,1
2,1
3,1
0,1
1,1
2,1
3,1
0,1
1,1
2,1
3,1
0,1
1,1
2,1
3,1
0,1
1,1
2,1
3,1
0,1
1,1
2,1
3,1
0,1
1,1
2,1
3,1
0,1
1,1
2,1
3,1
0,1
1,1
2,1
3,1
0,1
1,1
2,1
3,1
0,1
1,1
2,1
3,1
0,1
1,1
2,1
3,1
0,1
1,1
2,1
3,1
0,1
1,1
2,1
3,1
0,1
1,1
2,1
3,1
0,1
1,0.999999
2,1
3,1
0,1
1,0.999999
2,1
3,1
0,1
1,0.999999
2,1
3,1
0,1
1,0.999999
2,1
3,1
0,1
1,0.999999
2,1
3,1
0,1
1,0.999999
2,1
3,1
0,1
1,0.999999
2,1
3,1
0,1
1,0.999999
2,1
3,1
0,1
1,0.999999
2,1
3,1
0,1
1,0.999999
2,1
3,1
0,1
1,0.999999
2,1
3,1
0,1
1,0.999999
2,1
3,1
0,1
1,0.999999
2,1
3,1
0,1
1,0.999999
2,1
3,1
0,1
1,0.999999
2,1
3,1
0,1
1,0.999999
2,1
3,1
0,1
1,0.999999
2,1
3,1
0,1
1,0.999999
2,1
3,1
0,1
1,0.999999
2,1
3,1
0,1
1,0.999999
2,1
3,1
0,1
1,0.999999
2,1
3,1
0,1
1,0.999999
2,1
3,1
0,1
1,0.999999
2,1
3,1
0,1
1,0.999999
2,1
3,1
0,1
1,0.999999
2,1
3,1
0,1
1,0.999999
2,0.999999
3,1
0,1
1,0.999999
2,0.999999
3,1
0,1
1,0.999999
2,0.999999
3,1
0,1
1,0.999999
2,0.999999
3,1
0,1
1,0.999999
2,0.999999
3,1
0,1
1,0.999999
2,0.999999
3,1
0,1
1,0.999999
2,0.999999
3,1
0,1
1,0.999999
2,0.999999
3,1
0,1
1,0.999999
2,0.999999
3,1
0,1
1,0.999999
2,0.999999
3,1
0,1
1,0.999998
2,0.999999
3,1
0,1
1,0.999998
2,0.999999
3,1
0,1
1,0.999998
2,0.999999
3,1
0,1
1,0.999998
2,0.999999
3,1
0,1
1,0.999998
2,0.999999
3,1
0,1
1,0.999998
2,0.999999
3,1
0,1
1,0.999998
2,0.999999
3,1
0,1
1,0.999998
2,0.999999
3,1
0,1
1,0.999998
2,0.999999
3,1
0,1
1,0.999998
2,0.999999
3,1
0,1
1,0.999998
2,0.999999
3,1
0,1
1,0.999998
2,0.999999
3,1
0,1
1,0.999998
2,0.999999
3,1
0,1
1,0.999998
2,0.999999
3,1
0,1
1,0.999998
2,0.999999
3,1
0,1
1,0.999998
2,0.999999
3,1
0,1
1,0.999998
2,0.999999
3,1
0,1
1,0.999998
2,0.999999
3,1
0,1
1,0.999998
2,0.999999
3,1
0,1
1,0.999998
2,0.999999
3,1
0,1
1,0.999997
2,0.999999
3,1
0,1
1,0.999997
2,0.999999
3,1
0,1
1,0.999997
2,0.999999
3,1
0,1
1,0.999997
2,0.999999
3,1
0,1
1,0.999997
2,0.999999
3,1
0,1
1,0.999997
2,0.999999
3,1
0,1
1,0.999997
2,0.999999
3,1
0,1
1,0.999997
2,0.999999
3,1
0,1
1,0.999997
2,0.999999
3,1
0,1
1,0.999997
2,0.999999
3,1
0,1
1,0.999997
2,0.999999
3,1
0,1
1,0.999997
2,0.999999
3,1
0,1
1,0.999997
2,0.999999
3,1
0,1
1,0.999997
2,0.999999
3,1
0,1
1,0.999997
2,0.999999
3,1
0,1
1,0.999996
2,0.999999
3,1
0,1
1,0.999996
2,0.999999
3,1
0,1
1,0.999996
2,0.999999
3,1
0,1
1,0.999996
2,0.999999
3,1
0,1
1,0.999996
2,0.999999
3,1
0,1
1,0.999996
2,0.999998
3,1
0,1
1,0.999996
2,0.999998
3,1
0,1
1,0.999996
2,0.999998
3,1
0,1
1,0.999996
