"D_:0","D_:1","D_:2","s11","s22","s12","D1","D2","E1","E2","EMag","Psi","PedigreeNodeId","Result","E_field:0","E_field:1","E_field:2","vtkValidPointMask","Time","Point Coordinates:0","Point Coordinates:1","Point Coordinates:2"
0.00059018,9.7596e-06,0,0.057851,0.055268,-5.5772e-06,0,0,0,0,0,0,27,-0,0,0,0,1,0.1,-2.0994,9.7596e-06,0
0.0040911,7.6157e-05,0,0.13268,0.11471,-3.9209e-05,0,0,0,0,0,0,27,-0,0,0,0,1,0.2,-2.0959,7.6157e-05,0
0.012451,0.000238,0,0.20549,0.14982,-9.13e-05,0,0,0,0,0,0,27,-0,0,0,0,1,0.3,-2.0875,0.000238,0
0.026087,0.00049795,0,0.29359,0.17415,-6.5692e-05,0,0,0,0,0,0,27,-0,0,0,0,1,0.4,-2.0739,0.00049795,0
0.043199,0.00081365,0,0.38378,0.18173,0.00015823,0,0,0,0,0,0,27,-0,0,0,0,1,0.5,-2.0568,0.00081365,0
0.059908,0.0011011,0,0.46671,0.18482,0.00055958,0,0,0,0,0,0,27,-0,0,0,0,1,0.6,-2.0401,0.0011011,0
0.071593,0.0012636,0,0.54497,0.21647,0.00091401,0,0,0,0,0,0,27,-0,0,0,0,1,0.7,-2.0284,0.0012636,0
0.0753,0.0012358,0,0.59197,0.27108,0.00096824,0,0,0,0,0,0,27,-0,0,0,0,1,0.8,-2.0247,0.0012358,0
0.07229,0.0010268,0,0.62665,0.3592,0.00065591,0,0,0,0,0,0,27,-0,0,0,0,1,0.9,-2.0277,0.0010268,0
0.068186,0.00073121,0,0.66633,0.46226,2.7295e-05,1.2666e-16,-4.4815e-19,1.4048e-16,-4.2422e-19,1.4691e-16,0,27,-0,1.3244e-16,-2.5317e-19,0,1,1,-2.0318,0.00073121,0
0.069398,0.00047778,0,0.67013,0.50105,-0.00092129,0.019221,-5.0145e-05,0.021002,-6.3049e-05,0.021969,0,27,-0,0.020021,-3.6827e-05,0,1,1.1,-2.0306,0.00047778,0
0.077913,0.00034985,0,0.67423,0.49622,-0.0020368,0.038275,-5.2799e-05,0.041928,-0.00012527,0.043863,0,27,-0,0.03967,-4.5044e-05,0,1,1.2,-2.0221,0.00034985,0
0.090552,0.00035743,0,0.68873,0.46785,-0.0028548,0.05658,-1.6433e-05,0.062866,-0.00018713,0.065769,0,27,-0,0.058347,-1.4603e-05,0,1,1.3,-2.0094,0.00035743,0
0.10115,0.00044718,0,0.69609,0.42794,-0.0029889,0.074376,1.2591e-05,0.08382,-0.00024886,0.087689,0,27,-0,0.076458,2.0621e-05,0,1,1.4,-1.9989,0.00044718,0
0.10456,0.00055139,0,0.70461,0.41576,-0.0024166,0.092445,-3.0625e-05,0.10484,-0.00031096,0.10967,0,27,-0,0.095192,1.0366e-05,0,1,1.5,-1.9954,0.00055139,0
0.099708,0.00062273,0,0.70496,0.43144,-0.0013989,0.11153,-0.00018122,0.12593,-0.00037353,0.13173,0,27,-0,0.1155,-8.1004e-05,0,1,1.6,-2.0003,0.00062273,0
0.090043,0.00064636,0,0.69308,0.4527,-0.00035909,0.13178,-0.00039714,0.147,-0.00043593,0.15375,0,27,-0,0.13717,-0.00023872,0,1,1.7,-2.01,0.00064636,0
0.08123,0.00064074,0,0.68518,0.4667,0.0001941,0.15226,-0.00056823,0.16807,-0.00049857,0.17577,0,27,-0,0.15874,-0.0003674,0,1,1.8,-2.0188,0.00064074,0
0.07729,0.00063842,0,0.67956,0.45295,-2.34e-05,0.1715,-0.0005936,0.18937,-0.00056299,0.19802,0,27,-0,0.17858,-0.00034632,0,1,1.9,-2.0227,0.00063842,0
0.078133,0.00066905,0,0.6852,0.42084,-0.00071653,0.18891,-0.00047194,0.21091,-0.00062971,0.22051,0,27,-0,0.1962,-0.00016352,0,1,2,-2.0219,0.00066905,0
0.080036,0.00075822,0,0.68743,0.37501,-0.0012092,0.20542,-0.00033237,0.23248,-0.00069799,0.24302,0,27,-0,0.21284,4.9589e-05,0,1,2.1,-2.02,0.00075822,0
0.078782,0.0009082,0,0.68496,0.34087,-0.00099676,0.22267,-0.00036875,0.25394,-0.0007679,0.26542,0,27,-0,0.23073,0.00012079,0,1,2.2,-2.0212,0.0009082,0
0.072557,0.0010879,0,0.67885,0.33482,-4.7743e-05,0.2419,-0.0007026,0.2752,-0.00083914,0.28763,0,27,-0,0.25145,-6.4782e-05,0,1,2.3,-2.0274,0.0010879,0
0.06334,0.0012521,0,0.66657,0.34717,0.0012117,0.26331,-0.0012593,0.29605,-0.00090907,0.30945,0,27,-0,0.27461,-0.000492,0,1,2.4,-2.0367,0.0012521,0
0.055534,0.001334,0,0.65836,0.36571,0.0020109,0.28563,-0.0017449,0.31648,-0.00097564,0.33084,0,27,-0,0.29796,-0.00094173,0,1,2.5,-2.0445,0.001334,0
0.052915,0.0012705,0,0.65237,0.36833,0.0016435,0.3067,-0.0018081,0.33681,-0.0010398,0.35213,0,27,-0,0.31894,-0.0010684,0,1,2.6,-2.0471,0.0012705,0
0.056351,0.0010641,0,0.64819,0.3478,9.521e-05,0.32524,-0.0013253,0.35726,-0.0011023,0.37356,0,27,-0,0.33649,-0.00071749,0,1,2.7,-2.0436,0.0010641,0
0.063433,0.00079532,0,0.65477,0.32185,-0.001831,0.34198,-0.00054594,0.37776,-0.0011616,0.39504,0,27,-0,0.35192,-0.00010939,0,1,2.8,-2.0366,0.00079532,0
0.07003,0.00057589,0,0.67021,0.30751,-0.0030974,0.35894,4.9695e-05,0.39822,-0.0012181,0.41648,0,27,-0,0.36815,0.00035564,0,1,2.9,-2.03,0.00057589,0
0.072935,0.0004885,0,0.67223,0.29805,-0.003089,0.37791,5.4102e-05,0.41871,-0.0012736,0.43796,0,27,-0,0.38767,0.00036755,0,1,3,-2.0271,0.0004885,0
0.072041,0.00053699,0,0.6778,0.31005,-0.001904,0.39933,-0.00060749,0.43922,-0.0013275,0.45946,0,27,-0,0.41066,-0.00015306,0,1,3.1,-2.028,0.00053699,0
0.069724,0.00063632,0,0.6743,0.31645,-0.00034663,0.42205,-0.0015664,0.4598,-0.0013777,0.481,0,27,-0,0.43492,-0.00095094,0,1,3.2,-2.0303,0.00063632,0
0.069066,0.00066475,0,0.67886,0.31665,0.00050205,0.44362,-0.0021793,0.48077,-0.0014266,0.50294,0,27,-0,0.45728,-0.0014709,0,1,3.3,-2.0309,0.00066475,0
0.071376,0.00054262,0,0.69327,0.30355,2.4404e-05,0.46216,-0.00196,0.50245,-0.0014782,0.52558,0,27,-0,0.47587,-0.0012542,0,1,3.4,-2.0286,0.00054262,0
0.075246,0.00031125,0,0.69727,0.26144,-0.0014198,0.47794,-0.00099905,0.52472,-0.0015331,0.54881,0,27,-0,0.49143,-0.00039766,0,1,3.5,-2.0248,0.00031125,0
0.077847,0.00012277,0,0.71005,0.22372,-0.0027639,0.49303,2.9027e-05,0.54729,-0.0015919,0.57232,0,27,-0,0.50684,0.00050068,0,1,3.6,-2.0222,0.00012277,0
0.076471,0.00012507,0,0.71969,0.1945,-0.003056,0.5098,0.00032423,0.56992,-0.0016585,0.59589,0,27,-0,0.52521,0.00079866,0,1,3.7,-2.0235,0.00012507,0
0.0702,0.00036676,0,0.72361,0.17897,-0.0020668,0.52972,-0.00051256,0.59231,-0.0017338,0.6192,0,27,-0,0.54779,0.0001635,0,1,3.8,-2.0298,0.00036676,0
0.060512,0.00075942,0,0.71091,0.16169,-0.00042677,0.55264,-0.0021489,0.6141,-0.0018128,0.64191,0,27,-0,0.57309,-0.0012107,0,1,3.9,-2.0395,0.00075942,0
0.050513,0.0011022,0,0.69719,0.14562,0.00070758,0.57668,-0.0035863,0.63524,-0.0018928,0.66396,0,27,-0,0.59786,-0.0025358,0,1,4,-2.0495,0.0011022,0
0.042689,0.0012016,0,0.68379,0.12118,0.00039318,0.59955,-0.0037653,0.65603,-0.0019753,0.68566,0,27,-0,0.61943,-0.0028517,0,1,4.1,-2.0573,0.0012016,0
0.037637,0.0010211,0,0.68156,0.096892,-0.0013508,0.62034,-0.0024042,0.6766,-0.0020586,0.70716,0,27,-0,0.63744,-0.0018456,0,1,4.2,-2.0624,0.0010211,0
0.033931,0.00071782,0,0.68016,0.069312,-0.0035014,0.64018,-0.00031792,0.6968,-0.0021384,0.72829,0,27,-0,0.65413,-0.00017318,0,1,4.3,-2.0661,0.00071782,0
0.029595,0.00054539,0,0.67161,0.040146,-0.0047241,0.661,0.0010763,0.71657,-0.0022158,0.74903,0,27,-0,0.67274,0.0010534,0,1,4.4,-2.0704,0.00054539,0
0.023877,0.00068696,0,0.66105,0.018991,-0.0042148,0.68385,0.00065444,0.73603,-0.0022947,0.76947,0,27,-0,0.69513,0.00096155,0,1,4.5,-2.0761,0.00068696,0
0.017723,0.0011224,0,0.65218,0.00518,-0.0021753,0.70816,-0.0016825,0.75533,-0.0023719,0.78978,0,27,-0,0.72044,-0.00061525,0,1,4.6,-2.0823,0.0011224,0
0.013135,0.0016166,0,0.64746,-0.0089809,0.00025999,0.73185,-0.0047652,0.77475,-0.0024394,0.81021,0,27,-0,0.74559,-0.0028512,0,1,4.7,-2.0869,0.0016166,0
0.011853,0.0018445,0,0.64643,-0.03334,0.001665,0.7526,-0.0066894,0.79474,-0.0024953,0.83122,0,27,-0,0.76728,-0.0041853,0,1,4.8,-2.0881,0.0018445,0
0.014179,0.0016043,0,0.65681,-0.062719,0.0012635,0.76974,-0.0060764,0.81558,-0.0025414,0.85309,0,27,-0,0.78428,-0.0034436,0,1,4.9,-2.0858,0.0016043,0
0.018398,0.0009735,0,0.66702,-0.10162,-0.00056031,0.78528,-0.0031448,0.83707,-0.0025765,0.87559,0,27,-0,0.79849,-0.00089725,0,1,5,-2.0816,0.0009735,0
0.021781,0.0002707,0,0.68337,-0.13145,-0.0026008,0.80259,0.00034919,0.85882,-0.0026022,0.89834,0,27,-0,0.81389,0.0019345,0,1,5.1,-2.0782,0.0002707,0
0.02193,-0.00014751,0,0.69764,-0.15057,-0.0036911,0.82434,0.0022245,0.88069,-0.0026287,0.92119,0,27,-0,0.8342,0.0033484,0,1,5.2,-2.0781,-0.00014751,0
0.018069,-8.6671e-05,0,0.69558,-0.17209,-0.0033834,0.85112,0.0011445,0.90271,-0.0026661,0.94418,0,27,-0,0.86058,0.0023144,0,1,5.3,-2.0819,-8.6671e-05,0
0.011705,0.00038512,0,0.69751,-0.18483,-0.0021128,0.88057,-0.0025945,0.92502,-0.0027144,0.96743,0,27,-0,0.89057,-0.0010228,0,1,5.4,-2.0883,0.00038512,0
0.0052696,0.00094394,0,0.70403,-0.20164,-0.00095985,0.90835,-0.0069678,0.94797,-0.0027694,0.99132,0,27,-0,0.91956,-0.0050873,0,1,5.5,-2.0947,0.00094394,0
0.00057998,0.0011869,0,0.71495,-0.23289,-0.00098715,0.93042,-0.0091992,0.97202,-0.0028319,1.0163,0,27,-0,0.94335,-0.0074631,0,1,5.6,-2.0994,0.0011869,0
-0.0021122,0.00088963,0,0.72516,-0.28463,-0.0025036,0.94585,-0.0075684,0.9971,-0.0029026,1.0423,0,27,-0,0.96063,-0.0065991,0,1,5.7,-2.1021,0.00088963,0
-0.0042549,0.00016422,0,0.73145,-0.35018,-0.0048555,0.95788,-0.0026967,1.0223,-0.0029767,1.0684,0,27,-0,0.97375,-0.0030818,0,1,5.8,-2.1043,0.00016422,0
-0.0082521,-0.00061091,0,0.73101,-0.41621,-0.0069517,0.97206,0.0028109,1.0464,-0.0030519,1.0934,0,27,-0,0.98765,0.0009204,0,1,5.9,-2.1083,-0.00061091,0
-0.016096,-0.0010143,0,0.7305,-0.46217,-0.0079583,0.9933,0.0059829,1.0688,-0.0031355,1.1167,0,27,-0,1.0073,0.0032266,0,1,6,-2.1161,-0.0010143,0
-0.028402,-0.00080739,0,0.71922,-0.49352,-0.0076541,1.0238,0.0050955,1.0889,-0.0032345,1.1378,0,27,-0,1.0351,0.0026814,0,1,6.1,-2.1284,-0.00080739,0
-0.043735,-4.111e-05,0,0.69488,-0.51892,-0.0063599,1.0622,0.00046424,1.107,-0.0033457,1.1568,0,27,-0,1.0693,-0.00050868,0,1,6.2,-2.1437,-4.111e-05,0
-0.059043,0.0009722,0,0.67642,-0.53456,-0.0046504,1.1029,-0.0056878,1.1237,-0.0034587,1.1744,0,27,-0,1.1049,-0.0047046,0,1,6.3,-2.159,0.0009722,0
-0.071413,0.0018246,0,0.66628,-0.55496,-0.0030474,1.139,-0.010336,1.1406,-0.0035669,1.1923,0,27,-0,1.1361,-0.0074066,0,1,6.4,-2.1714,0.0018246,0
-0.079285,0.0022485,0,0.65884,-0.5963,-0.0017517,1.1658,-0.011473,1.1591,-0.0036679,1.2119,0,27,-0,1.1592,-0.0068858,0,1,6.5,-2.1793,0.0022485,0
-0.082875,0.0022501,0,0.65628,-0.65564,-0.00067766,1.1833,-0.0093644,1.1796,-0.0037576,1.2334,0,27,-0,1.1743,-0.0036451,0,1,6.6,-2.1829,0.0022501,0
-0.083931,0.0020474,0,0.65715,-0.72362,0.00019334,1.1964,-0.0061535,1.2014,-0.0038321,1.2562,0,27,-0,1.1856,1.9168e-05,0,1,6.7,-2.1839,0.0020474,0
-0.084906,0.0018681,0,0.66365,-0.78393,0.00054102,1.2116,-0.0042554,1.2236,-0.003895,1.2795,0,27,-0,1.1992,0.0018031,0,1,6.8,-2.1849,0.0018681,0
-0.08794,0.0017964,0,0.67359,-0.8282,-0.00012375,1.234,-0.0048362,1.2458,-0.0039535,1.3027,0,27,-0,1.2204,0.00072415,0,1,6.9,-2.1879,0.0017964,0
-0.093965,0.0017484,0,0.68267,-0.85796,-0.0020375,1.2655,-0.0072638,1.2678,-0.0040051,1.3258,0,27,-0,1.2508,-0.002662,0,1,7,-2.194,0.0017484,0
-0.1023,0.0015443,0,0.68147,-0.88814,-0.0049107,1.3039,-0.0095191,1.2897,-0.0040388,1.3487,0,27,-0,1.2878,-0.0065721,0,1,7.1,-2.2023,0.0015443,0
-0.11096,0.0010266,0,0.68639,-0.91481,-0.008003,1.3435,-0.0093775,1.3123,-0.0040519,1.3723,0,27,-0,1.3258,-0.008719,0,1,7.2,-2.211,0.0010266,0
-0.11815,0.00019273,0,0.69774,-0.95129,-0.01045,1.378,-0.0059013,1.3368,-0.0040556,1.3978,0,27,-0,1.3586,-0.0076385,0,1,7.3,-2.2181,0.00019273,0
-0.12317,-0.00074972,0,0.70802,-1.0122,-0.011642,1.4037,-0.00030424,1.3639,-0.0040627,1.4258,0,27,-0,1.3831,-0.0039303,0,1,7.4,-2.2232,-0.00074972,0
-0.12668,-0.0014654,0,0.72765,-1.0834,-0.011495,1.4215,0.0046313,1.393,-0.0040806,1.4558,0,27,-0,1.4,4.6167e-05,0,1,7.5,-2.2267,-0.0014654,0
-0.13068,-0.001673,0,0.74254,-1.1659,-0.010526,1.4369,0.0062592,1.4223,-0.0041173,1.4859,0,27,-0,1.4142,0.0019529,0,1,7.6,-2.2307,-0.001673,0
-0.13741,-0.0012929,0,0.75298,-1.2435,-0.0095502,1.4568,0.0035209,1.45,-0.0041849,1.5145,0,27,-0,1.432,0.00088077,0,1,7.7,-2.2374,-0.0012929,0
-0.1485,-0.0004703,0,0.75686,-1.3071,-0.009215,1.4863,-0.0027103,1.4749,-0.0042865,1.5403,0,27,-0,1.4584,-0.0026112,0,1,7.8,-2.2485,-0.0004703,0
-0.16429,0.00050718,0,0.74848,-1.3581,-0.0097104,1.5279,-0.010216,1.4962,-0.0044066,1.5624,0,27,-0,1.4949,-0.0071452,0,1,7.9,-2.2643,0.00050718,0
-0.18354,0.0013372,0,0.7214,-1.4071,-0.010799,1.5798,-0.016434,1.5137,-0.0045272,1.5808,0,27,-0,1.5386,-0.011113,0,1,8,-2.2835,0.0013372,0
-0.20383,0.0018166,0,0.69639,-1.4465,-0.012017,1.6369,-0.019511,1.5286,-0.0046425,1.5967,0,27,-0,1.584,-0.013186,0,1,8.1,-2.3038,0.0018166,0
-0.22297,0.0019032,0,0.67697,-1.4891,-0.012934,1.6924,-0.018981,1.543,-0.0047558,1.612,0,27,-0,1.6249,-0.012887,0,1,8.2,-2.323,0.0019032,0
-0.23969,0.0016971,0,0.66398,-1.5463,-0.013358,1.7414,-0.015799,1.5588,-0.0048695,1.6287,0,27,-0,1.6579,-0.010887,0,1,8.3,-2.3397,0.0016971,0
-0.25391,0.0013428,0,0.65901,-1.6186,-0.013431,1.7826,-0.01158,1.5771,-0.0049844,1.6479,0,27,-0,1.6834,-0.0084954,0,1,8.4,-2.3539,0.0013428,0
-0.26646,0.00094992,0,0.64962,-1.7103,-0.013479,1.8184,-0.0076746,1.5976,-0.0051011,1.6693,0,27,-0,1.7051,-0.006706,0,1,8.5,-2.3665,0.00094992,0
-0.27833,0.00057824,0,0.64758,-1.7979,-0.013712,1.8526,-0.0047597,1.6197,-0.0052165,1.6923,0,27,-0,1.7281,-0.0057462,0,1,8.6,-2.3783,0.00057824,0
-0.29056,0.00025574,0,0.64918,-1.8748,-0.014129,1.8896,-0.0029879,1.6427,-0.0053186,1.7163,0,27,-0,1.757,-0.0053492,0,1,8.7,-2.3906,0.00025574,0
-0.30383,1.052e-05,0,0.64622,-1.9436,-0.014697,1.9326,-0.002392,1.6659,-0.0053966,1.7405,0,27,-0,1.794,-0.0052757,0,1,8.8,-2.4038,1.052e-05,0
-0.31813,-0.00011574,0,0.63762,-2.0056,-0.015564,1.9831,-0.0031941,1.6889,-0.0054494,1.7645,0,27,-0,1.8379,-0.0056531,0,1,8.9,-2.4181,-0.00011574,0
-0.33292,-7.8672e-05,0,0.63278,-2.0581,-0.017048,2.0403,-0.0057594,1.7119,-0.0054847,1.7885,0,27,-0,1.8857,-0.0069612,0,1,9,-2.4329,-7.8672e-05,0
-0.34784,0.00013842,0,0.63377,-2.1088,-0.019464,2.1026,-0.010243,1.7355,-0.0055105,1.8129,0,27,-0,1.9337,-0.0096848,0,1,9.1,-2.4478,0.00013842,0
-0.36287,0.0004927,0,0.62975,-2.1766,-0.022948,2.1685,-0.016234,1.76,-0.0055343,1.8383,0,27,-0,1.9795,-0.013845,0,1,9.2,-2.4629,0.0004927,0
-0.37832,0.00087966,0,0.63022,-2.2533,-0.027403,2.2368,-0.022645,1.7856,-0.005563,1.8645,0,27,-0,2.0229,-0.018789,0,1,9.3,-2.4783,0.00087966,0
-0.39485,0.0011669,0,0.62811,-2.3391,-0.0326,2.3082,-0.028032,1.8113,-0.005598,1.8908,0,27,-0,2.0654,-0.023526,0,1,9.4,-2.4948,0.0011669,0
-0.41333,0.001247,0,0.63015,-2.414,-0.038329,2.3849,-0.031223,1.836,-0.0056336,1.916,0,27,-0,2.1104,-0.027322,0,1,9.5,-2.5133,0.001247,0
-0.43488,0.0010814,0,0.62249,-2.4756,-0.044564,2.4714,-0.031809,1.8575,-0.0056629,1.938,0,27,-0,2.1611,-0.030119,0,1,9.6,-2.5349,0.0010814,0
-0.46041,0.00071694,0,0.59399,-2.5209,-0.051461,2.5729,-0.030275,1.8738,-0.0056852,1.9546,0,27,-0,2.2198,-0.032554,0,1,9.7,-2.5604,0.00071694,0
-0.49023,0.00026766,0,0.53943,-2.5464,-0.059181,2.6939,-0.027805,1.8832,-0.0057045,1.9644,0,27,-0,2.2872,-0.035716,0,1,9.8,-2.5902,0.00026766,0
-0.524,-0.00013109,0,0.46929,-2.5408,-0.067773,2.8372,-0.025833,1.8854,-0.0057251,1.9669,0,27,-0,2.3625,-0.040777,0,1,9.9,-2.624,-0.00013109,0
-0.56125,-0.00037843,0,0.387,-2.5051,-0.077285,3.0044,-0.02556,1.8808,-0.0057468,1.9625,0,27,-0,2.444,-0.048639,0,1,10,-2.6612,-0.00037843,0
-0.60136,-0.00043062,0,0.29307,-2.4458,-0.088027,3.1956,-0.02781,1.8707,-0.0057673,1.9524,0,27,-0,2.5301,-0.059864,0,1,10.1,-2.7014,-0.00043062,0
-0.64378,-0.00029278,0,0.20282,-2.3524,-0.10087,3.4102,-0.033256,1.8568,-0.0057813,1.9384,0,27,-0,2.6195,-0.075115,0,1,10.2,-2.7438,-0.00029278,0
-0.6883,2.6936e-05,0,0.10217,-2.2366,-0.1174,3.6487,-0.04289,1.8407,-0.0057832,1.9218,0,27,-0,2.7123,-0.096265,0,1,10.3,-2.7883,2.6936e-05,0
-0.73472,0.00057279,0,0.0059168,-2.0734,-0.13983,3.9121,-0.058623,1.8229,-0.0057713,1.9034,0,27,-0,2.8096,-0.12787,0,1,10.4,-2.8347,0.00057279,0
-0.78332,0.0014478,0,-0.1013,-1.8606,-0.1707,4.2043,-0.083389,1.8026,-0.0057477,1.8822,0,27,-0,2.914,-0.17878,0,1,10.5,-2.8833,0.0014478,0
-0.83434,0.0028112,0,-0.221,-1.5823,-0.21245,4.53,-0.12128,1.7782,-0.0057082,1.8567,0,27,-0,3.0293,-0.26422,0,1,10.6,-2.9343,0.0028112,0
-0.88773,0.0048333,0,-0.34112,-1.22,-0.26675,4.8926,-0.17744,1.7486,-0.0056382,1.8257,0,27,-0,3.1617,-0.40922,0,1,10.7,-2.9877,0.0048333,0
-0.94318,0.0076938,0,-0.43786,-0.76467,-0.3339,5.2928,-0.25859,1.7142,-0.0055103,1.7895,0,27,-0,3.3234,-0.65584,0,1,10.8,-3.0432,0.0076938,0
-1.0001,0.011616,0,-0.49599,-0.23946,-0.41257,5.7291,-0.37443,1.6775,-0.0052998,1.7508,0,27,-0,3.542,-1.0797,0,1,10.9,-3.1001,0.011616,0
-1.0576,0.016972,0,-0.49219,0.32793,-0.50029,6.2002,-0.54094,1.6435,-0.004999,1.7144,0,27,-0,3.8903,-1.8366,0,1,11,-3.1576,0.016972,0
-1.1145,0.024418,0,-0.40016,0.91854,-0.59082,6.7129,-0.78556,1.6158,-0.0046086,1.6838,0,27,-0,4.601,-3.3536,0,1,11.1,-3.2145,0.024418,0
-1.1695,0.034984,0,-0.12666,1.57,-0.65404,7.2939,-1.1548,1.5905,-0.0040958,1.6548,0,27,-0,6.8778,-7.7282,0,1,11.2,-3.2695,0.034984,0
-1.2205,0.049933,0,0.65489,2.4338,-0.56297,7.9966,-1.7236,1.5526,-0.0033508,1.6124,0,27,-0,499.56,-863.27,0,1,11.3,-3.3205,0.049933,0
-1.2628,0.069912,0,2.6439,3.7172,0.031464,8.8481,-2.5888,1.4915,-0.0023525,1.5456,0,27,-0,5.7035,-6.2442,0,1,11.4,-3.3628,0.069912,0
-1.2854,0.092265,0,5.3884,5.0586,0.97564,9.5965,-3.7542,1.487,-0.0021748,1.5338,0,27,-0,3.4872,-3.0712,0,1,11.5,-3.3854,0.092265,0
-1.2871,0.11152,0,4.9376,4.9008,0.37548,9.802,-4.979,1.6727,-0.0044255,1.7096,0,27,-0,3.227,-2.8675,0,1,11.6,-3.3871,0.11152,0
-1.3015,0.12644,0,6.3415,5.464,0.7368,9.9923,-6.0833,1.7413,-0.0051037,1.7726,0,27,-0,2.7818,-2.297,0,1,11.7,-3.4015,0.12644,0
-1.3407,0.12877,0,9.0825,6.6424,1.9427,10.226,-6.5378,1.6752,-0.0037795,1.7091,0,27,-0,2.3989,-1.7763,0,1,11.8,-3.4407,0.12877,0
-1.3967,0.11399,0,5.3912,5.5251,0.23107,10.062,-5.9758,1.7533,-0.0044943,1.7928,0,27,-0,2.6298,-1.95,0,1,11.9,-3.4967,0.11399,0
-1.4797,0.097127,0,7.9899,6.6293,1.6642,10.4,-5.2532,1.541,-0.0028479,1.5897,0,27,-0,2.355,-1.5259,0,1,12,-3.5797,0.097127,0
-1.5487,0.082,0,5.1214,5.8329,0.40278,10.356,-4.6159,1.5916,-0.0043153,1.644,0,27,-0,2.6,-1.7106,0,1,12.1,-3.6487,0.082,0
-1.6108,0.079895,0,5.5912,6.1722,0.57107,10.67,-4.6533,1.5884,-0.0046413,1.6404,0,27,-0,2.5472,-1.6622,0,1,12.2,-3.7108,0.079895,0
-1.6632,0.089154,0,9.1079,7.4041,1.9671,11.307,-5.3949,1.5643,-0.0039559,1.6112,0,27,-0,2.2785,-1.4683,0,1,12.3,-3.7632,0.089154,0
-1.7011,0.098655,0,7.5105,7.3036,0.94465,11.741,-6.4135,1.7815,-0.0053723,1.8157,0,27,-0,2.3795,-1.6839,0,1,12.4,-3.8011,0.098655,0
-1.7599,0.10285,0,12.746,8.9454,2.9499,12.553,-7.2708,1.7705,-0.004286,1.7951,0,27,-0,2.1629,-1.5193,0,1,12.5,-3.8599,0.10285,0
-1.8356,0.09083,0,9.8356,8.6168,1.6797,13.022,-6.9946,1.8662,-0.0049172,1.8859,0,27,-0,2.3389,-1.7605,0,1,12.6,-3.9356,0.09083,0
-1.9363,0.069486,0,11.041,9.0928,2.3084,13.609,-5.8885,1.7498,-0.0037754,1.7758,0,27,-0,2.3692,-1.7462,0,1,12.7,-4.0363,0.069486,0
-2.0351,0.044307,0,8.087,8.816,1.3219,13.943,-4.52,1.7327,-0.0041637,1.764,0,27,-0,2.6903,-1.9862,0,1,12.8,-4.1351,0.044307,0
-2.1269,0.027288,0,9.6769,9.1399,1.9911,14.391,-3.6917,1.6446,-0.003881,1.6798,0,27,-0,2.7723,-1.9062,0,1,12.9,-4.2269,0.027288,0
-2.1908,0.01971,0,6.3034,9.1588,0.78564,14.841,-3.5516,1.7617,-0.0050229,1.7919,0,27,-0,3.0546,-2.3929,0,1,13,-4.2908,0.01971,0
-2.2525,0.024914,0,13.015,10.525,2.9175,15.948,-4.2299,1.7189,-0.002829,1.7422,0,27,-0,2.6414,-1.9344,0,1,13.1,-4.3525,0.024914,0
-2.2909,0.02966,0,9.757,11.302,1.6403,16.787,-5.0724,1.9259,-0.0032112,1.9351,0,27,-0,2.7198,-2.268,0,1,13.2,-4.3909,0.02966,0
-2.3482,0.032011,0,15.993,12.149,3.4876,17.346,-5.5069,1.8563,-0.0023318,1.8657,0,27,-0,2.4488,-1.9412,0,1,13.3,-4.4482,0.032011,0
-2.4118,0.023739,0,10.472,12.061,1.809,17.542,-5.0546,1.9324,-0.0038897,1.9435,0,27,-0,2.6882,-2.2365,0,1,13.4,-4.5118,0.023739,0
-2.5036,0.011959,0,14.53,12.281,3.1062,17.967,-4.1908,1.7915,-0.0034536,1.8122,0,27,-0,2.7192,-1.9588,0,1,13.5,-4.6036,0.011959,0
-2.5952,-0.0058577,0,8.9483,11.915,1.5934,18.145,-3.1908,1.8289,-0.0056455,1.8539,0,27,-0,3.2747,-2.565,0,1,13.6,-4.6952,-0.0058577,0
-2.7028,-0.02,0,12.922,12.027,2.8952,18.805,-2.5829,1.7351,-0.0050736,1.7633,0,27,-0,3.5175,-2.6468,0,1,13.7,-4.8028,-0.02,0
