"D_:0","D_:1","D_:2","s11","s22","s12","D1","D2","E1","E2","EMag","Psi","PedigreeNodeId","Result","Gradients:0","Gradients:1","Gradients:2","vtkValidPointMask","Time","Point Coordinates:0","Point Coordinates:1","Point Coordinates:2"
1.22778e-04,-2.31886e-05,0.00000e+00,4.73585e-02,4.67178e-02,-1.21831e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1424,-0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1,1.00000e-01,-2.67920e+00,8.53650e-02,0.00000e+00
8.43224e-04,-1.72121e-04,0.00000e+00,9.35822e-02,8.93143e-02,-9.62876e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1424,-0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1,2.00000e-01,-2.67848e+00,8.52160e-02,0.00000e+00
2.22006e-03,-4.55924e-04,0.00000e+00,1.27329e-01,1.14194e-01,-2.91155e-03,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1424,-0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1,3.00000e-01,-2.67710e+00,8.49322e-02,0.00000e+00
3.97823e-03,-7.60738e-04,0.00000e+00,1.82225e-01,1.54619e-01,-5.82189e-03,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1424,-0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1,4.00000e-01,-2.67534e+00,8.46274e-02,0.00000e+00
6.31770e-03,-1.14423e-03,0.00000e+00,2.62405e-01,2.15266e-01,-9.47798e-03,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1424,-0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1,5.00000e-01,-2.67300e+00,8.42439e-02,0.00000e+00
9.80420e-03,-1.75578e-03,0.00000e+00,3.12871e-01,2.42169e-01,-1.33900e-02,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1424,-0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1,6.00000e-01,-2.66951e+00,8.36324e-02,0.00000e+00
1.39665e-02,-2.37145e-03,0.00000e+00,3.59952e-01,2.65128e-01,-1.62727e-02,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1424,-0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1,7.00000e-01,-2.66535e+00,8.30167e-02,0.00000e+00
1.82900e-02,-2.74878e-03,0.00000e+00,4.58276e-01,3.44189e-01,-1.69236e-02,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1424,-0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1,8.00000e-01,-2.66103e+00,8.26394e-02,0.00000e+00
2.32327e-02,-2.98632e-03,0.00000e+00,5.02835e-01,3.77382e-01,-1.59549e-02,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1424,-0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1,9.00000e-01,-2.65609e+00,8.24018e-02,0.00000e+00
2.78943e-02,-2.74825e-03,0.00000e+00,5.48558e-01,4.22775e-01,-1.42296e-02,1.05680e-16,-2.65013e-18,1.11703e-16,-3.88141e-18,1.11909e-16,7.97774e-17,1424,-7.97774e-17,1.08559e-16,-2.65268e-18,0.00000e+00,1,1.00000e+00,-2.65142e+00,8.26399e-02,0.00000e+00
3.18403e-02,-2.19970e-03,0.00000e+00,6.08771e-01,4.92005e-01,-1.25707e-02,1.58750e-02,-4.00853e-04,1.67107e-02,-5.63806e-04,1.67406e-02,1.19777e-02,1424,-1.19777e-02,1.62805e-02,-3.97504e-04,0.00000e+00,1,1.10000e+00,-2.64748e+00,8.31885e-02,0.00000e+00
3.50800e-02,-1.80226e-03,0.00000e+00,5.71641e-01,4.67629e-01,-1.17593e-02,3.17585e-02,-7.58895e-04,3.32317e-02,-1.06477e-03,3.32909e-02,2.39737e-02,1424,-2.39737e-02,3.24890e-02,-7.83135e-04,0.00000e+00,1,1.20000e+00,-2.64424e+00,8.35859e-02,0.00000e+00
3.67291e-02,-1.48132e-03,0.00000e+00,6.04985e-01,5.12361e-01,-1.16510e-02,4.77668e-02,-1.04934e-03,4.97084e-02,-1.50491e-03,4.97891e-02,3.60168e-02,1424,-3.60168e-02,4.86861e-02,-1.18381e-03,0.00000e+00,1,1.30000e+00,-2.64259e+00,8.39068e-02,0.00000e+00
3.76085e-02,-1.75986e-03,0.00000e+00,5.99721e-01,5.09487e-01,-1.25745e-02,6.37481e-02,-1.27358e-03,6.62212e-02,-1.92833e-03,6.63231e-02,4.80997e-02,1424,-4.80997e-02,6.48657e-02,-1.56743e-03,0.00000e+00,1,1.40000e+00,-2.64171e+00,8.36283e-02,0.00000e+00
3.76417e-02,-2.33814e-03,0.00000e+00,5.88346e-01,4.89559e-01,-1.42015e-02,7.96332e-02,-1.48242e-03,8.29543e-02,-2.40028e-03,8.30770e-02,6.01953e-02,1424,-6.01953e-02,8.10814e-02,-1.95125e-03,0.00000e+00,1,1.50000e+00,-2.64168e+00,8.30500e-02,0.00000e+00
3.70484e-02,-2.90300e-03,0.00000e+00,6.40051e-01,5.24732e-01,-1.56864e-02,9.54190e-02,-1.76889e-03,1.00001e-01,-2.97309e-03,1.00145e-01,7.22538e-02,1424,-7.22538e-02,9.74006e-02,-2.34476e-03,0.00000e+00,1,1.60000e+00,-2.64227e+00,8.24852e-02,0.00000e+00
3.62594e-02,-3.33360e-03,0.00000e+00,6.03849e-01,4.70354e-01,-1.62474e-02,1.10960e-01,-2.21835e-03,1.17036e-01,-3.65852e-03,1.17219e-01,8.42218e-02,1424,-8.42218e-02,1.13726e-01,-2.71200e-03,0.00000e+00,1,1.70000e+00,-2.64306e+00,8.20546e-02,0.00000e+00
3.45174e-02,-3.05829e-03,0.00000e+00,6.12257e-01,4.68043e-01,-1.53508e-02,1.26734e-01,-2.87281e-03,1.34055e-01,-4.40856e-03,1.34271e-01,9.61355e-02,1424,-9.61355e-02,1.30140e-01,-3.16254e-03,0.00000e+00,1,1.80000e+00,-2.64480e+00,8.23299e-02,0.00000e+00
