"D_:0","D_:1","D_:2","F_D_:0","F_D_:1","F_D_:2","PedigreeNodeId","vtkValidPointMask","Time","Point Coordinates:0","Point Coordinates:1","Point Coordinates:2"
0,0,0,1.3546e-05,-1.4673e-06,0,12,1,1,-10,1,0
0,0,0,5.4274e-05,-5.8752e-06,0,12,1,2,-10,1,0
0,0,0,0.00012245,-1.3363e-05,0,12,1,3,-10,1,0
0,0,0,0.00021856,-2.4154e-05,0,12,1,4,-10,1,0
0,0,0,0.00034332,-3.8587e-05,0,12,1,5,-10,1,0
0,0,0,0.00049778,-5.7149e-05,0,12,1,6,-10,1,0
0,0,0,0.00068338,-8.0521e-05,0,12,1,7,-10,1,0
0,0,0,0.0009022,-0.00010966,0,12,1,8,-10,1,0
0,0,0,0.0011571,-0.00014591,0,12,1,9,-10,1,0
0,0,0,0.0014523,-0.0001912,0,12,1,10,-10,1,0
0,0,0,0.0017939,-0.00024834,0,12,1,11,-10,1,0
0,0,0,0.0021912,-0.00032151,0,12,1,12,-10,1,0
0,0,0,0.0026583,-0.00041697,0,12,1,13,-10,1,0
0,0,0,0.0032164,-0.00054383,0,12,1,14,-10,1,0
0,0,0,0.0038942,-0.00071364,0,12,1,15,-10,1,0
0,0,0,0.0047169,-0.00093393,0,12,1,16,-10,1,0
0,0,0,0.00567,-0.0011914,0,12,1,17,-10,1,0
0,0,0,0.0066771,-0.0014446,0,12,1,18,-10,1,0
0,0,0,0.0076531,-0.0016533,0,12,1,19,-10,1,0
0,0,0,0.0085568,-0.0018013,0,12,1,20,-10,1,0
0,0,0,0.0093815,-0.0018886,0,12,1,21,-10,1,0
0,0,0,0.010134,-0.0019206,0,12,1,22,-10,1,0
0,0,0,0.010822,-0.0019032,0,12,1,23,-10,1,0
0,0,0,0.011455,-0.0018412,0,12,1,24,-10,1,0
