"D_:0","D_:1","D_:2","F_D_:0","F_D_:1","F_D_:2","PedigreeNodeId","vtkValidPointMask","Time","Point Coordinates:0","Point Coordinates:1","Point Coordinates:2"
0,0,0,1.5751e-05,3.2813e-07,0,4,1,1,-10,0.2,0
0,0,0,6.2885e-05,1.2712e-06,0,4,1,2,-10,0.2,0
0,0,0,0.00014105,2.8689e-06,0,4,1,3,-10,0.2,0
0,0,0,0.00024961,5.1613e-06,0,4,1,4,-10,0.2,0
0,0,0,0.00038762,8.2068e-06,0,4,1,5,-10,0.2,0
0,0,0,0.00055367,1.2091e-05,0,4,1,6,-10,0.2,0
0,0,0,0.00074579,1.693e-05,0,4,1,7,-10,0.2,0
0,0,0,0.00096115,2.2881e-05,0,4,1,8,-10,0.2,0
0,0,0,0.0011957,3.0163e-05,0,4,1,9,-10,0.2,0
0,0,0,0.0014433,3.9073e-05,0,4,1,10,-10,0.2,0
0,0,0,0.0016948,5.0018e-05,0,4,1,11,-10,0.2,0
0,0,0,0.0019357,6.3549e-05,0,4,1,12,-10,0.2,0
0,0,0,0.0021424,8.0363e-05,0,4,1,13,-10,0.2,0
0,0,0,0.0022759,0.00010116,0,4,1,14,-10,0.2,0
0,0,0,0.0022733,0.00012589,0,4,1,15,-10,0.2,0
0,0,0,0.0020504,0.0001516,0,4,1,16,-10,0.2,0
0,0,0,0.001548,0.00016925,0,4,1,17,-10,0.2,0
0,0,0,0.00080558,0.00016601,0,4,1,18,-10,0.2,0
0,0,0,-6.6713e-05,0.00013413,0,4,1,19,-10,0.2,0
0,0,0,-0.00097975,7.3203e-05,0,4,1,20,-10,0.2,0
0,0,0,-0.0018898,-1.4175e-05,0,4,1,21,-10,0.2,0
0,0,0,-0.0027806,-0.00012526,0,4,1,22,-10,0.2,0
0,0,0,-0.0036479,-0.00025793,0,4,1,23,-10,0.2,0
0,0,0,-0.004492,-0.00041071,0,4,1,24,-10,0.2,0
