"D_:0","D_:1","D_:2","F_D_:0","F_D_:1","F_D_:2","PedigreeNodeId","vtkValidPointMask","Time","Point Coordinates:0","Point Coordinates:1","Point Coordinates:2"
0,0,0,1.8508e-05,1.0852e-06,0,6,1,1,-10,0.4,0
0,0,0,7.3976e-05,4.386e-06,0,6,1,2,-10,0.4,0
0,0,0,0.00016627,9.9978e-06,0,6,1,3,-10,0.4,0
0,0,0,0.00029514,1.8097e-05,0,6,1,4,-10,0.4,0
0,0,0,0.0004602,2.8951e-05,0,6,1,5,-10,0.4,0
0,0,0,0.00066091,4.2947e-05,0,6,1,6,-10,0.4,0
0,0,0,0.00089645,6.0629e-05,0,6,1,7,-10,0.4,0
0,0,0,0.0011657,8.2767e-05,0,6,1,8,-10,0.4,0
0,0,0,0.0014669,0.00011045,0,6,1,9,-10,0.4,0
0,0,0,0.0017976,0.00014527,0,6,1,10,-10,0.4,0
0,0,0,0.0021538,0.00018958,0,6,1,11,-10,0.4,0
0,0,0,0.0025292,0.00024694,0,6,1,12,-10,0.4,0
0,0,0,0.002913,0.00032289,0,6,1,13,-10,0.4,0
0,0,0,0.0032868,0.00042596,0,6,1,14,-10,0.4,0
0,0,0,0.0036188,0.00056825,0,6,1,15,-10,0.4,0
0,0,0,0.0038619,0.00076186,0,6,1,16,-10,0.4,0
0,0,0,0.0039716,0.0010056,0,6,1,17,-10,0.4,0
0,0,0,0.0039472,0.0012743,0,6,1,18,-10,0.4,0
0,0,0,0.0038324,0.0015361,0,6,1,19,-10,0.4,0
0,0,0,0.0036725,0.0017738,0,6,1,20,-10,0.4,0
0,0,0,0.0034948,0.0019831,0,6,1,21,-10,0.4,0
0,0,0,0.0033126,0.0021651,0,6,1,22,-10,0.4,0
0,0,0,0.0031324,0.0023221,0,6,1,23,-10,0.4,0
0,0,0,0.002957,0.0024567,0,6,1,24,-10,0.4,0
