"D_:0","D_:1","D_:2","F_D_:0","F_D_:1","F_D_:2","PedigreeNodeId","vtkValidPointMask","Time","Point Coordinates:0","Point Coordinates:1","Point Coordinates:2"
0,0,0,2.095e-05,1.2014e-06,0,8,1,1,-10,0.6,0
0,0,0,8.3833e-05,4.8527e-06,0,8,1,2,-10,0.6,0
0,0,0,0.00018871,1.1066e-05,0,8,1,3,-10,0.6,0
0,0,0,0.00033569,2.0045e-05,0,8,1,4,-10,0.6,0
0,0,0,0.00052494,3.2103e-05,0,8,1,5,-10,0.6,0
0,0,0,0.0007567,4.7692e-05,0,8,1,6,-10,0.6,0
0,0,0,0.0010313,6.7457e-05,0,8,1,7,-10,0.6,0
0,0,0,0.0013491,9.2315e-05,0,8,1,8,-10,0.6,0
0,0,0,0.0017108,0.00012359,0,8,1,9,-10,0.6,0
0,0,0,0.0021171,0.00016322,0,8,1,10,-10,0.6,0
0,0,0,0.0025691,0.00021417,0,8,1,11,-10,0.6,0
0,0,0,0.0030681,0.00028105,0,8,1,12,-10,0.6,0
0,0,0,0.0036155,0.00037129,0,8,1,13,-10,0.6,0
0,0,0,0.0042123,0.00049705,0,8,1,14,-10,0.6,0
0,0,0,0.0048562,0.00067742,0,8,1,15,-10,0.6,0
0,0,0,0.0055346,0.00093685,0,8,1,16,-10,0.6,0
0,0,0,0.0062163,0.0012898,0,8,1,17,-10,0.6,0
0,0,0,0.0068622,0.0017193,0,8,1,18,-10,0.6,0
0,0,0,0.0074533,0.0021889,0,8,1,19,-10,0.6,0
0,0,0,0.0079934,0.0026713,0,8,1,20,-10,0.6,0
0,0,0,0.0084946,0.0031545,0,8,1,21,-10,0.6,0
0,0,0,0.0089678,0.0036348,0,8,1,22,-10,0.6,0
0,0,0,0.0094214,0.0041117,0,8,1,23,-10,0.6,0
0,0,0,0.0098614,0.0045862,0,8,1,24,-10,0.6,0
