   0.0000000e+00             NaN
   0.0000000e+00             NaN
   0.0000000e+00             NaN
   0.0000000e+00             NaN
   0.0000000e+00             NaN
   0.0000000e+00             NaN
   0.0000000e+00             NaN
   0.0000000e+00             NaN
   0.0000000e+00             NaN
   0.0000000e+00             NaN
   0.0000000e+00             NaN
   0.0000000e+00             NaN
   0.0000000e+00             NaN
   0.0000000e+00             NaN
   0.0000000e+00             NaN
   0.0000000e+00             NaN
   0.0000000e+00             NaN
   0.0000000e+00             NaN
   0.0000000e+00             NaN
   1.4643000e-16   1.7356105e+00
   1.0990000e-02   1.7353781e+00
   2.1981000e-02   1.7346359e+00
   3.2970000e-02   1.7346754e+00
   4.3961000e-02   1.7348189e+00
   5.4951000e-02   1.7356224e+00
   6.5943000e-02   1.7354418e+00
   7.6936000e-02   1.7354836e+00
   8.7931000e-02   1.7357229e+00
   9.8924000e-02   1.7356737e+00
   1.0992000e-01   1.7357503e+00
   1.2092000e-01   1.7357815e+00
   1.3192000e-01   1.7355411e+00
   1.4292000e-01   1.7357212e+00
   1.5391000e-01   1.7359901e+00
   1.6491000e-01   1.7361754e+00
   1.7591000e-01   1.7365439e+00
   1.8691000e-01   1.7365745e+00
   1.9791000e-01   1.7367089e+00
   2.0891000e-01   1.7368500e+00
   2.1992000e-01   1.7368742e+00
   2.3093000e-01   1.7372380e+00
   2.4194000e-01   1.7371716e+00
   2.5295000e-01   1.7376668e+00
   2.6398000e-01   1.7382000e+00
   2.7500000e-01   1.7385041e+00
   2.8604000e-01   1.7382356e+00
   2.9706000e-01   1.7385986e+00
   3.0811000e-01   1.7387185e+00
   3.1915000e-01   1.7391693e+00
   3.3022000e-01   1.7397596e+00
   3.4126000e-01   1.7400557e+00
   3.5232000e-01   1.7404768e+00
   3.6337000e-01   1.7410177e+00
   3.7444000e-01   1.7413215e+00
   3.8550000e-01   1.7414556e+00
   3.9656000e-01   1.7419139e+00
   4.0764000e-01   1.7418069e+00
   4.1871000e-01   1.7426510e+00
   4.2981000e-01   1.7429902e+00
   4.4087000e-01   1.7440886e+00
   4.5197000e-01   1.7444169e+00
   4.6307000e-01   1.7448370e+00
   4.7419000e-01   1.7453297e+00
   4.8531000e-01   1.7459089e+00
   4.9644000e-01   1.7458790e+00
   5.0758000e-01   1.7464188e+00
   5.1875000e-01   1.7472444e+00
   5.2991000e-01   1.7478730e+00
   5.4109000e-01   1.7490700e+00
   5.5226000e-01   1.7495577e+00
   5.6347000e-01   1.7500629e+00
   5.7467000e-01   1.7505344e+00
   5.8588000e-01   1.7516189e+00
   5.9710000e-01   1.7521319e+00
