"Psi","F_Psi","PedigreeNodeId","vtkValidPointMask","Time","Point Coordinates:0","Point Coordinates:1","Point Coordinates:2"
0.05,0.012203,249,1,0.5,-17.495,13.083,0
0.1,0.024405,249,1,1,-17.495,13.083,0
0.15,0.036608,249,1,1.5,-17.495,13.083,0
0.2,0.048811,249,1,2,-17.495,13.083,0
0.25,0.061014,249,1,2.5,-17.495,13.083,0
0.3,0.073216,249,1,3,-17.495,13.083,0
0.35,0.085419,249,1,3.5,-17.495,13.083,0
0.4,0.097622,249,1,4,-17.495,13.083,0
0.45,0.10982,249,1,4.5,-17.495,13.083,0
0.5,0.12202,249,1,5,-17.495,13.083,0
0.55,0.13422,249,1,5.5,-17.495,13.083,0
0.6,0.14641,249,1,6,-17.495,13.083,0
0.65,0.1586,249,1,6.5,-17.495,13.083,0
0.7,0.17078,249,1,7,-17.495,13.083,0
0.75,0.18295,249,1,7.5,-17.495,13.083,0
0.8,0.19512,249,1,8,-17.495,13.083,0
0.85,0.20728,249,1,8.5,-17.495,13.083,0
0.9,0.21944,249,1,9,-17.495,13.083,0
0.95,0.2316,249,1,9.5,-17.495,13.083,0
1,0.24376,249,1,10,-17.495,13.083,0
1.05,0.25592,249,1,10.5,-17.495,13.083,0
1.1,0.26807,249,1,11,-17.495,13.083,0
1.15,0.28022,249,1,11.5,-17.495,13.083,0
1.2,0.29237,249,1,12,-17.495,13.083,0
1.25,0.30451,249,1,12.5,-17.495,13.083,0
1.3,0.31665,249,1,13,-17.495,13.083,0
1.35,0.32879,249,1,13.5,-17.495,13.083,0
1.4,0.34093,249,1,14,-17.495,13.083,0
1.45,0.35306,249,1,14.5,-17.495,13.083,0
1.5,0.36518,249,1,15,-17.495,13.083,0
1.55,0.37728,249,1,15.5,-17.495,13.083,0
1.6,0.38935,249,1,16,-17.495,13.083,0
1.65,0.4014,249,1,16.5,-17.495,13.083,0
1.7,0.41342,249,1,17,-17.495,13.083,0
1.75,0.42541,249,1,17.5,-17.495,13.083,0
1.8,0.43738,249,1,18,-17.495,13.083,0
1.85,0.44933,249,1,18.5,-17.495,13.083,0
1.9,0.46126,249,1,19,-17.495,13.083,0
1.95,0.47316,249,1,19.5,-17.495,13.083,0
2,0.48504,249,1,20,-17.495,13.083,0
2.05,0.49691,249,1,20.5,-17.495,13.083,0
2.1,0.50878,249,1,21,-17.495,13.083,0
2.15,0.52063,249,1,21.5,-17.495,13.083,0
2.2,0.53246,249,1,22,-17.495,13.083,0
2.25,0.54427,249,1,22.5,-17.495,13.083,0
2.3,0.55603,249,1,23,-17.495,13.083,0
2.35,0.56775,249,1,23.5,-17.495,13.083,0
2.4,0.57943,249,1,24,-17.495,13.083,0
2.45,0.59106,249,1,24.5,-17.495,13.083,0
2.5,0.60267,249,1,25,-17.495,13.083,0
2.55,0.61427,249,1,25.5,-17.495,13.083,0
2.6,0.62591,249,1,26,-17.495,13.083,0
2.65,0.6376,249,1,26.5,-17.495,13.083,0
2.7,0.64938,249,1,27,-17.495,13.083,0
2.75,0.66127,249,1,27.5,-17.495,13.083,0
2.8,0.67328,249,1,28,-17.495,13.083,0
2.85,0.68542,249,1,28.5,-17.495,13.083,0
2.9,0.6977,249,1,29,-17.495,13.083,0
2.95,0.71011,249,1,29.5,-17.495,13.083,0
3,0.72264,249,1,30,-17.495,13.083,0
3.05,0.73525,249,1,30.5,-17.495,13.083,0
3.1,0.74789,249,1,31,-17.495,13.083,0
3.15,0.76051,249,1,31.5,-17.495,13.083,0
3.2,0.77307,249,1,32,-17.495,13.083,0
3.25,0.78551,249,1,32.5,-17.495,13.083,0
3.3,0.79783,249,1,33,-17.495,13.083,0
3.35,0.81003,249,1,33.5,-17.495,13.083,0
3.4,0.82215,249,1,34,-17.495,13.083,0
3.45,0.83423,249,1,34.5,-17.495,13.083,0
3.5,0.84632,249,1,35,-17.495,13.083,0
3.55,0.85847,249,1,35.5,-17.495,13.083,0
3.6,0.87067,249,1,36,-17.495,13.083,0
3.65,0.8829,249,1,36.5,-17.495,13.083,0
3.7,0.89514,249,1,37,-17.495,13.083,0
3.75,0.90739,249,1,37.5,-17.495,13.083,0
3.8,0.91969,249,1,38,-17.495,13.083,0
3.85,0.93208,249,1,38.5,-17.495,13.083,0
3.9,0.94462,249,1,39,-17.495,13.083,0
3.95,0.95731,249,1,39.5,-17.495,13.083,0
4,0.97016,249,1,40,-17.495,13.083,0
4.05,0.9831,249,1,40.5,-17.495,13.083,0
4.1,0.99605,249,1,41,-17.495,13.083,0
4.15,1.0089,249,1,41.5,-17.495,13.083,0
4.2,1.0216,249,1,42,-17.495,13.083,0
4.25,1.0341,249,1,42.5,-17.495,13.083,0
4.3,1.0463,249,1,43,-17.495,13.083,0
4.35,1.0586,249,1,43.5,-17.495,13.083,0
4.4,1.071,249,1,44,-17.495,13.083,0
