"Psi","F_Psi","PedigreeNodeId","vtkValidPointMask","Time","Point Coordinates:0","Point Coordinates:1","Point Coordinates:2"
0.05,0.012383,143,1,0.5,19.473,6.1564,0
0.1,0.024766,143,1,1,19.473,6.1564,0
0.15,0.037149,143,1,1.5,19.473,6.1564,0
0.2,0.049531,143,1,2,19.473,6.1564,0
0.25,0.06191,143,1,2.5,19.473,6.1564,0
0.3,0.074284,143,1,3,19.473,6.1564,0
0.35,0.086648,143,1,3.5,19.473,6.1564,0
0.4,0.098999,143,1,4,19.473,6.1564,0
0.45,0.11134,143,1,4.5,19.473,6.1564,0
0.5,0.12366,143,1,5,19.473,6.1564,0
0.55,0.13597,143,1,5.5,19.473,6.1564,0
0.6,0.14828,143,1,6,19.473,6.1564,0
0.65,0.16057,143,1,6.5,19.473,6.1564,0
0.7,0.17285,143,1,7,19.473,6.1564,0
0.75,0.18511,143,1,7.5,19.473,6.1564,0
0.8,0.19736,143,1,8,19.473,6.1564,0
0.85,0.2096,143,1,8.5,19.473,6.1564,0
0.9,0.22183,143,1,9,19.473,6.1564,0
0.95,0.23404,143,1,9.5,19.473,6.1564,0
1,0.24624,143,1,10,19.473,6.1564,0
1.05,0.2584,143,1,10.5,19.473,6.1564,0
1.1,0.27052,143,1,11,19.473,6.1564,0
1.15,0.2826,143,1,11.5,19.473,6.1564,0
1.2,0.29464,143,1,12,19.473,6.1564,0
1.25,0.30664,143,1,12.5,19.473,6.1564,0
1.3,0.31859,143,1,13,19.473,6.1564,0
1.35,0.33048,143,1,13.5,19.473,6.1564,0
1.4,0.34231,143,1,14,19.473,6.1564,0
1.45,0.35409,143,1,14.5,19.473,6.1564,0
1.5,0.36583,143,1,15,19.473,6.1564,0
1.55,0.37752,143,1,15.5,19.473,6.1564,0
1.6,0.38915,143,1,16,19.473,6.1564,0
1.65,0.4007,143,1,16.5,19.473,6.1564,0
1.7,0.41215,143,1,17,19.473,6.1564,0
1.75,0.42349,143,1,17.5,19.473,6.1564,0
1.8,0.43471,143,1,18,19.473,6.1564,0
