"Psi","F_Psi","PedigreeNodeId","vtkValidPointMask","Time","Point Coordinates:0","Point Coordinates:1","Point Coordinates:2"
0.05,0.011716,181,1,0.5,10.397,23.065,0
0.1,0.023432,181,1,1,10.397,23.065,0
0.15,0.035148,181,1,1.5,10.397,23.065,0
0.2,0.046865,181,1,2,10.397,23.065,0
0.25,0.058581,181,1,2.5,10.397,23.065,0
0.3,0.070297,181,1,3,10.397,23.065,0
0.35,0.082014,181,1,3.5,10.397,23.065,0
0.4,0.09373,181,1,4,10.397,23.065,0
0.45,0.10545,181,1,4.5,10.397,23.065,0
0.5,0.11716,181,1,5,10.397,23.065,0
0.55,0.12888,181,1,5.5,10.397,23.065,0
0.6,0.1406,181,1,6,10.397,23.065,0
0.65,0.15232,181,1,6.5,10.397,23.065,0
0.7,0.16403,181,1,7,10.397,23.065,0
0.75,0.17575,181,1,7.5,10.397,23.065,0
0.8,0.18747,181,1,8,10.397,23.065,0
0.85,0.19919,181,1,8.5,10.397,23.065,0
0.9,0.21091,181,1,9,10.397,23.065,0
0.95,0.22262,181,1,9.5,10.397,23.065,0
1,0.23434,181,1,10,10.397,23.065,0
1.05,0.24605,181,1,10.5,10.397,23.065,0
1.1,0.25776,181,1,11,10.397,23.065,0
1.15,0.26947,181,1,11.5,10.397,23.065,0
1.2,0.28118,181,1,12,10.397,23.065,0
1.25,0.29288,181,1,12.5,10.397,23.065,0
1.3,0.30458,181,1,13,10.397,23.065,0
1.35,0.31628,181,1,13.5,10.397,23.065,0
1.4,0.32798,181,1,14,10.397,23.065,0
1.45,0.33969,181,1,14.5,10.397,23.065,0
1.5,0.35139,181,1,15,10.397,23.065,0
1.55,0.3631,181,1,15.5,10.397,23.065,0
1.6,0.37481,181,1,16,10.397,23.065,0
1.65,0.38652,181,1,16.5,10.397,23.065,0
1.7,0.39824,181,1,17,10.397,23.065,0
1.75,0.40996,181,1,17.5,10.397,23.065,0
1.8,0.42168,181,1,18,10.397,23.065,0
1.85,0.43341,181,1,18.5,10.397,23.065,0
1.9,0.44513,181,1,19,10.397,23.065,0
1.95,0.45686,181,1,19.5,10.397,23.065,0
2,0.46858,181,1,20,10.397,23.065,0
