"D_:0","D_:1","D_:2","s11","s22","s12","D1","D2","E1","E2","EMag","Psi","PedigreeNodeId","Result","Gradients:0","Gradients:1","Gradients:2","vtkValidPointMask","Time","Point Coordinates:0","Point Coordinates:1","Point Coordinates:2"
-4.38001e-07,5.56344e-08,0.00000e+00,2.71222e-05,-4.99213e-04,-1.42887e-05,2.31802e-02,-6.32271e-04,2.31801e-02,-6.32259e-04,2.32333e-02,3.23879e-03,684,-3.23879e-03,2.39757e-02,-5.97413e-04,0.00000e+00,1,1.00000e-01,-2.21551e+00,2.26357e-02,0.00000e+00
-6.24481e-06,8.28861e-07,0.00000e+00,6.56952e-05,-1.93425e-03,-4.95059e-05,4.63623e-02,-1.26485e-03,4.63594e-02,-1.26451e-03,4.64657e-02,6.47731e-03,684,-6.47731e-03,4.79505e-02,-1.19482e-03,0.00000e+00,1,2.00000e-01,-2.21552e+00,2.26364e-02,0.00000e+00
-2.92345e-05,3.86873e-06,0.00000e+00,3.67996e-05,-4.14647e-03,-9.00132e-05,6.95537e-02,-1.89887e-03,6.95345e-02,-1.89668e-03,6.96945e-02,9.71454e-03,684,-9.71454e-03,7.19205e-02,-1.79217e-03,0.00000e+00,1,3.00000e-01,-2.21554e+00,2.26395e-02,0.00000e+00
-8.47059e-05,1.08651e-05,0.00000e+00,-1.34552e-04,-7.01092e-03,-1.26081e-04,9.27682e-02,-2.53592e-03,9.27005e-02,-2.52857e-03,9.29147e-02,1.29491e-02,684,-1.29491e-02,9.58803e-02,-2.38927e-03,0.00000e+00,1,4.00000e-01,-2.21560e+00,2.26465e-02,0.00000e+00
-1.86957e-04,2.25607e-05,0.00000e+00,-4.67813e-04,-1.05101e-02,-1.59837e-04,1.16021e-01,-3.17713e-03,1.15854e-01,-3.15977e-03,1.16123e-01,1.61803e-02,684,-1.61803e-02,1.19826e-01,-2.98574e-03,0.00000e+00,1,5.00000e-01,-2.21570e+00,2.26582e-02,0.00000e+00
-3.46349e-04,3.81355e-05,0.00000e+00,-9.30931e-04,-1.47242e-02,-1.98678e-04,1.39326e-01,-3.82313e-03,1.38994e-01,-3.78982e-03,1.39317e-01,1.94088e-02,684,-1.94088e-02,1.43758e-01,-3.58108e-03,0.00000e+00,1,6.00000e-01,-2.21586e+00,2.26738e-02,0.00000e+00
-5.68796e-04,5.57923e-05,0.00000e+00,-1.46614e-03,-1.97317e-02,-2.45771e-04,1.62689e-01,-4.47488e-03,1.62123e-01,-4.41834e-03,1.62499e-01,2.26357e-02,684,-2.26357e-02,1.67680e-01,-4.17492e-03,0.00000e+00,1,7.00000e-01,-2.21608e+00,2.26914e-02,0.00000e+00
-8.57614e-04,7.43113e-05,0.00000e+00,-2.04250e-03,-2.55364e-02,-2.98822e-04,1.86120e-01,-5.13392e-03,1.85240e-01,-5.04519e-03,1.85669e-01,2.58606e-02,684,-2.58606e-02,1.91590e-01,-4.76710e-03,0.00000e+00,1,8.00000e-01,-2.21637e+00,2.27099e-02,0.00000e+00
-1.21629e-03,9.42324e-05,0.00000e+00,-2.66828e-03,-3.20582e-02,-3.56625e-04,2.09632e-01,-5.80139e-03,2.08340e-01,-5.67037e-03,2.08822e-01,2.90812e-02,684,-2.90812e-02,2.15481e-01,-5.35767e-03,0.00000e+00,1,9.00000e-01,-2.21673e+00,2.27299e-02,0.00000e+00
-1.65074e-03,1.17456e-04,0.00000e+00,-3.38001e-03,-3.92044e-02,-4.23155e-04,2.33241e-01,-6.47721e-03,2.31415e-01,-6.29393e-03,2.31953e-01,3.22941e-02,684,-3.22941e-02,2.39344e-01,-5.94674e-03,0.00000e+00,1,1.00000e+00,-2.21716e+00,2.27531e-02,0.00000e+00
