"D_:0","D_:1","D_:2","s11","s22","s12","D1","D2","E1","E2","EMag","Psi","PedigreeNodeId","Result","Gradients:0","Gradients:1","Gradients:2","vtkValidPointMask","Time","Point Coordinates:0","Point Coordinates:1","Point Coordinates:2"
0,0,0,5.9605e-05,-6.2385e-05,2.6677e-11,0.011045,-2.5669e-13,0.011045,-8.9055e-17,0.011045,0.1,399,-0.1,0.011045,0,0,1,0.1,-10,0.25,0
0,0,0,0.00010242,-0.00038548,1.0145e-08,0.02209,-1.9517e-10,0.02209,-1.9001e-16,0.02209,0.2,399,-0.2,0.02209,0,0,1,0.2,-10,0.25,0
0,0,0,-8.4639e-06,-0.0011061,7.7544e-08,0.033135,-2.2377e-09,0.033135,-2.7989e-16,0.033135,0.3,399,-0.3,0.033135,0,0,1,0.3,-10,0.25,0
0,0,0,-0.00044275,-0.0023939,2.3012e-07,0.04418,-8.8542e-09,0.04418,-3.6741e-16,0.04418,0.4,399,-0.4,0.04418,0,0,1,0.4,-10,0.25,0
0,0,0,-0.0011287,-0.0041771,4.8452e-07,0.055225,-2.3304e-08,0.055225,-4.9035e-16,0.055225,0.5,399,-0.5,0.055225,0,0,1,0.5,-10,0.25,0
0,0,0,-0.0018741,-0.0062636,8.3458e-07,0.06627,-4.8169e-08,0.06627,-5.5403e-16,0.06627,0.6,399,-0.6,0.06627,0,0,1,0.6,-10,0.25,0
0,0,0,-0.0025368,-0.0085113,1.2863e-06,0.077316,-8.6613e-08,0.077316,-6.6783e-16,0.077316,0.7,399,-0.7,0.077316,0,0,1,0.7,-10,0.25,0
0,0,0,-0.0031351,-0.010939,1.8682e-06,0.088362,-1.4377e-07,0.088362,-7.175e-16,0.088362,0.8,399,-0.8,0.088362,0,0,1,0.8,-10,0.25,0
0,0,0,-0.0038034,-0.01368,2.6408e-06,0.099409,-2.2863e-07,0.099409,-7.8801e-16,0.099409,0.9,399,-0.9,0.099409,0,0,1,0.9,-10,0.25,0
0,0,0,-0.0047481,-0.016941,3.6554e-06,0.11046,-3.5164e-07,0.11046,-9.1198e-16,0.11046,1,399,-1,0.11046,0,0,1,1,-10,0.25,0
